match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_penaltyConceded,stat_fouls,stat_totalOffside,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,captain,stat_savedShotsFromInsideTheBox,stat_penaltyWon,stat_goalAssist,stat_goals
11401964,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,48.0,26.0,28.0,6.0,21.0,24.0,5.0,24.0,1.0,9.0,1.0,1.0,1.0,1.0,90.0,56.0,6.4,22.0,0.0454035,0,-0.2895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401964,home,Sparta Rotterdam,Saïd Bakari,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,D,2,2,False,45.0,39.0,7.0,4.0,20.0,23.0,21.0,29.0,,7.0,,,,,90.0,71.0,7.1,13.0,0.180442,3,,7.0,2.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0615,0.1165,3.0,,,,,,,,,,,,,,,,,,,,
11401964,home,Sparta Rotterdam,Rick Meissen,rick-meissen,R. Meissen,D,3,193,44,M,1048906,EUR,1014508800,D,3,3,False,63.0,52.0,12.0,2.0,39.0,41.0,13.0,22.0,2.0,3.0,,,,,83.0,70.0,6.5,12.0,0.0100492,0,,,,1.0,1.0,3.0,,,,,1.0,1.0,,,,Rick Meijssen,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11401964,home,Sparta Rotterdam,Tijs Velthuis,tijs-velthuis,T. Velthuis,D,5,190,110,M,961674,EUR,1010793600,D,4,4,False,80.0,71.0,5.0,2.0,51.0,54.0,20.0,26.0,3.0,5.0,,,,,90.0,87.0,6.7,9.0,0.00988978,0,,,,3.0,1.0,5.0,,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,
11401964,home,Sparta Rotterdam,Djevencio van der Kust,djevencio-van-der-kust,D. v. d. Kust,D,5,178,181,M,974530,EUR,988588800,D,5,5,False,52.0,41.0,7.0,1.0,24.0,30.0,19.0,28.0,1.0,5.0,,,,,83.0,77.0,6.2,19.0,0.265323,0,,6.0,2.0,2.0,7.0,6.0,,,,1.0,4.0,1.0,,,1.0,,,1.0,,4.0,,3.0,1.0,3.0,1.0,,,,,,,,,,
11401964,home,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170,272,M,913584,EUR,984009600,M,8,8,False,35.0,27.0,2.0,1.0,10.0,12.0,17.0,23.0,1.0,8.0,,,,,90.0,52.0,7.4,9.0,0.194576,2,,,,,3.0,7.0,1.0,,1.0,1.0,3.0,1.0,0.1443,,1.0,,,1.0,,,3.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,
11401964,home,Sparta Rotterdam,Jonathan de Guzmán,jonathan-de-guzman,J. d. Guzmán,M,13,173,79,M,13028,EUR,558489600,M,6,6,False,40.0,29.0,10.0,4.0,13.0,18.0,17.0,26.0,1.0,7.0,,,,,67.0,49.0,6.5,16.0,0.102392,1,,4.0,1.0,,1.0,,,,,,,,0.0149,,1.0,,,,,1.0,,,,,,1.0,,,,1.0,True,,,,
11401964,home,Sparta Rotterdam,Shunsuke Mito,shunsuke-mito,S. Mito,M,11,164,867,M,1002479,EUR,1033171200,M,7,7,False,17.0,15.0,1.0,1.0,6.0,6.0,9.0,11.0,,1.0,,,,,67.0,27.0,6.5,6.0,0.019068,1,,,,,2.0,2.0,2.0,,,,1.0,,0.0685,,1.0,,,,,2.0,1.0,,,,,,,,,1.0,,,,,
11401964,home,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,578344,EUR,870652800,M,10,10,False,24.0,15.0,2.0,,7.0,9.0,8.0,17.0,,4.0,,,,,90.0,42.0,6.7,16.0,0.0782258,4,,2.0,,2.0,6.0,5.0,,1.0,1.0,,2.0,1.0,0.4758,0.4785,2.0,,,2.0,,3.0,1.0,,,2.0,,2.0,,,1.0,2.0,,,,,
11401964,home,Sparta Rotterdam,Charles-Andreas Brym,charles-andreas-brym,C. Brym,F,7,180,203,M,990814,EUR,902534400,M,11,11,False,34.0,27.0,1.0,1.0,7.0,9.0,23.0,34.0,,6.0,,,,,90.0,52.0,7.2,15.0,0.52322,3,,9.0,3.0,2.0,7.0,3.0,1.0,1.0,1.0,,,,0.1507,0.0257,4.0,Charles-Andreas,Brym,5.0,,,1.0,,,,,1.0,,1.0,,1.0,,,,,
