match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_interceptionWon,stat_wonTackle,stat_totalOffside,stat_outfielderBlock,player_firstName,player_lastName,player_sofascoreId,stat_dispossessed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,captain,stat_goals,stat_goodHighClaim,stat_errorLeadToAShot
10389763,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,37.0,24.0,22.0,9.0,22.0,28.0,2.0,9.0,1.0,1.0,2.0,6.0,4.0,7.0,1.0,90.0,51.0,8.0,13.0,0.0,0.0,0.0005409,0,1.8536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389763,home,Montpellier,Falaye Sacko,falaye-sacko,F. Sacko,D,77,179,2233,M,796372,EUR,799286400,D,77,77,False,33.0,28.0,4.0,1.0,12.0,14.0,16.0,22.0,1.0,4.0,4.0,6.0,,,,90.0,56.0,7.1,11.0,0.0,0.0,0.114133,0,,1.0,3.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10389763,home,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,False,36.0,32.0,4.0,1.0,27.0,28.0,5.0,8.0,2.0,6.0,2.0,6.0,,,,90.0,52.0,6.9,4.0,0.0667,0.0,0.00341337,1,,,,1.0,2.0,,,,,2.0,2.0,1.0,,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,
10389763,home,Montpellier,Boubakar Kouyaté,boubakar-kouyate,B. Kouyaté,D,25,192,907,M,848537,EUR,861062400,D,4,4,False,55.0,43.0,4.0,,35.0,39.0,8.0,16.0,2.0,6.0,3.0,8.0,,,,90.0,66.0,7.2,12.0,0.0,0.0,0.00514798,0,,,,1.0,1.0,,,,,2.0,2.0,,,,3.0,1.0,,1.0,,,,,,,,,,,,,,
10389763,home,Montpellier,Issiaga Sylla,issiaga-sylla,I. Sylla,D,4,180,3382,M,291695,EUR,757382400,D,3,3,False,57.0,47.0,4.0,2.0,27.0,31.0,20.0,27.0,1.0,3.0,1.0,7.0,,,,90.0,81.0,7.2,15.0,0.0882,0.0,0.0297067,3,,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,,,,2.0,2.0,3.0,,,,Issiaga,Sylla,ISylla,1.0,1.0,2.0,,,,,,,,
10389763,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,84.0,71.0,12.0,7.0,39.0,40.0,32.0,45.0,,2.0,2.0,10.0,,,,90.0,98.0,6.7,18.0,0.069,0.0,0.239095,2,,,1.0,,10.0,4.0,,,1.0,1.0,1.0,4.0,2.0,1.0,3.0,1.0,,,,,,2.0,1.0,2.0,,,,,,,,
10389763,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,35.0,23.0,5.0,1.0,10.0,13.0,13.0,22.0,1.0,3.0,3.0,10.0,,,,90.0,53.0,6.7,15.0,0.0584,0.0,0.0609807,2,,,,2.0,8.0,3.0,1.0,,,2.0,,2.0,,1.0,2.0,2.0,,1.0,,,,,1.0,2.0,,,,,,,,
10389763,home,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,384,M,848458,EUR,900633600,M,7,7,False,24.0,16.0,,,3.0,6.0,14.0,20.0,4.0,8.0,1.0,6.0,,,,90.0,48.0,6.9,17.0,0.6274,0.2414,0.0574473,2,,,2.0,1.0,6.0,1.0,2.0,1.0,,1.0,2.0,1.0,2.0,,1.0,1.0,,,,,,2.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,
10389763,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,48.0,36.0,8.0,7.0,8.0,8.0,33.0,55.0,,9.0,,8.0,,,,90.0,92.0,7.1,33.0,0.1173,1.206,0.248052,3,,,15.0,,14.0,5.0,9.0,5.0,,2.0,2.0,2.0,6.0,,1.0,2.0,,,,,,3.0,1.0,2.0,5.0,,2.0,,True,,,
10389763,home,Montpellier,Stephy Mavididi,stephy-mavididi,S. Mavididi,M,10,182,1545,M,605338,EUR,896572800,M,10,10,False,26.0,21.0,1.0,1.0,8.0,9.0,13.0,17.0,1.0,9.0,,5.0,,,,70.0,45.0,7.3,10.0,0.6723,0.4774,0.017208,5,,,,2.0,9.0,,8.0,6.0,,1.0,1.0,2.0,2.0,1.0,,1.0,,,,,,3.0,2.0,,,1.0,2.0,1.0,,,,
10389763,home,Montpellier,Elye Wahi,elye-wahi,E. Wahi,F,11,180,3162,M,979315,EUR,1041465600,F,21,21,False,10.0,8.0,,,2.0,2.0,6.0,9.0,,3.0,,,,,,80.0,22.0,8.3,6.0,1.6413,2.145,0.0142666,4,,,1.0,4.0,5.0,,3.0,2.0,,,1.0,,,,,,,,,,e.wahi7,,,2.0,,1.0,4.0,,,2.0,,
10389763,home,Montpellier,Wahbi Khazri,wahbi-khazri,W. Khazri,F,,176,1610,M,51640,EUR,665971200,F,99,99,True,5.0,2.0,,,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,,,,20.0,10.0,6.7,4.0,0.0288,0.0,0.00024404,1,,,,1.0,3.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,
10389763,home,Montpellier,Khalil Fayad,khalil-fayad,K. Fayad,M,10,172,588,M,1387157,EUR,1086739200,M,22,22,True,3.0,3.0,,,3.0,3.0,,,,3.0,1.0,3.0,,,,10.0,9.0,6.7,2.0,0.0,0.0,2.205e-05,0,,,,,2.0,1.0,1.0,,,1.0,2.0,,,,,,,,Khalil Fayad,,,,,1.0,,,,,,,,
