match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_blockedScoringAttempt,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_keyPass,stat_errorLeadToAGoal,stat_goals,player_sofascoreId,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
13981629,home,Pisa,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193.0,684,M,284349,EUR,833500800,G,22,22,False,32.0,20.0,21.0,9.0,0.0,12.0,14.0,8.0,18.0,3.0,3.0,3.0,90.0,36.0,7.7,12.0,0.00432529,34.17763392492,6.0,26.565,7.245,0.7766,0,0.8558,0.11,0.0,-0.13,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981629,home,Pisa,Arturo Calabresi,arturo-calabresi,A. Calabresi,D,33,186.0,199,M,284367,EUR,827020800,D,33,33,False,24.0,17.0,4.0,,0.0,8.0,8.0,9.0,16.0,3.0,,,89.0,53.0,6.9,16.0,0.0149201,26.567258662892,6.0,2.835,4.725,,0,,0.04,-0.15,0.26,,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981629,home,Pisa,Simone Canestrelli,canestrelli-simone,S. Canestrelli,D,5,192.0,454,M,911355,EUR,968630400,D,5,5,False,21.0,17.0,5.0,3.0,0.0,10.0,10.0,7.0,11.0,1.0,,,90.0,29.0,6.6,4.0,0.00332448,88.175249664053,8.0,64.68,33.915,,1,,-0.05,0.06,-0.08,,,3.0,5.0,,4.0,,2.0,1.0,,,4.0,1.0,1.0,3.0,0.0969,34.348519982672,1.0,-0.13,,,,,,,,,,,,,,,,,,,,,,
13981629,home,Pisa,Francesco Coppola,coppola-francesco,F. Coppola,D,26,195.0,276,M,1494096,EUR,1113177600,D,26,26,False,21.0,18.0,1.0,1.0,0.0,9.0,10.0,9.0,11.0,3.0,,,90.0,40.0,6.8,7.0,0.0766828,32.030043837015,4.0,16.905,17.115,,0,,0.31,0.44,0.16,,2.0,5.0,4.0,,3.0,1.0,,2.0,1.0,2.0,,,2.0,2.0,,22.849964208534,2.0,,Francesco Coppola,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
13981629,home,Pisa,Idrissa Touré,idrissa-toure,I. Touré,M,15,187.0,833,M,826326,EUR,893808000,M,15,15,False,28.0,20.0,2.0,1.0,0.0,7.0,8.0,13.0,20.0,5.0,,,90.0,51.0,6.3,19.0,0.0202672,176.46443430229,15.0,35.595,27.405,,2,,0.03,0.23,-0.01,,6.0,10.0,6.0,4.0,2.0,,1.0,1.0,4.0,,3.0,,1.0,1.0,0.1028,43.732873172945,2.0,-0.37,,,4.0,,,1.0,2.0,1.0,1.0,1.0,1.0,0.2294,,,,,,,,,,
13981629,home,Pisa,Marius Marin,marius-marin,M. Marin,M,6,182.0,1399,M,797596,EUR,904435200,M,6,6,False,26.0,22.0,3.0,2.0,0.0,6.0,7.0,16.0,19.0,4.0,,,68.0,34.0,7.4,5.0,0.0411754,53.089287602779,8.0,-13.545,5.145,,0,,0.37,0.06,,,,3.0,6.0,,1.0,,,3.0,,2.0,1.0,,3.0,2.0,,,,,,,1.0,,1.0,,,,,,,,True,,,,,,,,,
13981629,home,Pisa,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182.0,1236,M,850891,EUR,852508800,M,20,20,False,55.0,46.0,7.0,3.0,0.0,21.0,25.0,25.0,30.0,5.0,,,90.0,64.0,7.4,12.0,0.232895,150.32044574613,20.0,12.915,13.44,,1,,0.46,0.36,0.17,,,4.0,3.0,1.0,2.0,,,1.0,2.0,,1.0,,,1.0,0.0936,20.511985039146,2.0,-0.06,,,,,2.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,,,,,,,
13981629,home,Pisa,Samuele Angori,samuele-angori,S. Angori,M,3,184.0,664,M,1174457,EUR,1065484800,M,3,3,False,32.0,24.0,4.0,1.0,0.0,4.0,7.0,20.0,25.0,3.0,,,90.0,54.0,6.6,20.0,0.271573,73.715766831317,11.0,0.21000000000002,7.245,,0,,0.53,-0.35,-0.53,,3.0,9.0,7.0,,1.0,,,4.0,1.0,2.0,1.0,,1.0,1.0,,,,,,,11.0,2.0,3.0,2.0,,,,,,,,,2.0,1.0,,,,,,
13981629,home,Pisa,Stefano Moreo,stefano-moreo,S. Moreo,F,32,191.0,621,M,346948,EUR,741398400,F,32,32,False,28.0,20.0,4.0,2.0,0.0,2.0,5.0,18.0,23.0,4.0,,,90.0,44.0,7.3,12.0,0.0956729,84.49877222635,7.0,-7.77,21.0,,4,,0.13,-0.48,0.16,,,3.0,9.0,1.0,2.0,,2.0,2.0,3.0,1.0,6.0,,1.0,1.0,0.3232,21.817402595176,1.0,0.08,,,,,1.0,,,,2.0,2.0,,0.8628,,,,,,,,,,
13981629,home,Pisa,Matteo Tramoni,matteo-tramoni,M. Tramoni,F,10,175.0,1168,M,887275,EUR,948326400,F,10,10,False,26.0,16.0,4.0,1.0,0.0,4.0,6.0,12.0,20.0,3.0,,,68.0,40.0,6.8,17.0,0.262023,63.115249659587,5.0,45.045,34.545,,0,,0.33,0.12,-0.01,,2.0,4.0,3.0,1.0,,,,1.0,3.0,1.0,1.0,,1.0,,,37.380147471619,1.0,,,,5.0,3.0,,1.0,,,,,,,,,2.0,,,,,,,
