match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_challengeLost,stat_fouls,stat_accurateCross,captain,stat_dispossessed,stat_keyPass,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
14053591,home,PEC Zwolle,Tom de Graaff,Tom,de Graaff,tom-de-graaff,T. d. Graaff,G,16,193.0,177,M,1145525,EUR,1102636800,G,16,16,False,32.0,11.0,26.0,6.0,0.0,8.0,13.0,3.0,19.0,1.0,1.0,12.0,1.0,1.0,1.0,90.0,40.0,7.0,21.0,0.0020026,0.0639,0,0.1084,0.08,-0.05,0.25,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053591,home,PEC Zwolle,Olivier Aertssen,,,olivier-aertssen,O. Aertssen,D,3,185.0,170,M,1049446,EUR,1091836800,D,3,3,False,36.0,27.0,12.0,8.0,0.0,12.0,12.0,15.0,24.0,9.0,9.0,4.0,,,,90.0,67.0,7.7,14.0,0.0215258,,1,,0.09,0.28,0.34,,1.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,0.0307,-0.17,,,,,,,,,,,,,,,,,,
14053591,home,PEC Zwolle,Simon Graves,,,simon-graves-jensen,S. G. Jensen,D,28,191.0,126,M,927155,EUR,922060800,D,28,28,False,37.0,33.0,6.0,4.0,0.0,27.0,28.0,6.0,9.0,3.0,9.0,3.0,,,,90.0,53.0,7.1,5.0,0.00618711,,1,,0.16,0.04,0.37,,,3.0,5.0,,,,2.0,,,1.0,0.0444,-0.07,5.0,1.0,1.0,,,,,,,,,,,,,,,
14053591,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187.0,281,M,1005693,EUR,1045612800,D,4,4,False,33.0,26.0,5.0,3.0,0.0,19.0,20.0,7.0,13.0,4.0,10.0,6.0,,,,90.0,50.0,7.3,7.0,0.0060965,,0,,0.05,0.16,0.32,,,2.0,3.0,,,,2.0,2.0,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,
14053591,home,PEC Zwolle,Sherel Floranus,Sherel,Floranus,sherel-floranus,S. Floranus,D,2,181.0,189,M,803021,EUR,903830400,D,2,2,False,29.0,22.0,2.0,,0.0,17.0,22.0,5.0,7.0,1.0,5.0,3.0,,,,90.0,54.0,7.1,10.0,0.00450029,,0,,0.0,-0.09,0.5,,,,2.0,1.0,,,2.0,1.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,
14053591,home,PEC Zwolle,Thijs Oosting,,,thijs-oosting,T. Oosting,M,25,176.0,133,M,876233,EUR,957225600,M,25,25,False,27.0,23.0,4.0,4.0,0.0,12.0,13.0,11.0,14.0,3.0,5.0,4.0,1.0,,,90.0,45.0,7.1,10.0,0.0766678,,2,,0.2,0.3,0.23,,3.0,2.0,3.0,,,1.0,1.0,,,3.0,0.314,-0.51,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,
14053591,home,PEC Zwolle,Ryan Thomas,Ryan,Thomas,ryan-thomas,R. Thomas,M,30,174.0,138,M,333571,EUR,787881600,M,30,30,False,27.0,21.0,5.0,3.0,0.0,10.0,10.0,11.0,17.0,9.0,5.0,4.0,1.0,,,90.0,52.0,7.6,8.0,0.0176528,,1,,0.18,0.11,0.41,,,2.0,9.0,2.0,1.0,,4.0,5.0,3.0,,0.0349,0.01,2.0,1.0,2.0,4.0,1.0,,True,1.0,2.0,,,,,,,,,
14053591,home,PEC Zwolle,Jamiro Monteiro,Jamiro,Monteiro,monteiro-jamiro,J. Monteiro,M,35,175.0,308,M,815080,EUR,754444800,M,35,35,False,35.0,32.0,4.0,4.0,1.0,13.0,14.0,19.0,21.0,5.0,1.0,9.0,3.0,,,90.0,54.0,8.1,10.0,0.660541,,1,,0.82,0.15,0.23,,,,7.0,2.0,,,,2.0,1.0,2.0,0.0395,-0.14,,1.0,,,2.0,,,3.0,3.0,2.0,2.0,,,,,,,
14053591,home,PEC Zwolle,Shola Shoretire,,,shola-shoretire,S. Shoretire,F,7,170.0,2231,M,966655,EUR,1075680000,F,7,7,False,29.0,20.0,1.0,,0.0,11.0,12.0,9.0,17.0,6.0,,6.0,2.0,,,90.0,48.0,6.6,17.0,0.0529439,,1,,0.06,-0.44,0.21,,,1.0,6.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,0.1437,-0.52,1.0,,,,2.0,,,1.0,2.0,,,,,,,,,
14053591,home,PEC Zwolle,Koen Kostons,Koen,Kostons,koen-kostons,K. Kostons,F,10,185.0,334,M,847073,EUR,937612800,F,10,10,False,25.0,19.0,2.0,,0.0,8.0,9.0,11.0,16.0,8.0,,3.0,3.0,,,90.0,41.0,6.5,11.0,0.0415916,,3,,-0.16,0.11,0.14,,,5.0,5.0,,,1.0,,,,2.0,0.355,-0.52,2.0,,,,,,,3.0,,,,1.0,2.0,0.1329,,,,
