match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
12501540,home,Juventus,Michele Di Gregorio,,,michele-di-gregorio,M. Di Gregorio,G,16,187,8129,M,L'UomoTigre,844609,EUR,869961600,G,29,29,False,20.0,15.0,6.0,1.0,0.0,14.0,15.0,1.0,5.0,7.0,2.0,90.0,25.0,6.9,5.0,0.00076888,0,0.0919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501540,home,Juventus,Alberto Costa,Alberto Baio,,alberto-baio,A. Costa,D,20,185,2748,M,,1160957,EUR,1064793600,D,2,2,False,42.0,39.0,3.0,1.0,0.0,24.0,24.0,15.0,18.0,5.0,,90.0,59.0,7.7,8.0,0.00719799,2,,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,0.0578,,,,,,,,,,,,,,,,,,,,
12501540,home,Juventus,Renato Veiga,,,renato-veiga,R. Veiga,D,12,190,11718,M,renatoveiga95,1087359,EUR,1059436800,D,12,12,False,51.0,48.0,3.0,2.0,0.0,37.0,38.0,11.0,13.0,3.0,,90.0,70.0,7.6,3.0,0.00575932,3,,3.0,6.0,5.0,7.0,,,,9.0,,2.0,1.0,1.0,,,0.1351,1.0,2.0,1.0,1.0,0.0977,,,,,,,,,,,,,,,
12501540,home,Juventus,Lloyd Kelly,,,lloyd-kelly,L. Kelly,D,6,191,3053,M,,865167,EUR,907632000,D,6,6,False,53.0,46.0,5.0,2.0,0.0,31.0,32.0,15.0,24.0,8.0,,90.0,69.0,7.2,12.0,0.00859799,0,,4.0,2.0,5.0,2.0,,,,10.0,,1.0,,,2.0,,,,,,1.0,,3.0,,,,,,,,,,,,,,
12501540,home,Juventus,Andrea Cambiaso,,,cambiaso-andrea,A. Cambiaso,D,27,181,7318,M,andrea_cambiaso,917048,EUR,951004800,D,27,27,False,39.0,33.0,4.0,3.0,0.0,20.0,24.0,15.0,22.0,2.0,,72.0,70.0,7.6,16.0,0.263085,1,,,,2.0,3.0,1.0,1.0,,2.0,,1.0,2.0,2.0,1.0,,0.061,,,1.0,,0.1489,7.0,2.0,2.0,1.0,1.0,,,,,,,,,,
12501540,home,Juventus,Manuel Locatelli,,,manuel-locatelli,M. Locatelli,M,5,185,8228,M,locamanuel73,363860,EUR,884217600,M,5,5,False,84.0,75.0,12.0,7.0,0.0,27.0,28.0,49.0,58.0,5.0,,90.0,93.0,8.3,12.0,0.355444,1,,1.0,,1.0,,,,,,1.0,,,,2.0,,0.0742,,1.0,,,,2.0,1.0,,2.0,5.0,True,,,,,,,,,
12501540,home,Juventus,Weston McKennie,,,weston-mckennie,W. McKennie,M,22,185,7292,M,west.mckennie,881931,EUR,904262400,M,16,16,False,37.0,32.0,,,0.0,13.0,14.0,19.0,23.0,1.0,,81.0,50.0,7.3,8.0,0.0360748,2,,,4.0,3.0,5.0,1.0,,1.0,1.0,,2.0,,,1.0,1.0,0.1831,,1.0,,1.0,,,,1.0,,3.0,,,,,,,,,,
12501540,home,Juventus,Nicolás González,,,nicolas-gonzalez,N. González,M,23,180,17229,M,nicoigonzalez,901325,EUR,891820800,M,11,11,False,34.0,30.0,4.0,2.0,0.0,15.0,15.0,15.0,19.0,2.0,,90.0,58.0,7.6,8.0,0.0278793,3,,1.0,1.0,6.0,4.0,2.0,,,3.0,,2.0,1.0,,2.0,2.0,0.3737,1.0,1.0,2.0,2.0,1.0022,,,,,2.0,,1.0,1.0,1.0,,,,,,
12501540,home,Juventus,Francisco Conceição,,,francisco-conceicao,F. Conceição,F,7,170,19864,M,FConceicao_7,979222,EUR,1039824000,M,7,7,False,33.0,29.0,1.0,,0.0,8.0,10.0,22.0,28.0,8.0,,89.0,59.0,7.9,14.0,0.0946665,4,,,,3.0,9.0,3.0,1.0,1.0,,,,4.0,3.0,3.0,4.0,0.1348,,2.0,1.0,,0.4354,5.0,1.0,1.0,,3.0,,,1.0,,1.0,,,,,
12501540,home,Juventus,Kenan Yıldız,Kenan Yıldız,,yildiz-kenan,K. Yıldız,M,10,187,82614,M,KenanYıldız,1149011,EUR,1115164800,M,10,10,False,48.0,42.0,,,2.0,7.0,8.0,38.0,46.0,4.0,,89.0,76.0,9.0,15.0,0.418687,3,,,,7.0,6.0,6.0,3.0,1.0,1.0,,,1.0,1.0,2.0,2.0,0.0665,2.0,2.0,,1.0,,6.0,3.0,1.0,2.0,6.0,,,,,,,,,,
