match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_shotOffTarget,stat_penaltyConceded,stat_challengeLost,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalCross,stat_accurateCross,stat_totalOffside,player_sofascoreId,stat_goalAssist,stat_punches,stat_bigChanceMissed,stat_bigChanceCreated,stat_penaltyWon
11451121,home,Başakşehir FK,Volkan Babacan,volkan-babacan,V. Babacan,G,1,192,197,M,30143,EUR,587260800,G,1,1,False,True,39.0,19.0,25.0,8.0,14.0,19.0,5.0,20.0,6.0,1.0,1.0,1.0,2.0,90.0,47.0,6.5,20.0,0.0,0.0,0.00114013,0,-0.0262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451121,home,Başakşehir FK,Léo Dubois,leo-dubois,L. Dubois,D,,178,587,M,552680,EUR,779500800,D,15,15,False,,21.0,17.0,6.0,3.0,11.0,11.0,6.0,10.0,4.0,,,,,75.0,45.0,7.1,11.0,0.0505,0.212,0.21099,1,,,,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11451121,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,,36.0,31.0,4.0,3.0,19.0,22.0,12.0,14.0,6.0,,,,,90.0,52.0,7.2,6.0,0.0,0.0,0.0113415,0,,,,3.0,9.0,1.0,1.0,,,3.0,1.0,,,1.0,,1.0,2.0,6.0,1.0,1.0,3.0,,,,,,,,,,,,,,
11451121,home,Başakşehir FK,Ousseynou Ba,ousseynou-ba,O. Ba,D,27,192,385,M,889430,EUR,816048000,D,27,27,False,,48.0,43.0,5.0,2.0,39.0,40.0,4.0,8.0,6.0,,,,,90.0,63.0,6.7,6.0,0.1076,0.0,0.00136564,1,,,,4.0,6.0,,,,,3.0,4.0,2.0,1.0,,2.0,,2.0,2.0,,1.0,4.0,1.0,1.0,,,,,,,,,,,,
11451121,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178,140,M,248529,EUR,687052800,D,6,6,False,,38.0,22.0,8.0,2.0,14.0,22.0,8.0,16.0,5.0,,,,,90.0,59.0,5.9,23.0,0.0,0.0,0.0171815,0,,,,7.0,3.0,1.0,,,,2.0,1.0,1.0,1.0,,4.0,,1.0,2.0,,,,,,2.0,,,,,,,,,,,
11451121,home,Başakşehir FK,Eden Karzev,eden-karzev,E. Karzev,M,36,186,132,M,921169,EUR,955411200,M,90,90,False,,28.0,21.0,4.0,1.0,15.0,17.0,6.0,11.0,8.0,,,,,60.0,41.0,6.8,8.0,0.0557,0.0,0.00412992,2,,,,1.0,5.0,,1.0,,,1.0,3.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,
11451121,home,Başakşehir FK,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176,112,M,96520,EUR,684806400,M,7,7,False,,23.0,15.0,2.0,1.0,8.0,10.0,8.0,15.0,6.0,,,,,90.0,42.0,6.7,13.0,0.0,0.0,0.143449,0,,,,4.0,7.0,,5.0,,,,,,3.0,3.0,,1.0,1.0,1.0,4.0,,1.0,,,2.0,,,2.0,1.0,,,,,,,
11451121,home,Başakşehir FK,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,8,8,False,,14.0,10.0,,,3.0,5.0,8.0,10.0,1.0,,,,,60.0,24.0,6.6,8.0,0.0,0.0,0.0558725,0,,,,1.0,2.0,1.0,,,,,,,3.0,,,3.0,,2.0,,,,,,,,,1.0,1.0,,,,,,,
11451121,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,10,10,False,,17.0,15.0,,,9.0,9.0,6.0,8.0,3.0,,,,,75.0,24.0,5.8,5.0,0.0,0.0,0.00552416,0,,,,9.0,2.0,2.0,,,,1.0,1.0,,1.0,1.0,2.0,,1.0,,,,,,,4.0,,,,,,,,,,,
11451121,home,Başakşehir FK,Emmanuel Dennis,emmanuel-dennis,E. B. Dennis,F,17,174,1396,M,844424,EUR,879552000,M,99,99,False,,14.0,9.0,1.0,1.0,3.0,7.0,6.0,7.0,4.0,,,,,45.0,26.0,6.0,13.0,0.0,0.0,0.0213318,0,,,,10.0,3.0,3.0,3.0,,,,1.0,1.0,3.0,1.0,2.0,,1.0,,1.0,,,,,2.0,,,,,1.0,,,,,,
