match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalOffside,stat_keyPass,stat_totalCross,stat_aerialLost,stat_dispossessed,stat_accurateCross,stat_goals,stat_unsuccessfulTouch,stat_penaltyWon,stat_shotOffTarget,captain,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded,stat_errorLeadToAGoal
11453170,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195.0,19839,M,edou_mendy,845074,EUR,699408000,G,16,16,False,26.0,24.0,6.0,4.0,23.0,24.0,1.0,2.0,2.0,1.0,90.0,29.0,6.7,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453170,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185.0,2314,M,,888949,EUR,911779200,D,3,3,False,45.0,39.0,6.0,3.0,21.0,23.0,18.0,22.0,6.0,,90.0,56.0,6.9,7.0,1,1.0,3.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11453170,home,Al-Ahli,Merih Demiral,,,merih-demiral,M. Demiral,D,28,190.0,4099,M,merihdemiral,806968,EUR,889056000,D,28,28,False,45.0,39.0,4.0,2.0,34.0,37.0,5.0,8.0,5.0,,90.0,52.0,6.8,6.0,1,1.0,,2.0,,,,,,,1.0,,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11453170,home,Al-Ahli,Abdulbaset Hindi,,,abdulbaset-hindi,A. Hindi,D,37,181.0,80,M,,949218,EUR,854841600,D,37,37,False,70.0,55.0,12.0,5.0,43.0,50.0,12.0,20.0,2.0,,90.0,74.0,6.8,15.0,0,3.0,1.0,6.0,,,,,2.0,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
11453170,home,Al-Ahli,Abdullah Al-Amar,,,abdullah-al-amar,A. Al-Amar,D,,177.0,110,M,,817911,EUR,762480000,D,15,15,False,24.0,20.0,,,10.0,12.0,10.0,13.0,4.0,,90.0,45.0,6.7,7.0,0,3.0,9.0,8.0,2.0,,,,5.0,5.0,,3.0,,1.0,2.0,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,
11453170,home,Al-Ahli,Ziyad Aljohani,Ziyad Aljohani,,ziyad-aljohani,Z. Aljohani,M,30,180.0,354,M,,1048372,EUR,1005436800,M,30,30,False,34.0,31.0,4.0,2.0,25.0,25.0,7.0,10.0,5.0,,73.0,51.0,7.5,6.0,1,,7.0,7.0,2.0,3.0,1.0,1.0,4.0,3.0,2.0,2.0,,2.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
11453170,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183.0,43381,M,franckkessie,359226,EUR,850953600,M,79,79,False,41.0,36.0,4.0,3.0,28.0,29.0,8.0,12.0,10.0,,89.0,51.0,7.3,9.0,0,,3.0,5.0,1.0,1.0,,,2.0,2.0,3.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,
11453170,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179.0,70718,M,RMahrez,158213,EUR,667094400,M,7,7,False,18.0,16.0,1.0,1.0,9.0,9.0,7.0,9.0,3.0,,80.0,34.0,7.3,7.0,2,,4.0,4.0,1.0,2.0,1.0,1.0,3.0,3.0,,1.0,,,,2.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,
11453170,home,Al-Ahli,Roberto Firmino,,,roberto-firmino,R. Firmino,M,9,181.0,30860,M,BobbyFirmino,143697,EUR,686361600,M,10,10,False,24.0,17.0,2.0,1.0,7.0,10.0,10.0,14.0,6.0,,79.0,34.0,8.7,8.0,1,1.0,6.0,8.0,4.0,,,1.0,6.0,6.0,1.0,1.0,,,,1.0,2.0,,,1.0,,1.0,,,,True,1.0,2.0,,,,,,
11453170,home,Al-Ahli,Allan Saint-Maximin,,,allan-saint-maximin,A. Saint-Maximin,F,9,173.0,12636,M,st_maximin,347010,EUR,858124800,M,97,97,False,15.0,8.0,1.0,1.0,5.0,5.0,3.0,11.0,3.0,,80.0,39.0,8.0,13.0,0,,5.0,10.0,1.0,10.0,8.0,,2.0,1.0,,,,,,,3.0,1.0,,2.0,,,1.0,,,,1.0,2.0,,,,,,
