match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_errorLeadToAShot,stat_expectedGoals,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_fouls,player_lastName,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_wonTackle,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalCross,stat_totalOffside,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,player_sofascoreId,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork
14773682,home,Al-Najma SC,Victor Braga,victor-braga,V. Braga,G,1,193.0,79,M,805020,EUR,698284800.0,G,1,1,False,34.0,18.0,22.0,6.0,0.0,15.0,17.0,3.0,17.0,1.0,1.0,1.0,1.0,2.0,11.0,1.0,3.0,4.0,1.0,1.0,90.0,47.0,7.1,16.0,0.00030721,27.099596075615,6.0,-5.565,2.94,0.4968,0,0.5156,0.05,-0.06,-0.06,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773682,home,Al-Najma SC,Khalid Al-Shammari,khalid-al-shammari,K. Al-Shammari,D,6,181.0,12,,1914895,EUR,947116800.0,D,6,6,False,37.0,32.0,5.0,3.0,0.0,18.0,21.0,14.0,16.0,,3.0,1.0,5.0,2.0,3.0,,,,,,87.0,44.0,6.5,5.0,0.00766229,54.068624158164,10.0,11.235,9.765,,1,,0.21,0.1,-0.48,,Khalid Al-Shammari,1.0,1.0,2.0,1.0,0.0089,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,
14773682,home,Al-Najma SC,Nasser Al Haleel,nasser-al-haleel,N. A. Haleel,D,4,170.0,17,M,1549093,EUR,949795200.0,D,4,4,False,32.0,29.0,4.0,2.0,0.0,23.0,24.0,6.0,8.0,1.0,1.0,2.0,6.0,8.0,1.0,2.0,,,,,90.0,49.0,6.1,4.0,0.00134511,90.849307616464,13.0,56.91,12.915,,0,,0.01,0.02,-0.57,,Nasser Al Haleel,,,2.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14773682,home,Al-Najma SC,Samir Caetano,samir-caetano,S. Caetano,D,3,188.0,361,M,331405,EUR,786585600.0,D,3,3,False,41.0,38.0,7.0,4.0,0.0,33.0,33.0,5.0,8.0,1.0,2.0,3.0,4.0,5.0,8.0,1.0,,,,,90.0,55.0,7.1,5.0,0.00258792,86.406507203515,14.0,34.545,13.545,,1,,0.0,0.06,-0.13,,,,,1.0,,0.1195,0.32,,,,,1.0,1.0,,True,1.0,1.0,1.0,1.0,1.0,0.9126,13.776693398635,1.0,,,,,,,,,
14773682,home,Al-Najma SC,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176.0,23,M,1127819,EUR,823132800.0,M,24,24,False,25.0,19.0,4.0,1.0,0.0,6.0,9.0,13.0,16.0,2.0,2.0,4.0,7.0,2.0,5.0,1.0,,,,,90.0,56.0,6.8,17.0,0.0146137,185.34899260928,18.0,134.925,26.565,,0,,-0.08,0.19,-0.03,,Abdullah Al-Hawsawi,,,3.0,,,,2.0,1.0,,,2.0,,,,1.0,,,,2.0,,60.748290317456,3.0,5.0,,,,,,,,
14773682,home,Al-Najma SC,Deybi Flores,deybi-flores,D. Flores,M,,179.0,432,M,791600,EUR,834883200.0,M,20,20,False,57.0,45.0,10.0,5.0,0.0,21.0,24.0,24.0,33.0,,4.0,6.0,5.0,,7.0,,,,,,90.0,68.0,6.5,18.0,0.025376,126.47584317087,21.0,27.72,10.5,,0,,0.25,0.11,-0.3,,,2.0,,,1.0,,,1.0,1.0,1.0,,3.0,2.0,,,2.0,,,,,,,,,1.0,,,,,,,
14773682,home,Al-Najma SC,David Tijanič,david-tijanic,D. Tijanič,F,43,174.0,389,M,827369,EUR,869011200.0,M,43,43,False,56.0,54.0,1.0,1.0,1.0,28.0,29.0,26.0,27.0,,,2.0,3.0,,2.0,1.0,,,,,81.0,63.0,7.2,4.0,0.33994,191.7944530907,25.0,47.775,14.91,,0,,0.41,0.15,-0.18,,,1.0,,,,,,2.0,2.0,1.0,,1.0,,,,1.0,,,,,,16.195711654633,1.0,1.0,,1.0,1.0,2.0,,,,
14773682,home,Al-Najma SC,Vitor Vargas,vitor-vargas,V. Vargas,D,2,182.0,49,M,1473258,EUR,1078704000.0,M,2,2,False,40.0,34.0,2.0,1.0,0.0,16.0,17.0,18.0,23.0,,1.0,4.0,7.0,,4.0,,,,,,90.0,69.0,6.8,13.0,0.00843436,151.93527343239,19.0,87.045,18.06,,1,,-0.07,0.19,-0.1,,,1.0,1.0,2.0,,0.0187,-0.09,6.0,4.0,2.0,,1.0,,,,1.0,,,,2.0,,13.755364917006,1.0,2.0,,,,1.0,,,,
14773682,home,Al-Najma SC,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172.0,465,M,769163,EUR,904348800.0,F,98,98,False,24.0,24.0,1.0,1.0,0.0,8.0,8.0,16.0,16.0,4.0,,11.0,3.0,,2.0,2.0,,,,,90.0,38.0,6.2,7.0,0.0250907,174.63119582615,16.0,-2.205,14.49,,1,,-0.06,0.29,0.13,,,,,,,0.0374,-0.26,3.0,1.0,,,1.0,3.0,,,2.0,1.0,,,,0.143,52.924138494522,3.0,2.0,2.0,,,,,,,
14773682,home,Al-Najma SC,Lázaro,lazaro,Lázaro,F,7,181.0,1899,M,1002556,EUR,1015891200.0,F,7,7,False,36.0,30.0,4.0,4.0,0.0,6.0,7.0,24.0,29.0,7.0,3.0,11.0,6.0,1.0,3.0,3.0,,,,,90.0,53.0,7.8,12.0,0.0854963,130.20990444376,14.0,24.36,21.0,,4,,0.37,-0.53,0.18,,,,2.0,,,0.6491,0.47,3.0,,1.0,,2.0,,,,1.0,2.0,1.0,,,0.9737,21.035640613017,1.0,,,,,3.0,,,,
