match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialLost,stat_bigChanceCreated,stat_outfielderBlock,stat_wasFouled,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_interceptionWon,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_totalCross,stat_goals,player_firstName,stat_accurateCross,stat_errorLeadToAGoal,stat_totalOffside,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,player_lastName
14083729,home,Real Madrid,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,KMbappé,826643,EUR,914112000,F,10,10,False,11.0,10.0,,,0.0,3.0,3.0,7.0,8.0,,,,,,,,,89.0,21.0,7.3,4.0,0.469046,,5,,0.16,0.78,-0.05,,,1.0,,,,1.0,,,1.0,,1.4931,4.0,0.1,,,,,1.0,3.0,,,,1.3766,1.0,1.0,1.0,1.0,,,,4.0,1.0,,,,,,
14083729,home,Real Madrid,Brahim Díaz,brahim-diaz,B. Díaz,M,21,170,258553,M,Brahim,835485,EUR,933638400,M,21,21,True,7.0,5.0,,,0.0,,1.0,5.0,6.0,,1.0,,2.0,,,,,24.0,13.0,6.4,5.0,0.00319468,,0,,-0.09,0.07,-0.02,,,4.0,,1.0,1.0,,,,2.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
14083729,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,True,2.0,2.0,,,0.0,2.0,2.0,,,,1.0,1.0,,,,,,18.0,6.0,6.8,1.0,0.00022975,,0,,-0.03,0.0,0.14,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083729,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,F,11,11,True,5.0,3.0,2.0,,0.0,1.0,2.0,2.0,3.0,,1.0,,2.0,,,,,18.0,13.0,6.5,5.0,0.00033714,,2,,-0.04,0.27,0.13,,,1.0,,1.0,1.0,,,,2.0,1.0,0.1234,,-0.15,,,,,,2.0,,,,0.352,,,1.0,,,,,,,,,,,,
14083729,home,Real Madrid,Dani Ceballos,dani-ceballos,D. Ceballos,M,19,179,67396,M,Danifuli10,547838,EUR,839376000,M,19,19,True,2.0,2.0,,,0.0,,,2.0,2.0,,,1.0,,,,,,10.0,7.0,6.3,4.0,0.00258427,,0,,0.03,-0.29,0.0,,,4.0,,3.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14083729,home,Real Madrid,Gonzalo García,gonzalo-garcia,G. García,F,16,182,100643,M,,1402716,EUR,1080086400,F,16,16,True,4.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,,,,,,,11.0,4.0,6.6,1.0,0.00057042,,0,,0.04,-0.1,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gonzalo García,,,,,,,,,,
14083729,home,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,ALunin,857574,EUR,918691200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083729,home,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,FerMendy,792073,EUR,802569600,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083729,home,Real Madrid,Raúl Asencio,raul-asencio,R. Asencio,D,17,184,117937,M,asencio,1156645,EUR,1045094400,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083729,home,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,frangarci11,851271,EUR,934588800,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083729,home,Real Madrid,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083729,home,Real Madrid,Franco Mastantuono,franco-mastantuono,F. Mastantuono,M,30,177,178430,M,franco.mastantuono,1403559,EUR,1187049600,F,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083729,home,Real Madrid,Endrick,endrick,Endrick,F,9,173,411797,M,Endrick,1174937,EUR,1153440000,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083729,away,Barcelona,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196,95111,M,wojciech.szczesny1,50490,EUR,640396800,G,25,25,False,32.0,29.0,6.0,3.0,0.0,29.0,31.0,,1.0,,,3.0,8.0,,6.0,9.0,2.0,90.0,50.0,9.6,3.0,9.008e-05,1.9087,0,2.3376,0.06,-0.02,-0.08,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,,
14083729,away,Barcelona,Jules Koundé,jules-kounde,J. Koundé,D,23,180,147044,M,JKoundé,827212,EUR,910828800,D,23,23,False,63.0,58.0,2.0,1.0,0.0,27.0,27.0,31.0,36.0,2.0,7.0,,1.0,,,,,90.0,82.0,5.8,9.0,0.0199606,,1,,-0.14,0.22,-0.53,,,8.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,,0.1049,1.0,-0.33,3.0,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,
14083729,away,Barcelona,Pau Cubarsí,pau-cubarsi,P. Cubarsí,D,5,184,156448,M,PauCubarsí,1402913,EUR,1169424000,D,5,5,False,64.0,60.0,2.0,,0.0,42.0,45.0,18.0,19.0,,,1.0,3.0,,,,,83.0,68.0,6.3,4.0,0.00491102,,1,,0.03,0.13,-0.25,,,,,,,1.0,,,,,0.0112,1.0,-0.06,,,2.0,,,,,,,,,,,,Pau Cubarsí,,,,,,,,,,
14083729,away,Barcelona,Eric García,eric-garcia,E. García,D,24,182,56393,M,ericgm3,876214,EUR,978998400,D,24,24,False,64.0,61.0,5.0,2.0,0.0,34.0,36.0,27.0,28.0,,2.0,1.0,2.0,,,,,74.0,75.0,6.5,5.0,0.0680744,,1,,0.3,0.23,-0.38,,,2.0,,,,,1.0,1.0,1.0,2.0,0.0245,1.0,-0.11,1.0,,1.0,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,1.0,
14083729,away,Barcelona,Alejandro Balde,alejandro-balde,A. Balde,D,3,175,128076,M,AlejandroBalde,997035,EUR,1066435200,D,3,3,False,58.0,49.0,1.0,1.0,0.0,20.0,29.0,29.0,29.0,2.0,4.0,1.0,4.0,,,,,89.0,75.0,6.3,13.0,0.0545813,,0,,-0.03,0.06,-0.31,,,3.0,,1.0,,,2.0,2.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,
14083729,away,Barcelona,Frenkie de Jong,frenkie-de-jong,F. de Jong,M,21,180,192664,M,Frenkie,795222,EUR,863395200,M,21,21,False,98.0,93.0,2.0,2.0,0.0,28.0,30.0,65.0,68.0,,8.0,1.0,6.0,,,,,90.0,117.0,6.9,10.0,0.0665421,,0,,-0.05,0.33,-0.19,,True,6.0,2.0,1.0,,,6.0,1.0,1.0,,,1.0,,,,,2.0,,,,3.0,,,3.0,,,,,,,,,,,,,,
14083729,away,Barcelona,Pedri,pedri,Pedri,M,8,174,636700,M,Pedri,992587,EUR,1038182400,M,8,8,False,73.0,68.0,2.0,2.0,0.0,21.0,22.0,47.0,51.0,1.0,12.0,1.0,2.0,,,,,90.0,101.0,6.7,11.0,0.0962999,,0,,-0.13,0.37,-0.43,,,11.0,6.0,2.0,1.0,,7.0,3.0,4.0,4.0,,3.0,,,,,3.0,,,,1.0,,,,,1.0,,,,,,,,,,,,
14083729,away,Barcelona,Lamine Yamal,lamine-yamal,L. Yamal,M,10,180,1693852,M,Lamiyamal,1402912,EUR,1184284800,M,10,10,False,55.0,44.0,3.0,1.0,0.0,12.0,16.0,32.0,39.0,,6.0,,6.0,,,,,90.0,79.0,6.8,22.0,0.367017,,2,,0.3,0.26,-0.1,,,6.0,,8.0,4.0,2.0,1.0,1.0,3.0,,0.0312,2.0,-0.22,,1.0,,1.0,,,,,,,2.0,,1.0,,,,,,,,,,,,
14083729,away,Barcelona,Fermín López,fermin-lopez,F. López,M,16,176,179218,M,FermínLópez,1153270,EUR,1052611200,M,16,16,False,32.0,26.0,,,0.0,8.0,9.0,18.0,23.0,1.0,2.0,1.0,2.0,,,,,90.0,47.0,7.2,12.0,0.0253311,,4,,-0.04,0.31,-0.07,,,4.0,,1.0,,,,,1.0,,0.5929,,0.44,,,,1.0,,4.0,,,,0.4113,3.0,,,1.0,Fermín López,,,,,,,,,,
14083729,away,Barcelona,Marcus Rashford,marcus-rashford,M. Rashford,M,14,185,357139,M,Rashford,814590,EUR,878256000,M,14,14,False,39.0,32.0,1.0,,1.0,10.0,10.0,22.0,29.0,,3.0,1.0,4.0,,,,,90.0,62.0,6.8,18.0,0.613465,,2,,0.34,0.22,-0.03,,,7.0,,5.0,2.0,,,,3.0,,0.0615,4.0,-0.24,1.0,1.0,1.0,1.0,,,,,,,3.0,2.0,4.0,,,2.0,,1.0,,,,,,,
14083729,away,Barcelona,Ferran Torres,ferran-torres,F. Torres,F,7,185,144391,M,FerranTorres,855833,EUR,951782400,F,7,7,False,15.0,13.0,,,0.0,7.0,7.0,6.0,8.0,,,,1.0,,,,,74.0,26.0,6.0,7.0,0.0235536,,2,,-0.2,-0.63,-0.02,,,3.0,,1.0,,,,,3.0,2.0,0.1325,1.0,-0.1,,,,,,2.0,,,,0.2266,,,,,,,,,,,,,,,
14083729,away,Barcelona,Ronald Araújo,ronald-araujo,R. Araújo,D,4,191,137257,M,RAraújo,925097,EUR,920764800,D,4,4,True,13.0,12.0,1.0,,0.0,4.0,4.0,8.0,9.0,,,2.0,1.0,,,,,16.0,19.0,7.0,2.0,0.00132061,,1,,0.02,0.24,0.54,,,,,,,1.0,,,1.0,,0.0161,,-0.04,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14083729,away,Barcelona,Marc Casadó,marc-casado,M. Casadó,M,17,172,64339,M,marccasado,1000483,EUR,1063497600,M,17,17,True,28.0,26.0,2.0,1.0,0.0,13.0,13.0,13.0,15.0,,1.0,,,,,,,16.0,32.0,6.6,3.0,0.0110782,,1,,-0.08,0.05,-0.04,,,1.0,1.0,,,,,,1.0,,0.0567,,-0.04,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
14083729,away,Barcelona,Roony Bardghji,roony-bardghji,R. Bardghji,F,19,173,97322,M,,1162107,EUR,1132012800,F,28,28,True,5.0,3.0,,,0.0,3.0,3.0,,2.0,,1.0,,,,,,,18.0,10.0,6.4,4.0,8.826e-05,,0,,-0.02,0.02,-0.11,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,
14083729,away,Barcelona,Gerard Martín,gerard-martin,G. Martín,D,18,186,43738,M,gerardmaartin,1094827,EUR,1014681600,D,18,18,True,1.0,,1.0,,0.0,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,Gerard,,,,,,,,,,
14083729,away,Barcelona,Eder Aller,eder-aller,E. Aller,G,33,194,4862,M,,1929977,EUR,1175644800,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083729,away,Barcelona,Diego Kochen,kochen-diego,D. Kochen,G,31,188,12521,M,,1402907,EUR,1142726400,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Diego Kochen,,,,,,,,,,
14083729,away,Barcelona,Xavi Espart,xavi-espart,X. Espart,D,42,175,4705,M,,1546073,EUR,1179705600,D,42,42,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083729,away,Barcelona,Jofre Torrents ,jofre-torrents,J. Torrents ,D,26,187,11076,M,,1587196,EUR,1169942400,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083729,away,Barcelona,Toni Fernández,toni-fernandez,T. Fernández,M,29,175,28254,M,toni.fernandez10,1590761,EUR,1216080000,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083729,away,Barcelona,Dro Fernández,pedro-fernandez,D. Fernández,M,27,182,75264,M,,1926085,EUR,1200096000,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro,,,,,,,,,,Fernández Sarmiento
14083729,away,Barcelona,Marc Bernal,marc-bernal,M. Bernal,M,22,191,55696,M,marc_bernal,1526618,EUR,1180137600,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
