match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalOffside,stat_keyPass,stat_wasFouled,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross
10388258,home,Bayer 04 Leverkusen,Lukáš Hrádecký,lukas-hradecky,L. Hrádecký,G,1,190,2547,M,15219,EUR,627868800,G,1,1,False,True,27.0,15.0,14.0,2.0,14.0,16.0,1.0,11.0,10.0,2.0,1.0,1.0,90.0,38.0,6.5,12.0,0.0,0.0,0.00011692,0,-0.0855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388258,home,Bayer 04 Leverkusen,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9920,M,973437,EUR,978566400,D,6,6,False,,41.0,32.0,4.0,2.0,22.0,27.0,10.0,14.0,5.0,,,,90.0,55.0,6.8,10.0,0.0,0.0,0.0106164,0,,odilonkossounou,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
10388258,home,Bayer 04 Leverkusen,Jonathan Tah,jonathan-tah,J. Tah,D,4,194,9454,M,227672,EUR,823996800,D,4,4,False,,52.0,43.0,10.0,4.0,33.0,38.0,10.0,14.0,7.0,,,,90.0,65.0,6.7,10.0,0.0342,0.0,0.00533906,0,,jonatah,2.0,6.0,2.0,,4.0,,5.0,,,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
10388258,home,Bayer 04 Leverkusen,Edmond Tapsoba,edmond-tapsoba,E. Tapsoba,D,12,193,33838,M,883262,EUR,917913600,D,12,12,False,,55.0,50.0,5.0,2.0,36.0,37.0,14.0,18.0,3.0,,,,90.0,69.0,6.9,6.0,0.0,0.0,0.00434733,0,,edmondtapsoba,2.0,1.0,6.0,1.0,2.0,,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,
10388258,home,Bayer 04 Leverkusen,Jeremie Frimpong,jeremie-frimpong,J. Frimpong,M,30,171,32709,M,970361,EUR,976406400,M,30,30,False,,16.0,13.0,1.0,1.0,5.0,6.0,8.0,10.0,3.0,,,,70.0,30.0,6.8,7.0,0.1651,0.0,0.064341,1,,jeremie_frimpong,,5.0,4.0,1.0,1.0,1.0,,2.0,1.0,1.0,3.0,2.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,
10388258,home,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189,3316,M,168903,EUR,780192000,M,8,8,False,,40.0,32.0,4.0,1.0,20.0,23.0,12.0,17.0,6.0,,,,90.0,55.0,7.2,9.0,0.0342,0.0,0.00818828,1,,,1.0,2.0,5.0,,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,
10388258,home,Bayer 04 Leverkusen,Exequiel Palacios,exequiel-palacios,E. Palacios,M,25,177,12684,M,822600,EUR,907545600,M,25,25,False,,56.0,48.0,4.0,3.0,27.0,29.0,21.0,27.0,7.0,,,,90.0,69.0,7.3,9.0,0.0611,0.0,0.128243,1,,exepalaciosok,,4.0,7.0,1.0,1.0,,,5.0,2.0,1.0,,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,
10388258,home,Bayer 04 Leverkusen,Piero Hincapié,piero-hincapie,P. Hincapié,D,5,184,31047,M,1002837,EUR,1010534400,M,3,3,False,,43.0,35.0,3.0,,21.0,23.0,14.0,20.0,3.0,,,,88.0,62.0,7.1,9.0,0.0,0.0,0.0159258,0,,pierohincapie,,3.0,7.0,,5.0,1.0,,4.0,3.0,1.0,,,1.0,2.0,1.0,,,,2.0,,,,,,,,,
10388258,home,Bayer 04 Leverkusen,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,148971,M,1019322,EUR,1051920000,F,27,27,False,,26.0,19.0,,,7.0,9.0,12.0,20.0,5.0,,,,79.0,46.0,8.4,17.0,0.0767,0.1689,0.230799,1,,FWirtz,,5.0,7.0,2.0,,,,1.0,1.0,1.0,,4.0,1.0,5.0,4.0,,,5.0,2.0,,,,2.0,3.0,2.0,1.0,,
10388258,home,Bayer 04 Leverkusen,Amine Adli,amine-adli,A. Adli,F,21,174,17615,M,991478,EUR,957916800,F,21,21,False,,20.0,19.0,1.0,1.0,9.0,10.0,10.0,11.0,6.0,,,,70.0,38.0,8.3,4.0,0.964,1.1849,0.0972576,6,,amine_ad10,,1.0,7.0,,,,,1.0,,,,2.0,1.0,3.0,3.0,1.0,,,3.0,1.0,,,,1.0,,4.0,1.0,
10388258,home,Bayer 04 Leverkusen,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170,7561,M,855817,EUR,931305600,F,19,19,False,,37.0,28.0,3.0,2.0,9.0,10.0,19.0,29.0,4.0,,,,90.0,52.0,8.1,16.0,0.4882,0.5879,0.44437,3,,moussadiaby,,1.0,4.0,,,,,,,,,1.0,,4.0,3.0,,,4.0,1.0,,,,,2.0,,3.0,1.0,
10388258,home,Bayer 04 Leverkusen,Sardar Azmoun,sardar-azmoun,S. Azmoun,F,20,186,7715,M,150998,EUR,788918400,F,9,9,True,,6.0,4.0,,,2.0,3.0,2.0,3.0,1.0,,,,20.0,11.0,7.1,4.0,0.3052,0.5216,0.00075533,1,,sardarazmoun,1.0,4.0,2.0,,,,,,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,1.0,1.0,
10388258,home,Bayer 04 Leverkusen,Mitchel Bakker,mitchel-bakker,M. Bakker,D,5,185,1235,M,856638,EUR,961459200,D,5,5,True,,7.0,3.0,,,1.0,3.0,2.0,4.0,2.0,,,,20.0,12.0,6.4,4.0,0.0,0.0,0.0005807,0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
10388258,home,Bayer 04 Leverkusen,Daley Sinkgraven,daley-sinkgraven,D. Sinkgraven,D,24,179,225,M,377206,EUR,804816000,D,22,22,True,,9.0,6.0,2.0,1.0,1.0,1.0,5.0,8.0,2.0,,,,11.0,12.0,7.0,5.0,0.0,0.0,0.0027561,0,,,1.0,2.0,2.0,,,,,1.0,,,1.0,1.0,,1.0,,,,1.0,,,,,1.0,,1.0,,,
10388258,home,Bayer 04 Leverkusen,Timothy Fosu-Mensah,timothy-fosu-mensah,T. Fosu-Mensah,D,,186,928,M,795260,EUR,883699200,D,24,24,True,,1.0,,1.0,,,1.0,,,,,,,8.0,1.0,6.5,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388258,home,Bayer 04 Leverkusen,Patrick Pentz,patrick-pentz,P. Pentz,G,1,182,523,M,788319,EUR,852163200,G,28,28,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388258,home,Bayer 04 Leverkusen,Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,177,9217,M,867442,EUR,973555200,M,17,17,True,,,,,,,,,,,,,,,,,,,0.0,,0,,Calteck10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388258,home,Bayer 04 Leverkusen,Karim Bellarabi,karim-bellarabi,K. Bellarabi,M,,183,153,,108574,EUR,639532800,F,38,38,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388258,home,Bayer 04 Leverkusen,Ayman Azhil,ayman-azhil,A. Azhil,M,46,170,975,M,990210,EUR,986860800,M,32,32,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388258,home,Bayer 04 Leverkusen,Noah Mbamba,noah-mbamba,N. Mbamba,M,17,187,1002,M,1100321,EUR,1104883200,M,18,18,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388258,away,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,,24.0,17.0,9.0,3.0,15.0,18.0,2.0,6.0,8.0,,4.0,6.0,90.0,35.0,7.1,7.0,0.0,0.0,0.00132332,0,-0.5367,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
10388258,away,Eintracht Frankfurt,Kristijan Jakić,kristijan-jakic,K. Jakić,M,17,181,2258,M,796206,EUR,863568000,D,6,6,False,,91.0,83.0,11.0,7.0,56.0,58.0,28.0,34.0,11.0,,,,90.0,102.0,6.5,9.0,0.0,0.0,0.0788933,0,,,2.0,4.0,5.0,1.0,,,2.0,2.0,2.0,,2.0,,2.0,,,,,1.0,1.0,,,,,1.0,,,,1.0
10388258,away,Eintracht Frankfurt,Makoto Hasebe,makoto-hasebe,M. Hasebe,D,,180,533,M,24397,EUR,443232000,D,20,20,False,,80.0,73.0,10.0,5.0,55.0,56.0,18.0,24.0,6.0,,,,64.0,83.0,6.1,7.0,0.0,0.0,0.00671507,0,,,,4.0,2.0,,,,,,,,2.0,,2.0,,,,,,2.0,,,,,,,,,
10388258,away,Eintracht Frankfurt,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9201,M,848287,EUR,935107200,D,2,2,False,,81.0,73.0,6.0,4.0,46.0,49.0,27.0,32.0,7.0,,,,90.0,86.0,6.2,8.0,0.0,0.0,0.0241148,0,,evanndicka,1.0,2.0,1.0,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
10388258,away,Eintracht Frankfurt,Aurélio Buta,aurelio-buta,A. Buta,D,17,169,495,M,357752,EUR,855532800,M,24,24,False,,16.0,11.0,2.0,1.0,8.0,10.0,4.0,8.0,1.0,,,,45.0,22.0,6.5,6.0,0.1697,0.0,0.173852,1,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,2.0,,,,1.0
10388258,away,Eintracht Frankfurt,Sebastian Rode,sebastian-rode,S. Rode,M,,179,171,M,35194,EUR,655603200,M,17,17,False,True,40.0,32.0,4.0,3.0,14.0,18.0,18.0,22.0,5.0,,,,64.0,47.0,6.7,9.0,0.0,0.0,0.0380478,0,,,,4.0,3.0,,,,1.0,1.0,1.0,,3.0,,,3.0,2.0,,,,,,,,,,,,,
10388258,away,Eintracht Frankfurt,Djibril Sow,djibril-sow,D. Sow,M,20,184,1940,M,799054,EUR,855187200,M,8,8,False,,56.0,47.0,2.0,1.0,25.0,26.0,22.0,30.0,7.0,,,,90.0,65.0,7.1,10.0,0.1114,0.8398,0.0187045,2,,,,4.0,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,1.0,
10388258,away,Eintracht Frankfurt,Philipp Max,philipp-max,P. Max,D,,178,608,M,142672,EUR,749347200,M,32,32,False,,27.0,22.0,2.0,1.0,13.0,16.0,11.0,18.0,1.0,,,,90.0,55.0,7.2,13.0,0.2776,0.0747,0.151769,2,,,1.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,3.0,2.0,1.0,,,,,2.0,,1.0,,,1.0,7.0,1.0,1.0,,2.0
10388258,away,Eintracht Frankfurt,Rafael Borré,rafael-borre,R. Borré,F,19,174,5880,M,560116,EUR,811123200,F,19,19,False,,10.0,6.0,1.0,,2.0,2.0,4.0,8.0,3.0,,,,56.0,22.0,6.4,11.0,0.0,0.0,0.0167575,0,,rafaelsantosborre,1.0,4.0,3.0,1.0,1.0,1.0,,2.0,,1.0,1.0,6.0,1.0,,,,,,,,,,,,,,,
10388258,away,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,F,27,27,False,,39.0,33.0,1.0,,16.0,16.0,19.0,29.0,3.0,,,,82.0,61.0,6.4,19.0,0.0,0.0,0.582261,0,,MarioGotze,,8.0,4.0,5.0,,,,,,2.0,,3.0,2.0,3.0,2.0,,,1.0,2.0,,,,,6.0,,,,2.0
10388258,away,Eintracht Frankfurt,Randal Kolo Muani,randal-kolo-muani,R. K. Muani,F,39,187,23574,M,871706,EUR,912816000,F,9,9,False,,15.0,11.0,,,1.0,1.0,10.0,14.0,2.0,,,,90.0,32.0,6.2,14.0,0.0152,0.0,0.147949,1,,RKM,,8.0,4.0,4.0,,,,1.0,,1.0,,3.0,,4.0,1.0,,,1.0,2.0,1.0,,,,,,,,
10388258,away,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,F,36,36,True,,14.0,10.0,,,3.0,4.0,8.0,13.0,3.0,,,,45.0,31.0,6.5,9.0,0.0,0.0,0.00657477,0,,,,3.0,2.0,,,,2.0,1.0,1.0,,,,1.0,2.0,,,,,1.0,,,,,3.0,,,,1.0
