match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_clearanceOffLine,stat_outfielderBlock,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_shotOffTarget,stat_unsuccessfulTouch,stat_goalAssist,stat_aerialLost,stat_dispossessed,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot
10385450,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,31.0,16.0,29.0,14.0,2.0,2.0,14.0,29.0,1.0,7.0,1.0,2.0,1.0,2.0,90.0,38.0,7.2,15.0,0.0,0.0,0.0053105,0,0.1396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385450,home,Everton,Séamus Coleman,seamus-coleman,S. Coleman,D,23,177,893,M,,76632,EUR,592531200,D,23,23,False,18.0,14.0,4.0,3.0,8.0,8.0,7.0,11.0,2.0,2.0,,,,,90.0,39.0,7.6,7.0,0.0,0.0,0.0335421,0,,True,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10385450,home,Everton,Conor Coady,conor-coady,C. Coady,D,15,184,629,M,,98449,EUR,730598400,D,30,30,False,25.0,14.0,6.0,,10.0,13.0,4.0,12.0,2.0,2.0,,,,,90.0,32.0,7.0,13.0,0.0,0.0,0.0007221,0,,,,,1.0,,,1.0,,1.0,1.0,,,,1.0,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,
10385450,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,2,2,False,19.0,16.0,3.0,1.0,8.0,9.0,8.0,10.0,4.0,4.0,1.0,,,,90.0,31.0,7.9,3.0,0.372,0.1479,0.0141862,2,,,,,,,,5.0,2.0,,,,,,3.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10385450,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,17.0,11.0,1.0,,6.0,9.0,5.0,8.0,4.0,3.0,,,,,90.0,42.0,6.6,12.0,0.0139,0.0,0.00472166,1,,,,,1.0,,,5.0,1.0,4.0,2.0,,,,,8.0,4.0,,1.0,3.0,,,,1.0,2.0,,,,,,
10385450,home,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,False,13.0,9.0,1.0,,5.0,6.0,8.0,18.0,3.0,6.0,,,,,90.0,38.0,7.5,17.0,0.0489,0.0,0.35653,1,,,11.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,Dwight,McNeil,,6.0,2.0,,,,,1.0,,,3.0,1.0,1.0,1.0,,,
10385450,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,M,16,16,False,27.0,20.0,1.0,,5.0,6.0,15.0,22.0,2.0,9.0,1.0,,,,90.0,40.0,6.5,12.0,0.2403,0.0,0.0103294,1,,,1.0,,1.0,,,,2.0,1.0,1.0,1.0,,,,5.0,1.0,,1.0,,,,,1.0,1.0,,2.0,1.0,1.0,1.0,
10385450,home,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,25.0,25.0,1.0,1.0,14.0,14.0,11.0,11.0,5.0,10.0,2.0,,,,90.0,35.0,6.7,3.0,0.0,0.0,0.0122779,0,,,,,1.0,,,,1.0,2.0,1.0,,,,1.0,6.0,1.0,,,2.0,,,,,1.0,,1.0,1.0,,,
10385450,home,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,8,8,False,30.0,24.0,3.0,2.0,12.0,14.0,12.0,16.0,8.0,8.0,1.0,,,,90.0,47.0,7.7,10.0,0.0151,0.3998,0.390121,1,,,,,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,,,2.0,6.0,1.0,,1.0,2.0,1.0,,,,2.0,,2.0,,,,
10385450,home,Everton,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183,8263,M,alexanderiwobi,352770,EUR,831081600,M,17,17,False,26.0,16.0,7.0,4.0,5.0,8.0,15.0,27.0,5.0,2.0,,,,,90.0,44.0,7.6,16.0,0.0523,0.0,0.360577,1,,,9.0,4.0,3.0,2.0,,1.0,,2.0,2.0,3.0,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,
