match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,captain,stat_wasFouled,player_firstName,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_shotOffTarget,stat_errorLeadToAGoal,stat_totalOffside,stat_expectedGoals,player_lastName,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_punches,stat_lastManTackle,stat_errorLeadToAShot
12764468,home,Shakhtar Donetsk,Dmytro Riznyk,dmytro-riznyk,D. Riznyk,G,31,191.0,514,M,941669,EUR,917654400,G,31,31,False,27.0,20.0,13.0,6.0,0.0,16.0,19.0,4.0,8.0,6.0,1.0,1.0,90.0,32.0,6.5,8.0,0.00212586,0,-0.8783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764468,home,Shakhtar Donetsk,Yukhym Konoplia,konoplia-yukhym,Y. Konoplia,D,26,180.0,450,M,904852,EUR,935625600,D,26,26,False,30.0,21.0,3.0,,0.0,11.0,12.0,11.0,19.0,3.0,,,90.0,41.0,6.8,10.0,0.117266,0,,1.0,1.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12764468,home,Shakhtar Donetsk,Valeriy Bondar,bondar-valeriy,V. Bondar,D,5,184.0,326,M,904850,EUR,920073600,D,5,5,False,50.0,48.0,4.0,3.0,0.0,40.0,40.0,8.0,10.0,5.0,,,90.0,68.0,6.9,4.0,0.00269863,0,,,,,4.0,1.0,,7.0,1.0,,,,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12764468,home,Shakhtar Donetsk,Mykola Matviyenko,mykola-matviyenko,M. Matviyenko,D,22,182.0,622,M,353272,EUR,830995200,D,22,22,False,50.0,39.0,6.0,3.0,0.0,22.0,29.0,17.0,21.0,3.0,,,90.0,58.0,6.9,11.0,0.0103254,0,,,,4.0,2.0,7.0,,1.0,2.0,2.0,,,2.0,,,,True,1.0,,,,,,,,,,,,,,,,,,,,
12764468,home,Shakhtar Donetsk,Pedro Henrique,pedrinho,P. Henrique,D,13,177.0,481,M,1100817,EUR,1026345600,D,13,13,False,39.0,31.0,7.0,6.0,0.0,19.0,25.0,12.0,15.0,5.0,,,90.0,67.0,7.6,13.0,0.0161945,0,,1.0,,2.0,1.0,9.0,1.0,5.0,3.0,2.0,,,,,1.0,2.0,,2.0,Pedrinho,2.0,2.0,2.0,,,,,,,,,,,,,,,,
12764468,home,Shakhtar Donetsk,Artem Bondarenko,artem-bondarenko,A. Bondarenko,M,21,182.0,363,M,958923,EUR,966816000,M,21,21,False,37.0,33.0,2.0,1.0,0.0,12.0,14.0,21.0,23.0,5.0,,,89.0,49.0,6.4,6.0,0.0820949,1,,,,,5.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,1.0,,1.0,,4.0,2.0,,1.0,1.0,1.0,0.1032,,,,,,,,,,,,
12764468,home,Shakhtar Donetsk,Dmytro Kryskiv,kryskiv-dmytro,D. Kryskiv,M,8,175.0,197,M,904859,EUR,970790400,M,8,8,False,33.0,30.0,2.0,1.0,0.0,16.0,17.0,14.0,16.0,3.0,,,89.0,39.0,6.4,4.0,0.0332834,0,,,,,5.0,2.0,3.0,2.0,2.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12764468,home,Shakhtar Donetsk,Oleksandr Zubkov,oleksandr-zubkov,O. Zubkov,M,22,182.0,1318,M,353282,EUR,839030400,M,11,11,False,41.0,32.0,6.0,3.0,0.0,9.0,11.0,24.0,36.0,5.0,,,90.0,66.0,8.6,19.0,0.470404,7,,6.0,1.0,,6.0,4.0,1.0,,,,3.0,3.0,1.0,1.0,1.0,,,2.0,,3.0,2.0,1.0,3.0,,,1.0843,,2.0,2.0,2.0,1.0,1.0059,,,,,,
12764468,home,Shakhtar Donetsk,Georgiy Sudakov,georgiy-sudakov,G. Sudakov,M,10,177.0,6537,M,1123925,EUR,1030838400,M,10,10,False,52.0,43.0,4.0,2.0,1.0,15.0,18.0,29.0,43.0,5.0,,,90.0,76.0,8.8,21.0,0.651736,2,,9.0,1.0,,3.0,7.0,1.0,,,,,3.0,1.0,1.0,,,,3.0,,4.0,4.0,2.0,,,,0.088,,1.0,1.0,1.0,1.0,0.2146,,,,,,
12764468,home,Shakhtar Donetsk,Kevin,kevin,Kevin,M,22,176.0,5464,M,1112879,EUR,1041638400,M,37,37,False,26.0,22.0,,,0.0,13.0,13.0,10.0,16.0,7.0,,,79.0,53.0,6.9,14.0,0.0618188,4,,3.0,1.0,,7.0,11.0,3.0,,3.0,1.0,,,,2.0,,,,3.0,Kevin,7.0,5.0,3.0,1.0,,,0.1118,,,1.0,2.0,,0.1088,1.0,,,,,
