match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,captain,stat_challengeLost,stat_wasFouled,stat_aerialLost,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_shotOffTarget,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId
12421032,home,Sint-Truidense VV,Léo Kokubo,,,leo-kokubo,L. Kokubo,G,16,193,966,M,997020,EUR,980208000,G,16,16,False,36.0,28.0,12.0,4.0,0.0,27.0,30.0,1.0,6.0,1.0,9.0,1.0,2.0,2.0,1.0,90.0,42.0,7.3,8.0,0.00078134,0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421032,home,Sint-Truidense VV,Rein Van Helden,,,rein-van-helden,R. V. Helden,D,20,187,193,M,1047163,EUR,1027468800,D,20,20,False,55.0,37.0,11.0,4.0,0.0,23.0,28.0,14.0,28.0,4.0,4.0,,,,,90.0,74.0,7.6,19.0,0.0126149,1,,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,0.0157,,,,,,,,,,,,,,,
12421032,home,Sint-Truidense VV,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190,68,M,247321,EUR,705456000,D,31,31,False,87.0,80.0,9.0,6.0,0.0,54.0,57.0,26.0,30.0,5.0,3.0,,,,,90.0,102.0,7.5,7.0,0.0767099,0,,,1.0,1.0,4.0,,,,1.0,1.0,1.0,1.0,,,True,1.0,2.0,,,,,,,,,,,,
12421032,home,Sint-Truidense VV,Shogo Taniguchi,Shogo,Taniguchi,shogo-taniguchi,S. Taniguchi,D,5,182,732,M,386958,EUR,679536000,D,5,5,False,68.0,54.0,7.0,1.0,0.0,37.0,43.0,17.0,25.0,11.0,1.0,,,,,90.0,84.0,7.1,15.0,0.00628959,0,,,1.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,
12421032,home,Sint-Truidense VV,Robert-Jan Vanwesemael,,,vanwesemael-robert-jan,R. Vanwesemael,M,60,175,67,M,1047164,EUR,1017100800,M,60,60,False,27.0,25.0,1.0,,0.0,10.0,11.0,16.0,17.0,1.0,2.0,,,,,71.0,48.0,6.3,9.0,0.0579419,0,,1.0,,12.0,2.0,1.0,1.0,,,2.0,1.0,1.0,5.0,,,3.0,,1.0,2.0,1.0,3.0,,,,,,,,
12421032,home,Sint-Truidense VV,Rihito Yamamoto,,,rihito-yamamoto,R. Yamamoto,M,6,179,455,M,1030211,EUR,1008115200,M,6,6,False,37.0,31.0,,,0.0,17.0,18.0,14.0,21.0,1.0,2.0,,,,,90.0,55.0,6.8,13.0,0.0277047,0,,2.0,1.0,6.0,6.0,3.0,2.0,,,1.0,2.0,,1.0,,,,1.0,2.0,2.0,,2.0,,,,,,,,
12421032,home,Sint-Truidense VV,Joel Chima Fujita,,,joel-chima-fujita,J. C. Fujita,M,16,175,1436,M,1002461,EUR,1013817600,M,8,8,False,59.0,50.0,5.0,2.0,0.0,23.0,28.0,27.0,31.0,1.0,13.0,,,,,90.0,71.0,6.9,10.0,0.0376159,0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,
12421032,home,Sint-Truidense VV,Ryotaro Ito,Ryotaro,Ito,ryotaro-ito,R. Ito,M,13,174,672,M,831697,EUR,886723200,M,13,13,False,40.0,36.0,2.0,1.0,0.0,17.0,17.0,20.0,28.0,,2.0,,,,,80.0,60.0,7.0,13.0,0.235774,2,,5.0,,6.0,3.0,4.0,1.0,2.0,,,1.0,1.0,,0.1291,,1.0,1.0,,,1.0,2.0,2.0,,,,,,,
12421032,home,Sint-Truidense VV,Ryoya Ogawa,,,ryoya-ogawa,R. Ogawa,M,7,182,155,M,790973,EUR,848793600,M,2,2,False,46.0,33.0,3.0,2.0,0.0,17.0,25.0,17.0,24.0,5.0,5.0,,,,,90.0,77.0,7.3,18.0,0.0354994,1,,3.0,1.0,2.0,5.0,2.0,2.0,,,1.0,1.0,,1.0,0.0939,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,
12421032,home,Sint-Truidense VV,Kahveh Zahiroleslam,Kahveh Zahiroleslam,,kahveh-zahiroleslam,K. Zahiroleslam,F,18,193,237,M,1519355,EUR,1023926400,F,15,15,False,18.0,12.0,,,0.0,4.0,8.0,8.0,10.0,1.0,3.0,,,,,90.0,43.0,6.4,18.0,0.00992814,1,,,4.0,13.0,10.0,3.0,1.0,1.0,,,,,,0.1058,,,5.0,4.0,3.0,,7.0,,,,,,,,
