match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,player_id,player_name,description,reason,confirmed
11406863,FT,3.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,
11406863,,,,,90,,,1,,,substitution,122422575.0,False,True,regular,,,,,,
11406863,,,,,90,0.0,,1,,,injuryTime,,,,,3.0,,,,,
11406863,,,,,84,,,7,,,substitution,122422548.0,False,False,regular,,,,,,
11406863,,,,,82,,,9,,,substitution,122422532.0,False,True,regular,,,,,,
11406863,,,,,82,,,9,,,substitution,122422531.0,False,True,regular,,,,,,
11406863,,3.0,0.0,,75,,,16,,,goal,178580369.0,,True,regular,,856638.0,Mitchel Bakker,,,
11406863,,,,,74,,,17,,,substitution,122422485.0,False,True,regular,,,,,,
11406863,,,,,74,,,17,,,substitution,122422484.0,False,True,regular,,,,,,
11406863,,,,,72,,,19,,,substitution,122422476.0,False,False,regular,,,,,,
11406863,,,,,72,,,19,,,substitution,122422475.0,False,False,regular,,,,,,
11406863,,,,,61,,,30,,,substitution,122422446.0,False,False,regular,,,,,,
11406863,,,,,60,,,31,,,substitution,122422447.0,False,False,regular,,,,,,
11406863,,2.0,0.0,,58,,,33,,,goal,178579540.0,,True,regular,,803033.0,Teun Koopmeiners,,,
11406863,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,
11406863,,,,,45,5.0,,1,,,inGamePenalty,118451934.0,,False,missed,,826198.0,Andrea Pinamonti,Goalkeeper save,goalkeeperSave,
11406863,,,,,45,5.0,,1,,,varDecision,23426.0,,False,review,,826198.0,Andrea Pinamonti,,,False
11406863,,,,,45,3.0,,1,,,varDecision,23425.0,,False,penaltyNotAwarded,,924973.0,Kristian Thorstvedt,,,False
11406863,,,,,45,0.0,,1,,,injuryTime,,,,,1.0,,,,,
11406863,,1.0,0.0,,22,,,24,,,goal,178576580.0,,True,regular,,190437.0,Mario Pašalić,,,
