match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,captain,stat_outfielderBlock,stat_aerialWon,stat_onTargetScoringAttempt,stat_fouls,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,stat_expectedGoalsOnTarget,stat_interceptionWon,stat_totalOffside,stat_dispossessed,player_sofascoreId,stat_lastManTackle,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_clearanceOffLine,stat_hitWoodwork
14053626,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196.0,389,M,347726,EUR,770256000,G,1,1,False,43.0,33.0,19.0,9.0,0.0,28.0,30.0,5.0,13.0,2.0,10.0,2.0,3.0,1.0,90.0,53.0,6.4,10.0,0.00139479,0.0732,0,-0.3286,0.1,0.01,-0.1,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053626,home,FC Utrecht,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186.0,205,M,794990,EUR,896745600,D,2,2,False,44.0,39.0,5.0,5.0,0.0,30.0,33.0,9.0,11.0,3.0,2.0,,,,90.0,65.0,7.0,6.0,0.00882323,,1,,0.19,0.02,-0.14,,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0854,2.0,-0.12,,,,,,,,,,,,,,,,,,,,,,,,
14053626,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190.0,160,M,152414,EUR,719107200,D,3,3,False,45.0,39.0,8.0,3.0,0.0,30.0,31.0,9.0,14.0,2.0,2.0,,,,45.0,52.0,7.2,7.0,0.0032048,,0,,0.11,0.07,0.33,,,,2.0,,,1.0,,,1.0,,,,True,1.0,,,,,,,,,,,,,,,,,,,,,,
14053626,home,FC Utrecht,Matisse Didden,,,matisse-didden,M. Didden,D,40,198.0,168,M,996992,EUR,1002499200,D,40,40,False,69.0,56.0,9.0,3.0,0.0,49.0,57.0,7.0,12.0,6.0,2.0,,,,90.0,79.0,6.8,14.0,0.00442704,,1,,0.06,0.34,-0.01,,1.0,2.0,5.0,,,1.0,,1.0,,0.0513,,-0.51,,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14053626,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178.0,3591,M,991679,EUR,971913600,D,16,16,False,35.0,27.0,6.0,2.0,3.0,19.0,20.0,8.0,15.0,2.0,3.0,,,,90.0,72.0,9.9,19.0,0.648409,,1,,0.85,0.31,-0.17,,1.0,2.0,4.0,,,1.0,1.0,3.0,2.0,0.0674,5.0,-0.29,,,,,,10.0,6.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
14053626,home,FC Utrecht,Victor Jensen,,,victor-jensen,V. Jensen,M,7,175.0,413,M,856648,EUR,949968000,M,7,7,False,14.0,12.0,,,0.0,8.0,9.0,4.0,5.0,,2.0,,,,90.0,29.0,8.8,8.0,0.00506249,,2,,0.07,0.27,-0.03,,2.0,3.0,5.0,,,2.0,1.0,6.0,2.0,0.7857,1.0,0.88,,,1.0,2.0,1.0,,,,,,,2.0,1.6243,,,,,,,,,,,
14053626,home,FC Utrecht,Alonzo Engwanda,,,alonzo-engwanda,A. Engwanda,M,27,173.0,362,M,1000548,EUR,1043625600,M,27,27,False,24.0,21.0,2.0,,0.0,11.0,13.0,10.0,11.0,1.0,3.0,,,,61.0,32.0,6.9,5.0,0.0109608,,0,,0.17,-0.08,0.14,,,2.0,2.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14053626,home,FC Utrecht,Gjivai Zechiël,,,gjivai-zechiel,G. Zechiël,M,21,179.0,684,M,1433802,EUR,1086048000,M,21,21,False,21.0,18.0,2.0,2.0,0.0,9.0,10.0,9.0,11.0,1.0,2.0,,,,68.0,28.0,6.7,6.0,0.438136,,1,,0.17,0.0,0.22,,1.0,2.0,,,,,,,,0.0458,,-0.14,,,,,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,
14053626,home,FC Utrecht,Miguel Rodríguez,,,miguel-rodriguez,M. Rodríguez,M,22,179.0,653,M,1014118,EUR,1051574400,F,22,22,False,26.0,19.0,4.0,2.0,0.0,11.0,15.0,8.0,11.0,1.0,2.0,,,,79.0,47.0,7.4,12.0,0.0435927,,4,,-0.11,0.09,-0.07,,2.0,8.0,6.0,2.0,1.0,1.0,,1.0,2.0,0.2093,1.0,0.48,,,,3.0,,,,5.0,3.0,,,1.0,0.6499,1.0,,2.0,,,,,,,,
14053626,home,FC Utrecht,David Min,,,david-min,D. Min,F,9,194.0,359,M,966429,EUR,930096000,F,9,9,False,10.0,8.0,,,0.0,4.0,5.0,4.0,5.0,,1.0,,,,68.0,19.0,7.7,4.0,0.00892163,,2,,-0.12,0.46,0.0,,1.0,3.0,5.0,,,,,1.0,1.0,0.3757,,0.49,,,2.0,2.0,1.0,,,3.0,2.0,,,1.0,0.4404,,,,,,,,,,,
14053626,home,FC Utrecht,Adrian Blake,Adrian Blake,,blake-adrian,A. Blake,F,15,170.0,321,M,1214695,EUR,1121385600,F,15,15,False,22.0,19.0,1.0,,1.0,11.0,12.0,8.0,10.0,,4.0,,,,90.0,40.0,7.1,11.0,0.129547,,4,,0.27,0.52,-0.04,,1.0,6.0,3.0,1.0,2.0,,,2.0,2.0,0.1594,1.0,-0.51,,,,2.0,1.0,2.0,,3.0,1.0,,,,0.0944,,,1.0,,,,,,,,
14053626,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182.0,150,M,46900,EUR,618105600,D,24,24,True,21.0,17.0,4.0,2.0,0.0,15.0,18.0,2.0,3.0,4.0,2.0,,,,45.0,28.0,6.6,4.0,0.00039326,,0,,-0.03,0.0,-0.06,,,1.0,3.0,,,,,,,,,,,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,
14053626,home,FC Utrecht,Jaygo van Ommeren,Jaygo van Ommeren,,jaygo-van-ommeren,J. v. Ommeren,M,46,,81,M,1957736,EUR,1210204800,M,46,46,True,13.0,12.0,,,0.0,8.0,9.0,4.0,4.0,2.0,1.0,,,,29.0,19.0,6.6,3.0,0.00223319,,0,,0.07,0.02,-0.02,,,,2.0,,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14053626,home,FC Utrecht,Davy van den Berg,,,davy-van-den-berg,D. v. d. Berg,M,6,185.0,272,M,1001468,EUR,949622400,M,6,6,True,7.0,7.0,,,0.0,4.0,4.0,3.0,3.0,,3.0,,,,22.0,12.0,6.7,2.0,0.0297888,,0,,0.2,0.08,-0.01,,,1.0,2.0,,,2.0,1.0,,,,2.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,
14053626,home,FC Utrecht,Sébastien Haller,,,sebastien-haller,S. Haller,F,91,190.0,46794,M,149731,EUR,772243200,F,91,91,True,8.0,4.0,,,0.0,1.0,3.0,3.0,5.0,1.0,1.0,,,,22.0,13.0,6.4,4.0,0.00230201,,0,,-0.15,0.0,0.13,,3.0,3.0,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,SebHaller,,,,,,,
14053626,home,FC Utrecht,Miliano Jonathans,,,jonathans-miliano,M. Jonathans,M,26,178.0,5655,M,1211982,EUR,1081123200,F,26,26,True,6.0,2.0,,,0.0,,,2.0,6.0,,,,,,11.0,10.0,6.3,7.0,0.00216462,,0,,-0.11,0.05,-0.04,,,3.0,,1.0,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,
14053626,home,FC Utrecht,Kevin Gadellaa,,,kevin-gadellaa,K. Gadellaa,G,33,210.0,174,M,1169107,EUR,1049760000,G,33,33,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053626,home,FC Utrecht,Michael Brouwer,,,michael-brouwer,M. Brouwer,G,25,187.0,76,M,252027,EUR,727574400,G,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053626,home,FC Utrecht,Kolbeinn Finnsson,,,kolbeinn-finnsson,K. Finnsson,D,5,181.0,95,M,797522,EUR,935539200,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053626,home,FC Utrecht,Niklas Vesterlund,,,niklas-vesterlund,N. B. V. Nielsen,D,23,185.0,76,M,837010,EUR,928627200,D,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053626,home,FC Utrecht,Derry Murkin,,,derry-murkin,D. Murkin,D,2,183.0,173,M,946561,EUR,933033600,D,55,55,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053626,home,FC Utrecht,Can Bozdoğan,,,can-bozdogan,C. Bozdoğan,M,8,175.0,305,M,934249,EUR,986428800,M,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
