match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,captain,stat_goalAssist,stat_aerialWon,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_fouls,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals,stat_shotOffTarget,stat_totalOffside,stat_punches,stat_bigChanceMissed
11391397,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,44.0,33.0,16.0,5.0,30.0,37.0,3.0,7.0,11.0,1.0,3.0,90.0,56.0,7.2,13.0,0.00042994,0,0.5675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391397,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,27,27,False,69.0,54.0,13.0,6.0,35.0,38.0,20.0,33.0,6.0,,,90.0,86.0,7.1,19.0,0.0830598,0,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11391397,home,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181,234,M,328035,EUR,788054400,D,5,5,False,89.0,71.0,18.0,3.0,60.0,63.0,12.0,27.0,7.0,,,90.0,102.0,7.6,18.0,0.253779,1,,1.0,1.0,2.0,4.0,4.0,,,2.0,2.0,,,1.0,,,True,1.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,0.0993,,,,,,,,,,
11391397,home,Stade Brestois,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184,576,M,988907,EUR,941500800,D,3,3,False,79.0,69.0,11.0,4.0,51.0,53.0,18.0,26.0,6.0,,,90.0,85.0,6.5,11.0,0.0110906,0,,,,1.0,6.0,1.0,1.0,,,,,,,,,,,1.0,2.0,,,2.0,,1.0,,2.0,,,,,,,,,
11391397,home,Stade Brestois,Bradley Locko,bradley-locko,B. Locko,D,2,180,637,M,1129382,EUR,1020643200,D,2,2,False,47.0,42.0,5.0,2.0,25.0,28.0,17.0,20.0,3.0,,,90.0,73.0,7.4,12.0,0.0993231,0,,1.0,,,3.0,7.0,,,4.0,1.0,4.0,1.0,2.0,,,,,2.0,1.0,,,1.0,,2.0,,1.0,1.0,,,,,,,,
11391397,home,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185,589,M,801306,EUR,738288000,M,20,20,False,86.0,78.0,10.0,6.0,46.0,47.0,32.0,39.0,9.0,,,73.0,94.0,7.2,10.0,0.0231407,0,,,,,3.0,4.0,,,1.0,1.0,2.0,2.0,1.0,,,,,1.0,2.0,,,1.0,,1.0,,1.0,,,,,,,,,
11391397,home,Stade Brestois,Jonas Martin,jonas-martin,J. Martin,M,90,184,95,M,123264,EUR,639619200,M,28,28,False,43.0,38.0,4.0,3.0,23.0,23.0,15.0,20.0,3.0,,,79.0,48.0,6.9,6.0,0.0117575,1,,,,1.0,4.0,3.0,,,2.0,2.0,,,,,,,,1.0,2.0,,,,,,0.0233,,1.0,1.0,0.0395,,,,,,
11391397,home,Stade Brestois,Kamory Doumbia,kamory-doumbia,K. Doumbia,M,23,170,5674,M,1156353,EUR,1045526400,M,23,23,False,46.0,42.0,2.0,2.0,11.0,12.0,31.0,34.0,6.0,,,66.0,58.0,10.0,5.0,0.0465837,4,,,,,4.0,4.0,1.0,1.0,,,1.0,2.0,1.0,Kamory Doumbia,,,,1.0,1.0,,,1.0,,,1.5637,3.0,,4.0,2.1559,kamory_doumbia03,4.0,,,,
11391397,home,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172,689,M,825681,EUR,828057600,F,10,10,False,40.0,31.0,1.0,,10.0,14.0,22.0,31.0,7.0,,,90.0,54.0,7.0,16.0,0.174127,0,,5.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11391397,home,Stade Brestois,Martín Satriano,martin-satriano,M. Satriano,F,10,187,2192,M,973536,EUR,982627200,F,7,7,False,17.0,11.0,,,3.0,4.0,8.0,13.0,2.0,,,74.0,28.0,7.4,10.0,0.0958958,2,,,,4.0,6.0,6.0,2.0,1.0,,,2.0,4.0,2.0,,,,1.0,1.0,,1.0,,,,,0.1098,,1.0,1.0,0.0546,,,1.0,,,
