match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_dispossessed,stat_outfielderBlock,stat_errorLeadToAShot,player_sofascoreId,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,captain,stat_blockedScoringAttempt,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_shotOffTarget,stat_penaltyConceded
12450950,home,Stade Rennais,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,1,1,False,39.0,25.0,19.0,8.0,0.0,23.0,32.0,2.0,7.0,1.0,8.0,4.0,5.0,90.0,47.0,7.4,14.0,0.00094386,0,0.4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450950,home,Stade Rennais,Hans Hateboer,hans-hateboer,H. Hateboer,D,33,185,622,M,356352,EUR,758073600,D,33,33,False,52.0,46.0,5.0,3.0,0.0,30.0,32.0,16.0,21.0,6.0,2.0,,,90.0,66.0,6.8,8.0,0.0227797,0,,1.0,1.0,3.0,2.0,6.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450950,home,Stade Rennais,Leo Østigård,leo-ostigard,L. Østigård,D,5,182,1809,M,879746,EUR,943747200,D,55,55,False,26.0,22.0,2.0,1.0,0.0,17.0,18.0,5.0,8.0,5.0,1.0,,,90.0,37.0,6.6,5.0,0.00609779,0,,,1.0,1.0,2.0,2.0,,3.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12450950,home,Stade Rennais,Christopher Wooh,christopher-wooh,C. Wooh,D,3,190,3805,M,930231,EUR,1000771200,D,4,4,False,36.0,29.0,5.0,1.0,0.0,20.0,24.0,9.0,12.0,3.0,5.0,,,87.0,52.0,6.6,12.0,0.00287779,0,,,,,5.0,5.0,,2.0,3.0,3.0,,,1.0,1.0,,chriswooh,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,
12450950,home,Stade Rennais,Lorenz Assignon,lorenz-assignon,L. Assignon,M,22,179,641,M,1009334,EUR,961632000,M,22,22,False,35.0,28.0,2.0,1.0,1.0,15.0,17.0,14.0,23.0,3.0,4.0,,,90.0,66.0,6.8,21.0,0.236793,0,,5.0,1.0,3.0,9.0,4.0,,2.0,1.0,,,,2.0,,,,3.0,,4.0,,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
12450950,home,Stade Rennais,Jordan James,jordan-james,J. James,M,6,190,940,M,1136409,EUR,1083024000,M,17,17,False,41.0,33.0,4.0,3.0,0.0,14.0,19.0,19.0,23.0,1.0,6.0,,,90.0,51.0,7.0,9.0,0.01827,0,,1.0,,,1.0,5.0,1.0,,2.0,2.0,,,,,,,2.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,
12450950,home,Stade Rennais,Azor Matusiwa,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,6,6,False,42.0,37.0,3.0,2.0,0.0,25.0,29.0,12.0,13.0,1.0,11.0,,,90.0,62.0,7.2,10.0,0.012028,0,,,,1.0,1.0,8.0,,3.0,3.0,2.0,,,1.0,,,,2.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,
12450950,home,Stade Rennais,Adrien Truffert,truffert-adrien,A. Truffert,M,3,176,1506,M,999028,EUR,1006214400,M,3,3,False,28.0,27.0,,,0.0,14.0,14.0,13.0,15.0,1.0,6.0,,,90.0,40.0,6.3,7.0,0.0195119,1,,1.0,1.0,,6.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,,,,,1.0,,1.0,,,1.0,,True,1.0,0.0422,,,,,,,,,,
12450950,home,Stade Rennais,Ludovic Blas,ludovic-blas,L. Blas,F,10,180,1176,M,806076,EUR,883526400,F,11,11,False,15.0,13.0,2.0,2.0,0.0,3.0,4.0,10.0,12.0,1.0,2.0,,,87.0,31.0,6.9,8.0,0.0199724,1,,1.0,,,3.0,5.0,,,1.0,,,,,,,,4.0,2.0,2.0,2.0,1.0,,,,,,,0.0399,1.0,0.0388,,,,,,,,
12450950,home,Stade Rennais,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180,26883,M,859026,EUR,950659200,F,10,10,False,12.0,9.0,,,0.0,6.0,7.0,3.0,5.0,1.0,5.0,,,69.0,22.0,6.6,7.0,0.014832,0,,,1.0,1.0,4.0,2.0,,1.0,1.0,1.0,,,2.0,,,amine_gouiri,,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,
