match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_dispossessed,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot,stat_goalAssist,stat_goals
11352676,home,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195,3046,M,96531,EUR,730771200,G,23,23,False,35.0,31.0,7.0,3.0,30.0,33.0,1.0,2.0,5.0,1.0,3.0,90.0,42.0,6.8,4.0,0.00048792,0,-0.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352676,home,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1722,M,138024,EUR,714441600,D,5,5,False,70.0,57.0,4.0,1.0,33.0,36.0,25.0,39.0,5.0,,,90.0,104.0,7.1,21.0,0.0401511,0,,,,5.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11352676,home,West Ham United,Kurt Zouma,kurt-zouma,K. Zouma,D,4,190,2248,M,139227,EUR,783216000,D,4,4,False,76.0,66.0,8.0,2.0,48.0,52.0,18.0,24.0,5.0,,,90.0,82.0,6.7,10.0,0.00463654,1,,,,,,2.0,4.0,3.0,4.0,,,,,,,True,1.0,1.0,4.0,0.0124,0.0431,,,,,,,,,,,,,,
11352676,home,West Ham United,Nayef Aguerd,nayef-aguerd,N. Aguerd,D,20,188,25735,M,877102,EUR,828144000,D,27,27,False,93.0,71.0,16.0,4.0,54.0,60.0,17.0,33.0,11.0,,,90.0,110.0,7.3,22.0,0.00743892,2,,,,,,2.0,4.0,2.0,8.0,,3.0,4.0,3.0,,,,,,4.0,0.0868,,nayefaguard,1.0,1.0,,,,,,,,,,,
11352676,home,West Ham United,Aaron Cresswell,aaron-cresswell,A. Cresswell,D,3,170,763,M,43443,EUR,629683200,D,3,3,False,57.0,49.0,3.0,2.0,28.0,31.0,23.0,28.0,4.0,,,85.0,74.0,7.3,8.0,0.148024,0,,,,2.0,2.0,1.0,1.0,1.0,4.0,,,1.0,,2.0,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,
11352676,home,West Ham United,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10872,M,847151,EUR,877651200,M,19,19,False,77.0,67.0,10.0,6.0,36.0,37.0,31.0,40.0,7.0,,,90.0,96.0,7.1,13.0,0.024874,2,,,,,,2.0,,4.0,5.0,1.0,,4.0,1.0,,,,,,1.0,0.0455,,EdsonAlvarez19,2.0,,,1.0,1.0,1.0,2.0,1.0,,,,,
11352676,home,West Ham United,James Ward-Prowse,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,7,7,False,57.0,52.0,1.0,1.0,28.0,29.0,26.0,30.0,5.0,,,73.0,64.0,7.0,6.0,0.0884108,0,,,,2.0,2.0,,,3.0,,,,,,,3.0,,,,2.0,,,prowsey16,,,,1.0,,,,2.0,,,,,
11352676,home,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,552884,EUR,851040000,M,20,20,False,21.0,16.0,1.0,,5.0,5.0,11.0,20.0,5.0,,,90.0,55.0,7.0,18.0,0.0549683,4,,,,4.0,,3.0,,10.0,8.0,6.0,3.0,1.0,,3.0,1.0,,1.0,,,0.3732,,jarrodbowen,3.0,1.0,,4.0,4.0,1.0,2.0,,1.0,,,,
11352676,home,West Ham United,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89524,M,905163,EUR,965174400,M,14,14,False,47.0,43.0,5.0,5.0,15.0,15.0,28.0,33.0,9.0,,,90.0,75.0,6.3,20.0,0.0993206,0,,,,1.0,,1.0,1.0,14.0,7.0,6.0,,1.0,,1.0,,,1.0,,,,,Kudus,,,,8.0,4.0,,3.0,2.0,,1.0,,,
11352676,home,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,839981,EUR,872640000,M,10,10,False,59.0,44.0,5.0,3.0,15.0,18.0,30.0,45.0,3.0,,,90.0,80.0,6.9,24.0,0.118311,2,,,,4.0,1.0,3.0,1.0,10.0,7.0,5.0,,1.0,,1.0,2.0,,2.0,,,0.1153,,Paqueta,2.0,,,4.0,4.0,,1.0,,,,1.0,,
11352676,home,West Ham United,Michail Antonio,michail-antonio,M. Antonio,F,,180,3251,M,47772,EUR,638582400,F,9,9,False,13.0,7.0,1.0,1.0,1.0,1.0,6.0,12.0,,,,57.0,22.0,7.0,8.0,0.00767516,0,,,,,,1.0,1.0,2.0,6.0,3.0,,1.0,1.0,1.0,,,,,,,,MichailAntonio,,,,1.0,3.0,,1.0,,,,,,
11352676,home,West Ham United,Saïd Benrahma,said-benrahma,S. Benrahma,F,10,172,11234,M,354808,EUR,808012800,F,22,22,True,23.0,21.0,,,7.0,7.0,14.0,18.0,1.0,,,33.0,35.0,6.8,9.0,0.0287554,1,,,,2.0,,1.0,,6.0,2.0,5.0,,,,,2.0,,,1.0,,0.0283,0.2182,said_benrahma11,,,,1.0,2.0,,1.0,1.0,,,,,
11352676,home,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,799041,EUR,793843200,M,28,28,True,20.0,18.0,2.0,1.0,5.0,5.0,13.0,15.0,4.0,,,17.0,22.0,6.6,2.0,0.0117706,0,,,,,,1.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,
