match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,stat_goalsPrevented,player_firstName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_fouls,captain,stat_totalCross,stat_dispossessed,stat_totalContest,player_sofascoreId,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_expectedGoalsOnTarget,player_lastName,stat_wonContest,stat_accurateCross,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_bigChanceCreated,stat_lastManTackle
13472843,home,Atlético Mineiro,Everson,everson,Everson,G,22,193.0,2202,M,870748,EUR,648604800,G,22,22,False,36.0,25.0,18.0,7.0,0.0,20.0,23.0,5.0,13.0,1.0,11.0,3.0,6.0,1.0,90.0,49.0,8.3,11.0,0.00135117,53.924315484907,8.0,44.4613842061,0.0,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472843,home,Atlético Mineiro,Iván Román,ivan-roman,I. Román,D,3,183.0,2607,M,1464929,EUR,1152662400,D,23,23,False,59.0,57.0,1.0,,0.0,37.0,38.0,20.0,21.0,4.0,1.0,,,,90.0,67.0,6.9,3.0,0.0124818,137.36044636942,15.0,71.395709727902,1.0,0,,Iván Román,1.0,2.0,2.0,2.0,1.0,1.0,1.0,22.629638402688,25.680715644234,,,,,,,,,,,,,,,,,,,,,,,,
13472843,home,Atlético Mineiro,Vitor Hugo,vitor-hugo,V. Hugo,D,14,187.0,899,M,794838,EUR,674697600,D,14,14,False,63.0,61.0,1.0,,0.0,50.0,51.0,11.0,12.0,5.0,,,,,90.0,71.0,7.2,2.0,0.00287667,73.622536853812,10.0,19.613131012959,0.0,0,,,4.0,2.0,4.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13472843,home,Atlético Mineiro,Junior Alonso,junior-alonso,J. Alonso,D,6,185.0,1792,M,333275,EUR,729216000,D,6,6,False,72.0,69.0,7.0,5.0,0.0,30.0,30.0,39.0,42.0,3.0,1.0,,,,90.0,81.0,7.3,6.0,0.0148259,122.04134217748,20.0,52.74251297494,0.0,0,,,1.0,1.0,1.0,,,,,,,,,2.0,1.0,True,1.0,,,,,,,,,,,,,,,,,,
13472843,home,Atlético Mineiro,Natanael,natanael,Natanael,D,2,172.0,1029,M,1046805,EUR,1010188800,M,2,2,False,31.0,29.0,2.0,,0.0,18.0,18.0,11.0,13.0,5.0,3.0,,,,90.0,56.0,6.4,6.0,0.00696616,103.48282714409,12.0,40.556899476322,1.0,0,,,,8.0,3.0,2.0,1.0,1.0,2.0,20.925919687707,21.762971855884,4.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,
13472843,home,Atlético Mineiro,Gustavo Scarpa,gustavo-scarpa,G. Scarpa,M,10,177.0,5525,M,559036,EUR,757728000,M,10,10,False,44.0,35.0,3.0,2.0,0.0,13.0,14.0,22.0,30.0,2.0,5.0,,,,77.0,55.0,7.0,14.0,0.0849873,215.80474198053,20.0,122.91640642002,4.0,1,,,2.0,3.0,3.0,,,2.0,1.0,25.652584185968,81.23384840666,,,1.0,1.0,,1.0,1.0,1.0,gustavoscarpa10,1.0,0.0154,1.0,,,,,,,,,,,,
13472843,home,Atlético Mineiro,Alan Franco,alan-franco,A. Franco,M,21,174.0,3281,M,822729,EUR,903657600,M,21,21,False,54.0,51.0,2.0,1.0,0.0,19.0,21.0,32.0,33.0,1.0,2.0,,,,90.0,65.0,7.6,6.0,0.0291578,163.28819136355,21.0,63.770311953337,1.0,1,,,,2.0,3.0,,2.0,,1.0,22.918428012689,23.737890470722,,1.0,,,,,,2.0,,,0.1023,,1.0,1.0,1.0,0.8094,,,,,,,,
13472843,home,Atlético Mineiro,Caio Paulista,caio-paulista,C. Paulista,D,38,184.0,1649,M,931591,EUR,894844800,M,38,38,False,28.0,23.0,,,0.0,8.0,10.0,15.0,18.0,2.0,6.0,,,,64.0,43.0,6.6,11.0,0.0186396,124.35609957982,16.0,61.526573263889,1.0,0,,,,4.0,2.0,2.0,1.0,2.0,1.0,19.477953816847,23.596940818674,,,,1.0,,3.0,,1.0,,,,,,,,,,,,,,,,
13472843,home,Atlético Mineiro,Biel,biel,Biel,F,20,169.0,2141,M,1106140,EUR,986083200,F,77,77,False,11.0,9.0,,,0.0,1.0,1.0,8.0,10.0,,,,,,45.0,19.0,6.6,5.0,0.0149106,72.24506367102,8.0,45.315647398284,3.0,0,,Gabriel,,2.0,3.0,1.0,1.0,1.0,1.0,17.144124444769,50.560299647505,,,,,,1.0,,2.0,,,,2.0,,,1.0,,Teixeira Aragão,1.0,,,,,,
13472843,home,Atlético Mineiro,Dudu,dudu,Dudu,F,92,167.0,5188,M,147464,EUR,694742400,F,92,92,False,31.0,25.0,2.0,2.0,1.0,4.0,4.0,21.0,27.0,,2.0,,,,64.0,41.0,7.1,11.0,0.086656,161.08457384883,16.0,103.51407562766,4.0,0,,,,2.0,2.0,,,2.0,1.0,15.197271112953,60.627682495082,,,,,,2.0,1.0,2.0,7_dudu,,,1.0,,,,,,1.0,1.0,,,,,
