match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,player_sofascoreId,stat_shotOffTarget,stat_outfielderBlock,stat_totalCross,stat_totalContest,stat_wonContest,captain,stat_fouls,stat_keyPass,stat_hitWoodwork,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside
10388397,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,23.0,13.0,11.0,2.0,11.0,13.0,2.0,10.0,3.0,2.0,3.0,5.0,90.0,32.0,8.2,10.0,0.0,0.0,0.00185273,0,1.3567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388397,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,D,35,35,False,61.0,48.0,9.0,5.0,37.0,44.0,11.0,17.0,6.0,,,,90.0,78.0,7.0,17.0,0.0,0.0,0.0148023,0,,1.0,2.0,1.0,2.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10388397,home,Eintracht Frankfurt,Makoto Hasebe,makoto-hasebe,M. Hasebe,D,,180,533,M,24397,EUR,443232000,D,20,20,False,76.0,67.0,9.0,3.0,59.0,60.0,8.0,16.0,7.0,,,,90.0,90.0,7.4,9.0,0.0,0.0,0.0100436,0,,,4.0,1.0,8.0,6.0,2.0,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10388397,home,Eintracht Frankfurt,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9201,M,848287,EUR,935107200,D,2,2,False,60.0,55.0,7.0,6.0,37.0,40.0,18.0,20.0,6.0,,,,90.0,76.0,7.8,5.0,0.048,0.0,0.00804098,1,,,5.0,,5.0,9.0,1.0,,,,,,,,evanndicka,1.0,1.0,,,,,,,,,,,,,,,,,
10388397,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,M,36,36,False,27.0,14.0,,,9.0,17.0,5.0,11.0,9.0,,,,90.0,66.0,7.5,19.0,0.0,0.0,0.00764611,0,,2.0,1.0,4.0,10.0,1.0,4.0,1.0,,1.0,,2.0,,,,,1.0,1.0,8.0,6.0,,,,,,,,,,,,,,
10388397,home,Eintracht Frankfurt,Sebastian Rode,sebastian-rode,S. Rode,M,,179,171,M,35194,EUR,655603200,M,17,17,False,27.0,22.0,4.0,3.0,14.0,16.0,8.0,11.0,2.0,,,,71.0,32.0,6.8,5.0,0.0,0.0,0.00474497,0,,,1.0,2.0,2.0,2.0,,,,1.0,1.0,,,,,,,,,,True,2.0,2.0,,,,,,,,,,,
10388397,home,Eintracht Frankfurt,Daichi Kamada,daichi-kamada,D. Kamada,M,18,184,6899,M,794338,EUR,839203200,M,15,15,False,49.0,45.0,3.0,1.0,26.0,28.0,19.0,24.0,7.0,,,,90.0,68.0,7.3,8.0,0.0,0.0,0.020134,0,,2.0,,3.0,7.0,1.0,2.0,,,3.0,2.0,3.0,,,kamadadaichi,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,
10388397,home,Eintracht Frankfurt,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178,1348,M,826186,EUR,920764800,M,33,33,False,37.0,26.0,5.0,2.0,19.0,22.0,7.0,17.0,7.0,,,,71.0,65.0,7.3,18.0,0.1808,0.0,0.140472,5,,,,2.0,2.0,1.0,1.0,,,1.0,,1.0,,,,5.0,,2.0,2.0,,,,,1.0,,,,,,,,,,
10388397,home,Eintracht Frankfurt,Jesper Lindstrøm,jesper-lindstrom,J. Lindstrøm,M,19,182,2675,M,947929,EUR,951782400,F,29,29,False,17.0,12.0,,,9.0,13.0,3.0,5.0,6.0,,,,85.0,41.0,7.9,11.0,0.2144,1.3131,0.00033785,3,,4.0,,8.0,11.0,,,1.0,,4.0,2.0,,,,,,,1.0,10.0,7.0,,,,,1.0,2.0,1.0,1.0,,,,,,
10388397,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,F,27,27,False,43.0,33.0,3.0,2.0,18.0,18.0,15.0,25.0,4.0,,,,66.0,54.0,7.4,12.0,0.2666,0.8988,0.106782,1,,1.0,,3.0,3.0,,1.0,1.0,1.0,,,1.0,,,MarioGotze,,,,3.0,2.0,,,1.0,,,1.0,,1.0,,,,,,
