match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_dispossessed,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_accurateCross,stat_penaltyConceded,stat_totalOffside,stat_blockedScoringAttempt,stat_punches,player_sofascoreId,stat_bigChanceCreated,stat_clearanceOffLine,stat_hitWoodwork,stat_goals
10389735,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,35.0,24.0,19.0,8.0,21.0,21.0,3.0,14.0,10.0,1.0,2.0,1.0,3.0,3.0,3.0,90.0,44.0,6.5,11.0,0.0,0.0,0.00242525,0,1.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389735,home,Clermont Foot,Florent Ogier,florent-ogier,F. Ogier,D,69,182,26,M,122943,EUR,606441600,D,21,21,False,44.0,33.0,9.0,2.0,24.0,27.0,9.0,17.0,7.0,,,,,,,90.0,59.0,6.6,11.0,0.0,0.0,0.00342318,0,,,,True,3.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10389735,home,Clermont Foot,Mateusz Wieteska,mateusz-wieteska,M. Wieteska,D,4,187,1515,M,286087,EUR,855619200,D,4,4,False,29.0,21.0,5.0,2.0,14.0,18.0,7.0,11.0,7.0,,,,,,,90.0,43.0,6.4,9.0,0.3794,0.0,0.00626926,1,,,,,4.0,5.0,6.0,1.0,1.0,4.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10389735,home,Clermont Foot,Maximiliano Caufriez,maximiliano-caufriez,M. Caufriez,D,5,189,161,M,800349,EUR,856051200,D,5,5,False,25.0,22.0,1.0,,20.0,20.0,2.0,5.0,2.0,,,,,,,58.0,31.0,6.5,3.0,0.0,0.0,0.00183836,0,,,,,,1.0,2.0,1.0,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
10389735,home,Clermont Foot,Jim Allevinah,jim-allevinah,J. Allevinah,M,18,172,920,M,988632,EUR,793843200,M,11,11,False,28.0,25.0,2.0,,14.0,15.0,11.0,16.0,9.0,,,,,,,90.0,44.0,6.5,9.0,0.0,0.0,0.00827575,0,,,,,,6.0,5.0,2.0,1.0,,,2.0,3.0,3.0,,3.0,,,,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,
10389735,home,Clermont Foot,Saîf-Eddine Khaoui,saif-eddine-khaoui,S. Khaoui,M,10,180,616,M,346262,EUR,798940800,M,10,10,False,22.0,17.0,3.0,3.0,9.0,11.0,8.0,11.0,6.0,,,,,,,82.0,32.0,6.8,7.0,0.0338,0.0,0.127811,1,,,,,1.0,7.0,5.0,1.0,1.0,,1.0,1.0,3.0,2.0,,2.0,,1.0,,,1.0,,2.0,2.0,2.0,,,,,,,,,,,
10389735,home,Clermont Foot,Yohann Magnin,yohann-magnin,Y. Magnin,M,8,183,60,M,942840,EUR,866851200,M,7,7,False,41.0,34.0,4.0,3.0,20.0,24.0,14.0,17.0,7.0,,,,,,,90.0,49.0,6.3,8.0,0.0,0.0,0.0152219,0,,,,,1.0,5.0,2.0,,,1.0,,,2.0,1.0,,2.0,,,,1.0,,,,3.0,,,,,,,,,,,,
10389735,home,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183,239,M,920008,EUR,842572800,M,3,3,False,28.0,19.0,1.0,1.0,11.0,16.0,8.0,12.0,10.0,,,,,,,90.0,47.0,7.2,12.0,0.0458,0.0,0.0398147,1,,,,,1.0,2.0,7.0,2.0,2.0,1.0,,,2.0,1.0,1.0,1.0,,,,3.0,2.0,,,,3.0,1.0,,,,,,,,,,
10389735,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,998,M,958901,EUR,969926400,F,70,70,False,18.0,12.0,,,8.0,11.0,5.0,9.0,2.0,,,,,,,70.0,33.0,6.5,11.0,0.1412,0.6492,0.0296172,2,,,,,,3.0,3.0,2.0,1.0,,,,1.0,1.0,,1.0,,,,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,
10389735,home,Clermont Foot,Aïman Maurer,aiman-maurer,A. Maurer,M,29,173,360,M,1146941,EUR,1096070400,F,22,22,False,6.0,4.0,,,2.0,3.0,3.0,4.0,2.0,,,,,,,70.0,17.0,6.8,4.0,0.0376,0.1015,0.0955172,1,,,,,2.0,5.0,4.0,,,,,1.0,2.0,1.0,,2.0,,,,1.0,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,,
