match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialWon,stat_outfielderBlock,stat_unsuccessfulTouch,stat_errorLeadToAShot,stat_penaltyConceded,stat_challengeLost,stat_accurateCross,stat_totalOffside,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_penaltyWon,player_sofascoreId
12530859,home,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190,177,M,236746,EUR,724636800,G,1,1,False,30.0,28.0,3.0,1.0,0.0,27.0,27.0,1.0,3.0,1.0,11.0,1.0,1.0,1.0,2.0,4.0,4.0,90.0,41.0,6.9,2.0,0.00043889,0,-0.6869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530859,home,Kasımpaşa,Cláudio Winck,claudio-winck,C. Winck,D,2,183,184,M,155998,EUR,766368000,D,2,2,False,45.0,37.0,5.0,2.0,0.0,10.0,10.0,27.0,37.0,1.0,1.0,,,,,,,70.0,64.0,6.7,13.0,0.0697714,2,,2.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0859,1.0,,,,,,,,,,,,,,,,
12530859,home,Kasımpaşa,Sadık Çiftpınar,sadik-ciftpinar,S. Çiftpınar,D,5,181,71,M,111811,EUR,725846400,D,5,5,False,76.0,72.0,3.0,3.0,0.0,45.0,47.0,27.0,29.0,3.0,4.0,,,,,,,90.0,87.0,7.0,5.0,0.0232534,1,,,1.0,4.0,7.0,,,,,1.0,3.0,,,1.0,3.0,0.0518,,True,6.0,1.0,1.0,,,,,,,,,,,,
12530859,home,Kasımpaşa,Yasin Özcan,yasin-ozcan,Y. Özcan,D,58,185,1802,M,1392102,EUR,1145491200,D,58,58,False,81.0,69.0,5.0,4.0,0.0,28.0,30.0,41.0,51.0,3.0,3.0,,,,,,,90.0,91.0,6.6,12.0,0.0340564,0,,,3.0,6.0,6.0,,,,,,2.0,3.0,3.0,,4.0,,,,3.0,,,1.0,1.0,,,,,,,,,,
12530859,home,Kasımpaşa,Kévin Rodrigues,kevin-rodrigues,K. Rodrigues,D,77,169,248,M,234232,EUR,762825600,D,77,77,False,76.0,63.0,,,0.0,23.0,24.0,40.0,55.0,,6.0,,,,,,,90.0,107.0,6.9,23.0,0.0751663,0,,3.0,,5.0,12.0,1.0,3.0,2.0,,,,8.0,4.0,1.0,,,,,1.0,,1.0,,,3.0,,,,,,,,,
12530859,home,Kasımpaşa,Loret Sadiku,loret-sadiku,L. Sadiku,M,,180,55,M,143356,EUR,680659200,M,26,26,False,29.0,20.0,5.0,1.0,0.0,11.0,14.0,9.0,15.0,1.0,3.0,,,,,,,45.0,36.0,6.9,9.0,0.0108553,0,,,2.0,3.0,5.0,,,,,,4.0,1.0,1.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,
12530859,home,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182,1246,M,919225,EUR,773107200,M,12,12,False,35.0,31.0,,,1.0,9.0,9.0,25.0,34.0,1.0,3.0,,,,,,,80.0,52.0,7.0,12.0,0.292794,1,,8.0,,4.0,2.0,,2.0,1.0,,1.0,1.0,,,,2.0,0.032,2.0,,1.0,1.0,1.0,,,1.0,3.0,1.0,,,,,,,
12530859,home,Kasımpaşa,Antonín Barák,antonin-barak,A. Barák,M,72,190,779,M,330705,EUR,786412800,M,72,72,False,20.0,17.0,2.0,2.0,0.0,6.0,7.0,11.0,13.0,,2.0,,,,,,,45.0,24.0,6.5,4.0,0.0237887,0,,,1.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
12530859,home,Kasımpaşa,Haris Hajradinović,haris-hajradinovic,H. Hajradinović,M,10,179,1215,M,254979,EUR,761529600,M,10,10,False,49.0,42.0,1.0,1.0,0.0,4.0,5.0,40.0,51.0,,2.0,,,,,,,90.0,74.0,7.4,19.0,0.429547,2,,7.0,1.0,10.0,4.0,2.0,2.0,1.0,1.0,,1.0,2.0,,1.0,3.0,0.1896,4.0,,,1.0,3.0,,,3.0,2.0,1.0,,,1.0,0.2337,,,
12530859,home,Kasımpaşa,Josip Brekalo,josip-brekalo,J. Brekalo,M,7,175,2226,M,357598,EUR,898560000,M,9,9,False,43.0,33.0,4.0,2.0,0.0,6.0,6.0,30.0,40.0,,5.0,,,,,,,90.0,62.0,7.2,15.0,0.357888,2,,3.0,,6.0,5.0,1.0,7.0,4.0,1.0,1.0,,1.0,1.0,,,0.1606,5.0,,,,1.0,,,2.0,3.0,,,,,,,,
12530859,home,Kasımpaşa,Mamadou Fall,mamadou-fall,M. Fall,M,7,184,380,M,822228,EUR,694137600,F,7,7,False,14.0,10.0,1.0,,0.0,5.0,5.0,5.0,9.0,,2.0,,,,,,,90.0,23.0,6.8,7.0,0.00344338,2,,,3.0,4.0,4.0,1.0,,,1.0,1.0,,1.0,,1.0,,0.0944,1.0,,2.0,,2.0,,,,,2.0,,,,,,,
12530859,home,Kasımpaşa,Cafú,cafu,Cafú,M,8,185,212,M,110956,EUR,730684800,M,8,8,True,44.0,42.0,1.0,1.0,0.0,15.0,16.0,27.0,28.0,,2.0,,,,,,,45.0,48.0,6.8,2.0,0.0237146,3,,,,,,,,,2.0,1.0,,,,,,0.1294,,,,,,,,,,,,,,,,,
12530859,home,Kasımpaşa,Aytaç Kara,aytac-kara,A. Kara,M,35,188,161,M,128196,EUR,732844800,M,35,35,True,28.0,24.0,2.0,2.0,0.0,5.0,5.0,19.0,25.0,,3.0,,,,,,,45.0,44.0,7.3,13.0,0.0352092,2,,2.0,,2.0,2.0,2.0,,,,1.0,,1.0,1.0,1.0,,0.4313,,,,,3.0,,,,,,,,1.0,0.9685,1.0,,
12530859,home,Kasımpaşa,Jhon Espinoza,espinoza-jhon,J. Espinoza,D,14,177,133,M,929098,EUR,919814400,D,14,14,True,17.0,13.0,1.0,,0.0,6.0,8.0,7.0,14.0,,3.0,,,,,,,20.0,28.0,6.7,9.0,0.00521779,1,,5.0,1.0,1.0,1.0,,,,1.0,,,,,,,0.0776,,,1.0,,,,,,,,,,,,,,
