match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_unsuccessfulTouch,captain,player_sofascoreId,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAGoal,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_hitWoodwork,stat_ownGoals
11067449,home,Internacional,Sergio Rochet,sergio-rochet,S. Rochet,G,1,190,2554,M,581060,EUR,732844800,G,33,33,False,15.0,12.0,8.0,5.0,11.0,12.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,90.0,22.0,6.6,3.0,0.00040718,0,0.4799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067449,home,Internacional,Fabricio Bustos,fabricio-bustos,F. Bustos,D,16,167,800,M,850023,EUR,830649600,D,16,16,False,52.0,48.0,5.0,3.0,26.0,28.0,22.0,24.0,1.0,4.0,4.0,,,,,90.0,78.0,7.3,5.0,0.010064,1,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0148,0.2975,,,,,,,,,,,,,,,,,,,,,,,
11067449,home,Internacional,Vitão,vitao,Vitão,D,44,185,3503,M,876625,EUR,949449600,D,44,44,False,27.0,22.0,6.0,4.0,18.0,21.0,4.0,6.0,,1.0,4.0,,,,,90.0,31.0,6.5,5.0,0.00081692,0,,3.0,1.0,,,,,2.0,1.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11067449,home,Internacional,Gabriel Mercado,gabriel-mercado,G. Mercado,D,25,180,995,M,128376,EUR,543024000,D,25,25,False,50.0,46.0,4.0,2.0,38.0,39.0,8.0,11.0,3.0,3.0,4.0,,,,,90.0,58.0,6.7,4.0,0.00283415,0,,2.0,1.0,,,,,5.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11067449,home,Internacional,Renê,rene,Renê,D,6,174,1464,M,243113,EUR,716428800,D,6,6,False,83.0,75.0,6.0,5.0,38.0,40.0,37.0,43.0,,2.0,5.0,,1.0,,,90.0,102.0,6.8,14.0,0.0855592,0,,5.0,,,,,,2.0,2.0,1.0,,,,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,
11067449,home,Internacional,Charles Aránguiz,charles-aranguiz,C. Aránguiz,M,20,171,3505,M,18304,EUR,608774400,M,20,20,False,41.0,35.0,1.0,1.0,17.0,20.0,18.0,21.0,1.0,1.0,5.0,,,,,64.0,45.0,6.8,9.0,0.158724,1,,7.0,1.0,,,,,,,,,0.0596,,,3.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11067449,home,Internacional,Johnny Cardoso,johnny,J. Cardoso,M,5,186,5155,M,990169,EUR,1000944000,M,30,30,False,23.0,21.0,1.0,1.0,13.0,13.0,8.0,10.0,1.0,6.0,,,1.0,,,45.0,30.0,7.0,2.0,0.00723174,0,,1.0,,1.0,1.0,,,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11067449,home,Internacional,Mauricio,mauricio,Mauricio,M,18,174,5655,M,986233,EUR,993168000,M,27,27,False,36.0,31.0,3.0,3.0,16.0,18.0,16.0,19.0,,1.0,4.0,,1.0,,,90.0,47.0,8.6,8.0,0.549051,2,,3.0,,,,,,,2.0,,,0.3337,,1.0,2.0,,,,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,
11067449,home,Internacional,Alan Patrick,alan-patrick,A. Patrick,M,10,177,6630,M,124997,EUR,674092800,M,10,10,False,40.0,35.0,4.0,2.0,18.0,18.0,17.0,24.0,,4.0,4.0,,2.0,,,75.0,59.0,7.9,12.0,0.238211,1,,5.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,0.055,0.1301,2.0,1.0,,,,2.0,1.0,,,2.0,,,2.0,True,,,,,,,,,
11067449,home,Internacional,Wanderson,wanderson,Wanderson,M,94,175,1923,M,247483,EUR,781401600,M,11,11,False,27.0,22.0,3.0,2.0,8.0,8.0,14.0,20.0,,5.0,5.0,,1.0,,,71.0,38.0,7.8,9.0,0.0951782,1,,3.0,,3.0,2.0,1.0,1.0,,,2.0,1.0,0.3969,0.6894,,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,,
