match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_fouls,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,captain,stat_dispossessed,stat_unsuccessfulTouch,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_penaltyWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyConceded,stat_penaltyFaced,stat_hitWoodwork,stat_totalOffside
13472823,home,Grêmio,Tiago Volpi,tiago-volpi,T. Volpi,G,18,189,1690,M,243509,EUR,661564800,G,1,1,False,31.0,20.0,20.0,9.0,0.0,16.0,19.0,4.0,12.0,1.0,1.0,8.0,1.0,2.0,1.0,2.0,1.0,1.0,90.0,42.0,7.1,11.0,0.00048842,0,1.1258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472823,home,Grêmio,Gustavo Martins,gustavo-martins,G. Martins,D,53,191,1207,M,1105796,EUR,1029024000,D,53,53,False,26.0,24.0,1.0,1.0,0.0,20.0,20.0,4.0,6.0,1.0,3.0,3.0,,,,,,,54.0,31.0,6.5,3.0,0.00078392,0,,Gustavo Martins,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472823,home,Grêmio,Wagner Leonardo,wagner-leonardo,W. Leonardo,D,3,186,1490,M,976235,EUR,932688000,D,3,3,False,35.0,30.0,5.0,3.0,0.0,27.0,28.0,3.0,7.0,4.0,1.0,1.0,,,,,,,90.0,39.0,6.6,5.0,0.00083017,0,,,,4.0,5.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
13472823,home,Grêmio,Walter Kannemann,walter-kannemann,W. Kannemann,D,4,183,2119,M,249647,EUR,668908800,D,4,4,False,51.0,36.0,13.0,4.0,0.0,28.0,31.0,8.0,20.0,7.0,8.0,,1.0,,,,,,90.0,69.0,6.9,17.0,0.00329079,0,,,,6.0,5.0,3.0,1.0,2.0,1.0,True,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
13472823,home,Grêmio,Marlon,marlon,Marlon,D,23,178,1921,M,870787,EUR,864086400,D,23,23,False,36.0,27.0,1.0,,0.0,16.0,20.0,11.0,16.0,12.0,2.0,4.0,4.0,,,,,,90.0,70.0,7.2,16.0,0.18361,1,,,,1.0,7.0,2.0,1.0,,1.0,,1.0,1.0,2.0,1.0,4.0,2.0,1.0,5.0,3.0,0.0616,,,,,,,,,,,,,,
13472823,home,Grêmio,Mathias Villasanti,mathias-villasanti,M. Villasanti,M,20,178,2843,M,1139775,EUR,854064000,M,20,20,False,40.0,33.0,2.0,1.0,0.0,19.0,22.0,14.0,18.0,8.0,4.0,7.0,3.0,,,,,,90.0,59.0,7.2,8.0,0.0344912,0,,,,,7.0,4.0,1.0,,4.0,,,,,1.0,3.0,2.0,,3.0,1.0,,1.0,,,,,,,,,,,,,
13472823,home,Grêmio,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,17,17,False,28.0,23.0,,,0.0,17.0,19.0,6.0,9.0,3.0,2.0,2.0,,,,,,,90.0,39.0,6.7,6.0,0.00222198,0,,,,1.0,2.0,1.0,,,2.0,,,1.0,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,,
13472823,home,Grêmio,Cristian Olivera,cristian-olivera,C. Olivera,M,99,170,1981,M,1068987,EUR,1019001600,M,99,99,False,22.0,19.0,,,0.0,4.0,5.0,15.0,17.0,7.0,1.0,2.0,4.0,,,,,,90.0,45.0,6.9,12.0,0.0898257,1,,Cristian Olivera,,,12.0,6.0,3.0,,,,1.0,3.0,3.0,,6.0,2.0,1.0,1.0,,0.1118,1.0,2.0,1.0,,,,,,,,,,,
13472823,home,Grêmio,Alysson,alysson-edward-franco-da-rocha,Alysson,M,47,184,2252,M,1631879,EUR,1146787200,M,47,47,False,23.0,16.0,1.0,,0.0,6.0,8.0,10.0,15.0,14.0,,10.0,8.0,,,,,,82.0,53.0,7.7,17.0,0.00816587,2,,Alysson Edward Franco da Rocha,,3.0,7.0,2.0,2.0,,,,1.0,5.0,,,3.0,,1.0,4.0,2.0,0.3899,1.0,,1.0,1.0,2.0,1.0,,,,,,,,
13472823,home,Grêmio,Riquelme Freitas,riquelme-freitas-dos-santos,Riquelme,M,65,181,656,M,1634619,EUR,1155340800,M,65,65,False,25.0,20.0,2.0,2.0,0.0,12.0,14.0,8.0,11.0,4.0,,4.0,1.0,,,,,,66.0,37.0,6.9,8.0,0.0800142,0,,Riquelme Freitas,,1.0,5.0,1.0,1.0,,,,,1.0,1.0,1.0,4.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,
