match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,captain,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_wasFouled,stat_fouls,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_goals
12530886,home,Antalyaspor,Kenan Pirić,kenan-piric,K. Pirić,G,13,193,309,M,840898,EUR,773539200,G,13,13,False,32.0,21.0,16.0,6.0,0.0,18.0,21.0,3.0,11.0,1.0,1.0,18.0,1.0,5.0,5.0,90.0,50.0,7.6,11.0,0.00049358,0,0.4641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530886,home,Antalyaspor,Mert Yilmaz,mert-yilmaz,M. Yilmaz,D,27,174,32,M,881966,EUR,920851200,D,27,27,False,11.0,9.0,1.0,1.0,0.0,4.0,5.0,5.0,6.0,,,,,,,30.0,17.0,6.5,6.0,0.00070759,0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12530886,home,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,44.0,41.0,5.0,3.0,0.0,32.0,34.0,9.0,10.0,1.0,4.0,6.0,,,,87.0,60.0,6.8,4.0,0.00344455,0,,,,5.0,,,True,1.0,2.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12530886,home,Antalyaspor,Thalisson Kelven,thalisson-kelven,T. Kelven,D,2,184,112,M,863277,EUR,894499200,D,2,2,False,40.0,33.0,5.0,3.0,0.0,28.0,31.0,5.0,9.0,1.0,8.0,8.0,,,,90.0,59.0,7.2,8.0,0.0027132,0,,,,3.0,2.0,,,6.0,,,3.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
12530886,home,Antalyaspor,Güray Vural,guray-vural,G. Vural,D,77,177,69,M,43559,EUR,581990400,D,11,11,False,34.0,28.0,2.0,1.0,0.0,15.0,18.0,15.0,22.0,,1.0,11.0,,,,90.0,67.0,5.7,19.0,0.0516,2,,,,1.0,,3.0,,9.0,3.0,1.0,2.0,,,,3.0,2.0,,2.0,6.0,2.0,1.0,2.0,1.0,0.0137,1.0,,,,,,
12530886,home,Antalyaspor,Erdal Rakip,erdal-rakip,E. Rakip,M,,179,73,M,319871,EUR,824169600,M,6,6,False,15.0,11.0,,,0.0,5.0,6.0,6.0,9.0,,1.0,1.0,,,,64.0,28.0,6.5,8.0,0.00835937,1,,,,,,3.0,,4.0,,,1.0,1.0,,1.0,2.0,1.0,,1.0,,,,,,0.0466,,1.0,0.3959,,,,
12530886,home,Antalyaspor,Oleksandr Petrusenko,oleksandr-petrusenko,O. Petrusenko,M,16,181,116,M,906673,EUR,890870400,M,16,16,False,55.0,53.0,3.0,3.0,0.0,30.0,31.0,23.0,24.0,1.0,3.0,10.0,,,,90.0,62.0,7.0,3.0,0.0164886,0,,Oleksandr,Petrusenko,4.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
12530886,home,Antalyaspor,Andros Townsend,andros-townsend,A. Townsend,F,30,181,595,M,47992,EUR,679622400,M,25,25,False,9.0,7.0,1.0,,0.0,1.0,2.0,6.0,9.0,,1.0,1.0,,,,45.0,16.0,6.5,6.0,0.00182854,1,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,0.032,,,,1.0,,,
12530886,home,Antalyaspor,Sam Larsson,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,M,10,10,False,51.0,40.0,1.0,1.0,0.0,15.0,21.0,26.0,31.0,,5.0,4.0,,,,90.0,72.0,6.6,22.0,0.114521,1,,,,,,4.0,,6.0,9.0,4.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,0.0168,3.0,1.0,0.0866,,,,
12530886,home,Antalyaspor,Sander van de Streek,sander-van-de-streek,S. v. d. Streek,M,22,180,186,M,220155,EUR,732931200,M,22,22,False,8.0,6.0,2.0,1.0,0.0,4.0,4.0,3.0,5.0,1.0,2.0,1.0,,,,45.0,18.0,6.3,6.0,0.023842,1,,,,1.0,,1.0,,5.0,3.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,0.054,,,,,1.0,,
12530886,home,Antalyaspor,Braian Samudio,braian-samudio,B. Samudio,F,18,180,162,M,892933,EUR,819676800,F,81,81,False,36.0,23.0,4.0,2.0,0.0,7.0,8.0,16.0,31.0,1.0,4.0,5.0,,,,90.0,52.0,6.8,19.0,0.0331317,3,,,,1.0,,,,9.0,2.0,1.0,,2.0,2.0,4.0,2.0,1.0,,2.0,3.0,,,,2.0,0.0641,1.0,1.0,0.0755,2.0,,,
12530886,home,Antalyaspor,Erdoğan Yeşilyurt,erdogan-yesilyurt,E. Yeşilyurt,D,17,178,77,M,142541,EUR,752544000,M,17,17,True,29.0,21.0,5.0,3.0,0.0,10.0,11.0,11.0,20.0,1.0,5.0,3.0,,,,60.0,50.0,6.8,17.0,0.0117799,1,,,,,,2.0,,4.0,2.0,,1.0,3.0,3.0,1.0,1.0,,1.0,,2.0,,,,,0.0156,,1.0,0.0451,,,,
12530886,home,Antalyaspor,Moussa Djenepo,moussa-djenepo,M. Djenepo,F,12,177,2119,M,869910,EUR,897868800,F,12,12,True,10.0,8.0,,,0.0,3.0,4.0,6.0,7.0,,9.0,2.0,,,,45.0,30.0,6.8,11.0,0.103096,0,,,,,,4.0,,7.0,9.0,5.0,,2.0,2.0,,,1.0,2.0,2.0,1.0,1.0,,,,,1.0,,,,,,
12530886,home,Antalyaspor,Adolfo Gaich,adolfo-gaich,A. Gaich,F,19,189,842,M,940692,EUR,919987200,F,9,9,True,10.0,7.0,1.0,1.0,0.0,3.0,4.0,5.0,7.0,,,1.0,,,,45.0,17.0,6.7,5.0,0.0714213,2,,,,,,2.0,,1.0,,,,,,1.0,,,,,1.0,1.0,,2.0,1.0,0.0891,,,,,,,
12530886,home,Antalyaspor,Jakub Kałuziński,jakub-kaluzinski,J. Kałuziński,M,18,185,896,M,1019026,EUR,1036022400,M,18,18,True,19.0,19.0,2.0,2.0,0.0,9.0,9.0,10.0,13.0,,,2.0,,,,26.0,25.0,6.7,4.0,0.0137166,0,,,,1.0,,,,2.0,,,1.0,,,,1.0,1.0,,,3.0,,,,,,1.0,,,,,,
12530886,home,Antalyaspor,Emre Uzun,uzun-emre,E. Uzun,M,11,177,141,M,1212159,EUR,1119225600,M,20,20,True,3.0,3.0,,,0.0,,,3.0,3.0,,,,,,,11.0,3.0,6.3,,0.00173691,0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,
12530886,home,Antalyaspor,Abdullah Yiğiter,abdullah-yigiter,A. Yiğiter,G,21,189,39,M,827515,EUR,951004800,G,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
