match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_keyPass,captain,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_fouls,player_firstName,stat_outfielderBlock,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,player_lastName,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_goals
13981441,home,Pisa,Adrian Šemper,adrian-semper,A. Šemper,G,1,192.0,752,M,814876,EUR,884563200,G,1,1,False,33.0,17.0,25.0,9.0,0.0,11.0,16.0,6.0,17.0,1.0,4.0,1.0,1.0,2.0,4.0,90.0,41.0,6.7,17.0,0.0013213,0.2795,0,-0.1929,0.06,0.0,-0.07,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981441,home,Pisa,Simone Canestrelli,canestrelli-simone,S. Canestrelli,D,5,192.0,454,M,911355,EUR,968630400,D,5,5,False,21.0,16.0,3.0,1.0,0.0,12.0,15.0,4.0,6.0,4.0,5.0,1.0,,,,90.0,40.0,7.1,7.0,0.00351704,,0,,0.05,-0.25,0.42,,1.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
13981441,home,Pisa,Antonio Caracciolo,antonio-caracciolo,A. Caracciolo,D,4,185.0,258,M,116666,EUR,646704000,D,4,4,False,26.0,20.0,1.0,,0.0,19.0,22.0,1.0,4.0,8.0,6.0,1.0,,,,90.0,50.0,6.6,7.0,0.00048456,,0,,-0.03,0.03,-0.07,,,5.0,10.0,,10.0,2.0,1.0,,True,5.0,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,
13981441,home,Pisa,Mateus Lusuardi,mateus-lusuardi,M. Lusuardi,D,47,190.0,266,M,1525361,EUR,1073520000,D,47,47,False,21.0,15.0,5.0,3.0,0.0,11.0,13.0,4.0,8.0,4.0,2.0,,,,,64.0,28.0,7.0,6.0,0.00872817,,0,,0.11,0.04,0.28,,,4.0,3.0,,5.0,,,,,1.0,1.0,,,1.0,Mateus Lusuardi,2.0,,,,,,,,,,,,,,,
13981441,home,Pisa,Idrissa Touré,idrissa-toure,I. Touré,M,15,187.0,833,M,826326,EUR,893808000,M,15,15,False,19.0,15.0,2.0,1.0,0.0,7.0,8.0,8.0,11.0,5.0,3.0,2.0,,,,90.0,48.0,7.4,11.0,0.282442,,0,,0.49,0.22,0.19,,3.0,1.0,7.0,2.0,2.0,1.0,,1.0,,3.0,2.0,,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,
13981441,home,Pisa,Marius Marin,marius-marin,M. Marin,M,6,182.0,1399,M,797596,EUR,904435200,M,6,6,False,20.0,8.0,5.0,,0.0,4.0,10.0,4.0,10.0,9.0,4.0,3.0,,,,83.0,44.0,6.6,16.0,0.00383849,,0,,-0.14,-0.19,0.0,,1.0,1.0,7.0,1.0,2.0,5.0,3.0,,,1.0,2.0,1.0,1.0,2.0,,1.0,,,,1.0,,,,,,,,,,,
13981441,home,Pisa,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182.0,1236,M,850891,EUR,852508800,M,20,20,False,43.0,34.0,4.0,2.0,0.0,21.0,26.0,13.0,17.0,7.0,10.0,,,,,90.0,63.0,7.0,11.0,0.0199888,,2,,0.11,0.26,-0.06,,,,4.0,2.0,1.0,6.0,4.0,1.0,,,2.0,,3.0,1.0,,,,1.0,1.0,1.0,2.0,0.0966,-0.36,,,,,,,,
13981441,home,Pisa,Matteo Tramoni,matteo-tramoni,M. Tramoni,F,10,175.0,1168,M,887275,EUR,948326400,M,10,10,False,9.0,6.0,1.0,,0.0,2.0,3.0,4.0,6.0,1.0,3.0,,,,,64.0,19.0,6.5,6.0,0.00651925,,0,,0.13,-0.32,-0.04,,1.0,,3.0,1.0,2.0,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,
13981441,home,Pisa,Samuele Angori,samuele-angori,S. Angori,M,3,184.0,664,M,1174457,EUR,1065484800,M,3,3,False,13.0,6.0,3.0,1.0,0.0,2.0,6.0,4.0,7.0,1.0,2.0,,,,,82.0,28.0,6.3,13.0,0.00289703,,0,,-0.04,0.01,-0.1,,2.0,,4.0,,2.0,1.0,,,,2.0,2.0,,1.0,,,,,,,1.0,,,,,,,,,,,
13981441,home,Pisa,Stefano Moreo,stefano-moreo,S. Moreo,F,32,191.0,621,M,346948,EUR,741398400,F,32,32,False,11.0,7.0,,,0.0,1.0,2.0,6.0,9.0,2.0,1.0,1.0,,,,65.0,16.0,6.4,5.0,0.00321228,,0,,-0.04,-0.37,-0.05,,,1.0,4.0,,2.0,,,,,2.0,2.0,,,,,,,,,1.0,,,,,2.0,,,,,,
