match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_punches,stat_errorLeadToAGoal
14109773,home,Gaziantep FK,Karamba Gassama,karamba-gassama,K. Gassama,M,17,173.0,80,M,1528256,EUR,1104624000,M,17,17,True,4.0,2.0,2.0,1.0,0.0,,2.0,2.0,2.0,,,1.0,,,,,14.0,10.0,6.6,4.0,0.0440462,16.018653896857,2.0,3.15,5.46,,,,0,,0.18,0.01,-0.02,,2.0,,1.0,,1.0,,,,,,,,,,,Karamba Gassama,,,2.0,1.0,,,,,,1.0,,,,,,,,
14109773,home,Gaziantep FK,Mustafa Burak Bozan,bozan-mustafa-burak,M. B. Bozan,G,71,196.0,107,M,934201,EUR,966988800,G,71,71,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109773,home,Gaziantep FK,Mervan Müjdeci,mervan-mujdeci,M. Müjdeci,M,83,,1,M,2335208,EUR,1199145600,D,83,83,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Mervan,Müjdeci,,,,,,,,,,,,,,,,,
14109773,home,Gaziantep FK,Victor Ntino-Emo Gidado,victor-ntino-emo-gidado,V. N. Gidado,M,8,,93,M,1632791,EUR,1089763200,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109773,home,Gaziantep FK,Christophe Lungoyi,christophe-lungoyi,C. Lungoyi,F,11,180.0,197,M,883355,EUR,962668800,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109773,home,Gaziantep FK,Ali Osman Kalın,kaln-ali-osman,A. O. Kalın,F,26,,15,M,2161813,EUR,1206230400,F,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109773,home,Gaziantep FK,Muhammet Akmelek,muhammet-akmelek,M. Akmelek,F,85,185.0,7,M,2405904,EUR,1244246400,M,85,85,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Muhammet Akmelek,,,,,,,,,,,,,,,,,,
14109773,away,Konyaspor,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190.0,97,M,807289,EUR,821750400,G,13,13,False,30.0,19.0,19.0,8.0,0.0,15.0,20.0,4.0,10.0,2.0,7.0,,,1.0,2.0,2.0,90.0,39.0,6.6,11.0,0.00413039,52.499631389209,8.0,38.955,9.45,,,0.0158,0,-0.7287,0.11,0.01,-0.08,-0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
14109773,away,Konyaspor,Jo Jin-ho,jin-ho-jo,J. Jo,M,21,172.0,550,M,1019710,EUR,1057795200,D,21,21,False,17.0,15.0,1.0,,0.0,7.0,9.0,8.0,8.0,1.0,2.0,2.0,,,,,56.0,40.0,6.5,8.0,0.00616059,83.789921112896,9.0,22.26,32.025,32.073765743985,1.0,,0,,0.04,0.01,-0.16,,,,7.0,8.0,1.0,,,,1.0,6.0,3.0,2.0,4.0,,,,,2.0,,,1.0,,,,,,,,,,,,,
14109773,away,Konyaspor,Uğurcan Yazğılı,ugurcan-yazgili,U. Yazğılı,D,5,184.0,99,M,904303,EUR,923616000,D,5,5,False,64.0,59.0,9.0,6.0,0.0,38.0,39.0,21.0,25.0,1.0,4.0,,,,,,90.0,74.0,7.1,5.0,0.0423271,70.567620985324,10.0,22.68,15.855,,,,0,,0.34,0.03,-0.11,,,1.0,3.0,4.0,,,,,3.0,3.0,2.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,
14109773,away,Konyaspor,Adil Demirbağ,adil-demirbag,A. Demirbağ,D,4,182.0,168,M,787949,EUR,881712000,D,4,4,False,50.0,43.0,10.0,6.0,0.0,30.0,32.0,13.0,18.0,4.0,3.0,,,,,,90.0,65.0,6.7,8.0,0.00361229,68.964364468842,9.0,26.145,10.605,,,,0,,0.08,0.03,-0.14,,1.0,2.0,3.0,5.0,,,,,4.0,1.0,,2.0,1.0,,,,,2.0,,,,,,,,,True,,,,,,,
14109773,away,Konyaspor,Arif Boşluk,arif-bosluk,A. Boşluk,D,24,183.0,173,M,1138095,EUR,1054857600,D,24,24,False,24.0,19.0,4.0,2.0,0.0,6.0,6.0,13.0,18.0,6.0,1.0,,,,,,69.0,44.0,6.4,6.0,0.00535988,60.260148021817,8.0,41.79,16.485,,,,0,,0.16,0.02,-0.41,,,2.0,1.0,5.0,,2.0,1.0,,3.0,2.0,2.0,,,,,Arif Bosluk,,,,,,,,,,1.0,,,,,,,,1.0
14109773,away,Konyaspor,Morten Bjørlo,morten-bjorlo,M. Bjorlo,M,42,176.0,156,M,921358,EUR,812764800,M,42,42,False,36.0,30.0,3.0,3.0,0.0,7.0,8.0,23.0,28.0,5.0,2.0,1.0,,,,,90.0,50.0,6.7,10.0,0.0365674,90.526295139112,12.0,36.225,9.87,,,,1,,-0.2,0.03,0.29,,1.0,2.0,4.0,3.0,,2.0,,,,,,1.0,1.0,0.021,-0.08,,,1.0,1.0,,,,,,,,,1.0,,,,,,
14109773,away,Konyaspor,Berkan Kutlu,berkan-kutlu,B. Kutlu,M,18,186.0,2127,M,992912,EUR,885686400,M,18,18,False,52.0,46.0,6.0,3.0,0.0,27.0,28.0,19.0,24.0,1.0,11.0,,,,,,90.0,64.0,7.2,9.0,0.0832486,114.66665083799,12.0,60.48,20.16,33.894059195416,2.0,,0,,0.31,0.14,-0.01,,,,4.0,3.0,1.0,1.0,1.0,,1.0,,,2.0,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,
14109773,away,Konyaspor,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175.0,292,M,252207,EUR,728265600,M,9,9,False,41.0,37.0,2.0,2.0,1.0,15.0,16.0,22.0,25.0,,4.0,1.0,,,,,89.0,66.0,7.8,16.0,0.980848,163.01574310594,19.0,-15.015,22.89,23.027860430357,1.0,,0,,0.69,-0.07,-0.1,,7.0,2.0,8.0,9.0,1.0,5.0,2.0,,,1.0,1.0,4.0,1.0,,,,,1.0,,1.0,2.0,2.0,,,,2.0,,,,,,,,
14109773,away,Konyaspor,Sander Svendsen,sander-svendsen,S. Svendsen,M,32,172.0,175,M,327053,EUR,870825600,M,32,32,False,7.0,5.0,1.0,,0.0,2.0,2.0,3.0,5.0,1.0,2.0,3.0,,,,,45.0,13.0,6.4,6.0,0.00166419,31.584724250697,3.0,16.905,17.325,,,,1,,-0.05,0.2,-0.04,,,,2.0,,,,,,,,,,1.0,0.0309,-0.17,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,
14109773,away,Konyaspor,Jackson Muleka,jackson-muleka,J. Muleka,F,40,180.0,3687,M,927649,EUR,938995200,M,40,40,False,25.0,19.0,3.0,2.0,0.0,8.0,8.0,11.0,17.0,,2.0,6.0,,,,,90.0,49.0,6.7,15.0,0.019719,148.34931677236,12.0,60.48,17.955,33.983439709934,2.0,,3,,-0.2,0.26,-0.03,,1.0,4.0,2.0,10.0,,2.0,2.0,1.0,2.0,3.0,,1.0,2.0,0.2125,-0.62,,,1.0,1.0,,,,2.0,,0.1757,,,,,,,1.0,,
14109773,away,Konyaspor,Umut Nayir,mehmet-umut-nayir,U. Nayir,F,18,191.0,738,M,284767,EUR,741225600,F,22,22,False,10.0,8.0,,,0.0,1.0,1.0,7.0,9.0,3.0,1.0,1.0,,,,,70.0,18.0,7.0,4.0,0.00382252,31.805201841995,4.0,10.815,10.92,,,,0,,-0.16,0.06,0.29,,,4.0,3.0,7.0,,2.0,1.0,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,
14109773,away,Konyaspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172.0,1009,M,355024,EUR,804643200,M,10,10,True,13.0,13.0,1.0,1.0,0.0,5.0,5.0,8.0,8.0,,,1.0,,,,,45.0,26.0,7.1,3.0,0.2016,18.517405518466,4.0,-13.125,-1.785,,,,3,,0.33,-0.28,0.16,,4.0,1.0,2.0,3.0,,,,1.0,,2.0,1.0,,1.0,0.1542,-0.01,,,1.0,,2.0,,,2.0,,0.1459,3.0,,,,,,,,
14109773,away,Konyaspor,Yhoan Andzouana,yhoan-andzouana,Y. Andzouana,D,23,179.0,261,M,605548,EUR,850435200,D,23,23,True,14.0,12.0,,,0.0,6.0,7.0,6.0,7.0,1.0,2.0,1.0,,,,,34.0,21.0,6.7,4.0,0.00834983,37.569395094865,3.0,3.36,12.705,,,,1,,-0.03,0.03,-0.01,,,,,,,,,,,,,,,0.017,-0.06,,,,,,,,,,,,,1.0,,,,,,
14109773,away,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179.0,254,M,224112,EUR,638928000,D,12,12,True,22.0,19.0,3.0,2.0,0.0,7.0,7.0,12.0,15.0,,2.0,,,,,,21.0,32.0,6.9,4.0,0.0234888,20.622171069156,3.0,19.005,11.025,,,,0,,0.07,0.06,0.0,,2.0,,1.0,2.0,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,
14109773,away,Konyaspor,Blaž Kramer,blaz-kramer,B. Kramer,F,99,191.0,607,M,804405,EUR,833587200,F,99,99,True,6.0,5.0,,,0.0,,,5.0,6.0,1.0,2.0,1.0,,,,,20.0,15.0,7.4,4.0,0.00467554,30.124605102921,3.0,-13.545,1.05,,,,2,,-0.14,0.05,0.16,,1.0,,1.0,2.0,,,,,,1.0,,1.0,,0.6434,0.46,,,,,,1.0,,2.0,1.0,1.1781,,,,,,,,,
14109773,away,Konyaspor,Muhammet Tunahan Taşçı,muhammet-tunahan-tasci,M. T. Tasci,F,7,172.0,136,M,980612,EUR,1020038400,F,7,7,True,1.0,1.0,,,0.0,,,1.0,1.0,,,1.0,,,,,1.0,4.0,,2.0,0.00126804,3.8575413153977,1.0,-0.94499999999998,-0.94499999999998,,,,0,,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109773,away,Konyaspor,Deniz Ertaş,deniz-ertas,D. Ertaş,G,1,194.0,250,M,1195772,EUR,1111276800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Deniz Ertas,,,,,,,,,,,,,,,,,,
14109773,away,Konyaspor,Riechedly Bazoer,riechedly-bazoer,R. Bazoer,D,20,184.0,356,M,227196,EUR,845078400,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109773,away,Konyaspor,Yasir Subaşı,yasir-subasi,Y. Subaşı,D,3,180.0,51,M,796555,EUR,820454400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109773,away,Konyaspor,Marko Jevtović,marko-jevtovic,M. Jevtović,M,16,194.0,134,M,310068,EUR,743472000,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109773,away,Konyaspor,Melih İbrahimoğlu,melih-ibrahimoglu,M. Ibrahimoglu,M,77,175.0,134,M,998462,EUR,963792000,M,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
