match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_bigChanceCreated,stat_wasFouled,stat_unsuccessfulTouch,stat_totalOffside,player_firstName,player_lastName,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goalAssist,stat_goals,stat_shotOffTarget,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_errorLeadToAGoal
10385436,home,Brighton & Hove Albion,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,33.0,27.0,7.0,2.0,27.0,31.0,2.0,1.0,2.0,11.0,1.0,1.0,2.0,2.0,90.0,46.0,7.5,7.0,0.0,0.0,5.102e-05,0,0.6867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385436,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4733,M,pascalgross65,48480,EUR,676944000,D,13,13,False,72.0,63.0,7.0,3.0,45.0,48.0,34.0,4.0,1.0,3.0,3.0,,,,90.0,101.0,7.1,18.0,0.0,0.0,0.160396,0,,20.0,10.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10385436,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,,115365,EUR,690681600,D,5,5,False,90.0,84.0,8.0,4.0,71.0,73.0,17.0,2.0,1.0,8.0,2.0,,,,89.0,97.0,6.9,7.0,0.0,0.0,0.0070878,0,,13.0,,,,3.0,,,1.0,1.0,,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10385436,home,Brighton & Hove Albion,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,6,6,False,96.0,89.0,3.0,2.0,76.0,81.0,15.0,3.0,2.0,8.0,,,,,90.0,101.0,7.5,7.0,0.0,0.0,0.100362,0,,13.0,,,2.0,1.0,,,,,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
10385436,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,pervisestupinan,805465,EUR,885340800,D,30,30,False,69.0,56.0,1.0,1.0,26.0,29.0,40.0,2.0,,8.0,1.0,,,,90.0,85.0,6.9,16.0,0.0,0.0,0.0249221,0,,30.0,,,,4.0,,2.0,1.0,2.0,1.0,,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,
10385436,home,Brighton & Hove Albion,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,85.0,76.0,5.0,5.0,58.0,66.0,19.0,6.0,,11.0,3.0,,,,90.0,96.0,7.2,11.0,0.0,0.0,0.0347721,0,,18.0,,,1.0,4.0,1.0,1.0,3.0,1.0,1.0,,1.0,,,,1.0,,,,,2.0,1.0,,,,,,,,,,
10385436,home,Brighton & Hove Albion,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,66.0,60.0,1.0,1.0,32.0,34.0,33.0,5.0,,7.0,1.0,,,,83.0,76.0,7.2,10.0,0.1332,0.0734,0.0556349,2,,28.0,1.0,,2.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,
10385436,home,Brighton & Hove Albion,Solly March,solly-march,S. March,M,7,180,1255,M,,301288,EUR,774662400,M,7,7,False,27.0,24.0,2.0,2.0,6.0,7.0,24.0,3.0,,5.0,1.0,,,,90.0,50.0,8.7,17.0,0.7921,1.4791,0.171964,4,,18.0,4.0,,,13.0,4.0,,,3.0,4.0,,,1.0,,1.0,1.0,1.0,2.0,,,6.0,1.0,3.0,1.0,1.0,2.0,,,,,,
10385436,home,Brighton & Hove Albion,Adam Lallana,adam-lallana,A. Lallana,M,10,172,1210,M,,17054,EUR,579225600,M,14,14,False,24.0,19.0,1.0,,6.0,7.0,17.0,2.0,,,1.0,,,,66.0,34.0,6.7,9.0,0.0708,0.0,0.0847795,1,,13.0,,,,2.0,,,,,2.0,,,,,,1.0,1.0,,,,2.0,,,,,,1.0,,,,,
10385436,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,KaoruM,936849,EUR,864086400,M,22,22,False,36.0,31.0,1.0,1.0,11.0,11.0,26.0,5.0,,1.0,,,,,89.0,50.0,6.8,9.0,0.2491,0.0364,0.0705937,4,,20.0,1.0,,,,2.0,,,,,,,,,,3.0,2.0,1.0,,,,2.0,1.0,2.0,,,1.0,1.0,,,,
10385436,home,Brighton & Hove Albion,Evan Ferguson,evan-ferguson,E. Ferguson,F,11,188,8346,M,EvanFerguson9,999231,EUR,1098144000,F,28,28,False,12.0,9.0,,,3.0,5.0,7.0,4.0,,,,,,,66.0,26.0,7.1,8.0,0.0697,0.0267,0.203942,1,,6.0,,,1.0,4.0,2.0,1.0,,,2.0,,1.0,,,,1.0,2.0,,,,3.0,2.0,1.0,,1.0,,,,,,,
