match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_fouls,stat_expectedGoals,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceCreated,stat_hitWoodwork,stat_errorLeadToAShot,stat_totalOffside,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_goals,stat_dispossessed
12501517,home,Lazio,Christos Mandas,christos-mandas,C. Mandas,G,35,189,1760,M,913762,EUR,1000684800,G,35,35,False,18.0,14.0,6.0,3.0,0.0,12.0,14.0,2.0,4.0,1.0,5.0,1.0,2.0,3.0,3.0,90.0,24.0,6.8,4.0,0.00036493,0,-0.5066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501517,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,False,20.0,19.0,,,0.0,10.0,10.0,10.0,15.0,1.0,1.0,,,,,45.0,34.0,6.7,6.0,0.0272772,0,,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501517,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183,1766,M,965828,EUR,967507200,D,34,34,False,92.0,84.0,12.0,8.0,0.0,29.0,32.0,55.0,61.0,3.0,10.0,,,,,90.0,103.0,6.6,10.0,0.12338,1,,1.0,,4.0,,,2.0,1.0,1.0,1.0,,,3.0,2.0,7.0,2.0,1.0,1.0,2.0,0.0266,,,,,,,,,,,,,,,,,
12501517,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,54.0,49.0,1.0,,0.0,15.0,17.0,34.0,37.0,4.0,,,,,,90.0,66.0,7.1,5.0,0.0122289,2,,,,8.0,,,,,,,,,7.0,7.0,10.0,,,,3.0,0.1571,1.0,1.0,1.0,1.0,2.0,0.1897,,,,,,,,,,,
12501517,home,Lazio,Nuno Tavares,nuno-tavares,N. Tavares,D,17,185,4853,M,944973,EUR,948844800,D,30,30,False,38.0,31.0,1.0,,0.0,9.0,10.0,25.0,40.0,2.0,2.0,,,,,73.0,74.0,6.8,24.0,0.480771,1,,12.0,3.0,6.0,7.0,3.0,,,3.0,2.0,,,,2.0,6.0,1.0,,,1.0,0.0188,1.0,,,1.0,1.0,,nuno_tavares71,1.0,1.0,1.0,,,,,,,
12501517,home,Lazio,Nicolò Rovella,nicolo-rovella,N. Rovella,M,6,179,2966,M,937324,EUR,1007424000,M,6,6,False,58.0,53.0,4.0,4.0,0.0,17.0,17.0,36.0,44.0,,3.0,,,,,76.0,69.0,7.3,8.0,0.0283414,1,,3.0,,5.0,,,2.0,2.0,,1.0,,,,,3.0,1.0,1.0,,2.0,0.1097,,,,,3.0,,,,,,,,,,,,
12501517,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,8,8,False,71.0,64.0,3.0,2.0,0.0,14.0,16.0,50.0,56.0,2.0,5.0,,,,,90.0,85.0,7.4,11.0,0.0620538,1,,1.0,,4.0,1.0,,1.0,1.0,2.0,1.0,,,,,2.0,1.0,,,,0.0634,,1.0,,1.0,3.0,0.2462,MatteoGuendouzi,,,,,,,,,,
12501517,home,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181,3333,M,976381,EUR,987638400,M,18,18,False,13.0,12.0,,,0.0,3.0,3.0,9.0,11.0,,2.0,,,,,45.0,23.0,6.6,6.0,0.00576704,0,,1.0,,1.0,,,,,3.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
12501517,home,Lazio,Boulaye Dia,dia-boulaye,B. Dia,F,19,180,11046,M,960080,EUR,848102400,M,19,19,False,16.0,13.0,,,0.0,4.0,4.0,9.0,12.0,,1.0,,,,,90.0,25.0,6.9,4.0,0.00366248,2,,,,1.0,,,,,1.0,1.0,,,3.0,1.0,3.0,,1.0,,,0.2153,1.0,,,1.0,,,boulaye_dia,,,,1.0,,,,,,
12501517,home,Lazio,Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,M,10,176,4751,M,293581,EUR,803260800,M,10,10,False,32.0,27.0,1.0,1.0,0.0,4.0,4.0,26.0,36.0,1.0,3.0,,,,,77.0,50.0,7.4,11.0,0.118833,0,,8.0,3.0,5.0,1.0,1.0,1.0,1.0,,3.0,,,2.0,2.0,3.0,1.0,,,,,,,,,1.0,,,,,,,True,,,,,
