match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_dispossessed,stat_blockedScoringAttempt,stat_lastManTackle,player_sofascoreId,stat_keyPass,stat_totalCross,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_fouls,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_punches,stat_clearanceOffLine,stat_totalOffside,stat_hitWoodwork
11541296,home,Bologna,Sydney van Hooijdonk,sydney-van-hooijdonk,S. v. Hooijdonk,F,20,190,709,M,943595,EUR,949795200,F,77,77,False,11.0,7.0,,,3.0,4.0,8.0,,1.0,,,,90.0,25.0,7.2,8.0,3,5.0,3.0,6.0,6.0,1.0,,,,,3.0,3.0,3.0,1.0,,,,1.0,1.0,,,,1.0,,1.0,2.0,1.0,Sydney,van Hooijdonk,1.0,,1.0,,,,
11541296,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1912,M,115516,EUR,703296000,M,8,8,True,30.0,27.0,2.0,1.0,14.0,16.0,14.0,1.0,1.0,,,,26.0,36.0,6.6,4.0,0,13.0,,1.0,2.0,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
11541296,home,Bologna,Kacper Urbański,kacper-urbanski,K. Urbański,M,82,182,5337,M,1012383,EUR,1094515200,M,82,82,True,18.0,16.0,,,4.0,4.0,14.0,,2.0,,,,26.0,22.0,7.0,2.0,0,12.0,,1.0,2.0,1.0,1.0,,,,,1.0,,,,,kacper_urbanski10,,,1.0,1.0,,,,,,,,,,,,,,,
11541296,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188,699,M,98212,EUR,751248000,D,22,22,True,23.0,22.0,2.0,1.0,12.0,12.0,11.0,1.0,1.0,,,,14.0,26.0,7.0,1.0,1,10.0,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,
11541296,home,Bologna,Tommaso Corazza,corazza-tommaso,T. Corazza,M,27,174,264,M,1137366,EUR,1088467200,D,16,16,True,8.0,8.0,1.0,1.0,4.0,4.0,4.0,1.0,,,,,13.0,14.0,6.7,2.0,0,4.0,1.0,2.0,2.0,,,,,,2.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,
11541296,home,Bologna,Nicola Bagnolini,nicola-bagnolini,N. Bagnolini,G,1,194,128,M,1085555,EUR,1079222400,G,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541296,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4403,M,44906,EUR,673401600,G,28,28,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,lukaszskorupski28,,,,,,,,,,,,,,,,,,,
11541296,home,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1987,M,907152,EUR,935452800,M,19,19,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541296,home,Bologna,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180,7631,M,901891,EUR,930441600,F,56,56,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,AS56,,,,,,,,,,,,,,,,,,,
11541296,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5797,M,793645,EUR,854064000,F,7,7,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541296,home,Bologna,Joshua Zirkzee,joshua-zirkzee,J. Zirkzee,F,11,193,25992,M,917007,EUR,990489600,F,9,9,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,JZirkzee,,,,,,,,,,,,,,,,,,,
11541296,away,Hellas Verona,Simone Perilli,simone-perilli,S. Perilli,G,34,195,105,M,253369,EUR,789436800,G,34,34,False,26.0,19.0,14.0,7.0,13.0,15.0,11.0,2.0,6.0,,1.0,1.0,90.0,31.0,6.4,7.0,0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
11541296,away,Hellas Verona,Diego Coppola,diego-coppola,D. Coppola,D,42,192,1398,M,1050692,EUR,1072569600,D,42,42,False,48.0,37.0,6.0,5.0,23.0,29.0,19.0,4.0,5.0,,,,90.0,67.0,6.7,14.0,1,14.0,3.0,4.0,6.0,1.0,,4.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,
11541296,away,Hellas Verona,Giangiacomo Magnani,giangiacomo-magnani,G. Magnani,D,96,190,252,M,812829,EUR,812764800,D,23,23,False,30.0,27.0,3.0,2.0,22.0,24.0,6.0,7.0,7.0,,,,80.0,45.0,6.9,3.0,1,5.0,2.0,5.0,5.0,1.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,4.0,,1.0,,,,,,,,,,,
11541296,away,Hellas Verona,Bruno Amione,bruno-amione,B. Amione,D,2,189,504,M,990050,EUR,1010016000,D,2,2,False,46.0,41.0,4.0,2.0,36.0,39.0,8.0,1.0,1.0,,,,90.0,56.0,6.2,8.0,1,5.0,2.0,7.0,3.0,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,
11541296,away,Hellas Verona,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2210,M,1096210,EUR,1000425600,M,38,38,False,30.0,24.0,1.0,,11.0,11.0,22.0,2.0,4.0,,,,90.0,48.0,7.2,11.0,0,13.0,,3.0,2.0,1.0,1.0,,2.0,2.0,,,2.0,,,,,,3.0,,,,,,,,,,,,,,,1.0,,
11541296,away,Hellas Verona,Suat Serdar,suat-serdar,S. Serdar,M,8,183,676,M,800408,EUR,860716800,M,25,25,False,26.0,20.0,1.0,,13.0,15.0,11.0,,2.0,,,,71.0,37.0,5.5,8.0,0,7.0,,8.0,,,,,,,,,1.0,1.0,,,,,,1.0,,,5.0,,,,,,,,,,,,,
11541296,away,Hellas Verona,Martin Hongla,martin-hongla,M. Hongla,M,78,183,1191,M,856062,EUR,890006400,M,18,18,False,40.0,36.0,7.0,5.0,23.0,24.0,16.0,2.0,9.0,,,,90.0,51.0,7.1,6.0,2,13.0,1.0,5.0,3.0,,,1.0,1.0,1.0,2.0,,2.0,,1.0,,,1.0,,1.0,1.0,,3.0,,,1.0,,,,,,,,,,
11541296,away,Hellas Verona,Tomáš Suslov,tomas-suslov,T. Suslov,F,10,175,1258,M,964154,EUR,1023408000,M,31,31,False,20.0,16.0,3.0,1.0,4.0,5.0,18.0,,9.0,,,,67.0,44.0,6.2,15.0,0,14.0,,11.0,5.0,2.0,,1.0,3.0,2.0,2.0,2.0,,4.0,,,,3.0,3.0,4.0,,,1.0,,,,,,,2.0,,,,,,
11541296,away,Hellas Verona,Darko Lazović,darko-lazovic,D. Lazović,M,,181,676,M,41157,EUR,653356800,M,8,8,False,23.0,17.0,3.0,1.0,7.0,9.0,19.0,1.0,5.0,,,,80.0,56.0,7.0,15.0,3,12.0,1.0,3.0,5.0,1.0,,,3.0,1.0,4.0,,,,1.0,,,2.0,5.0,2.0,1.0,,1.0,True,,2.0,,,,2.0,,,,,,
11541296,away,Hellas Verona,Jordi Mboula,jordi-mboula,J. Mboula,F,2,182,263,M,826003,EUR,921542400,F,77,77,False,13.0,10.0,2.0,2.0,6.0,6.0,7.0,,3.0,,,,89.0,26.0,6.3,11.0,1,4.0,1.0,11.0,2.0,1.0,,,,,3.0,1.0,3.0,2.0,,,,2.0,,3.0,,,2.0,,1.0,,,,,,,,,,1.0,
11541296,away,Hellas Verona,Juan Manuel Cruz,juan-manuel-cruz,J. Cruz,F,18,184,210,M,1017372,EUR,932342400,F,13,13,False,12.0,9.0,2.0,2.0,4.0,6.0,6.0,1.0,2.0,,,,67.0,27.0,6.5,10.0,2,5.0,1.0,5.0,2.0,,,,1.0,1.0,3.0,,,3.0,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,1.0,,,,1.0
11541296,away,Hellas Verona,Riccardo Saponara,riccardo-saponara,R. Saponara,M,,184,173,M,126236,EUR,693273600,M,20,20,True,7.0,6.0,,,2.0,2.0,6.0,,,,,,23.0,15.0,6.7,6.0,1,4.0,1.0,2.0,2.0,,,,,,2.0,,1.0,,,,,,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,
11541296,away,Hellas Verona,Cyril Ngonge,cyril-ngonge,C. Ngonge,F,16,179,1938,M,877037,EUR,959299200,F,26,26,True,5.0,2.0,1.0,,1.0,1.0,5.0,,,,,,23.0,7.0,6.6,4.0,0,2.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,
11541296,away,Hellas Verona,Josh Doig,josh-doig,J. Doig,D,3,189,830,M,989276,EUR,1021680000,D,3,3,True,6.0,5.0,,,4.0,4.0,2.0,,1.0,,,,10.0,11.0,6.5,1.0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541296,away,Hellas Verona,Charlys,charlys,Charlys,M,8,186,161,M,1466543,EUR,1077148800,M,37,37,True,11.0,9.0,2.0,2.0,6.0,7.0,4.0,,1.0,,,,10.0,12.0,6.6,2.0,0,3.0,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,Charlys,,,,,,,,
11541296,away,Hellas Verona,Thomas Henry,thomas-henry,T. Henry,F,9,191,447,M,795541,EUR,780019200,F,9,9,True,1.0,1.0,,,,,1.0,,,,,,1.0,2.0,,1.0,0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11541296,away,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,567,M,253391,EUR,820454400,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541296,away,Hellas Verona,Mattia Chiesa,mattia-chiesa,M. Chiesa,G,1,190,63,M,916322,EUR,963705600,G,16,16,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Mattia,Chiesa,,,,,,,
11541296,away,Hellas Verona,Filippo Terracciano,terracciano-filippo,F. Terracciano,D,24,181,1621,M,1034303,EUR,1044662400,M,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541296,away,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1730,M,288321,EUR,800928000,D,27,27,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541296,away,Hellas Verona,Joselito Gómez,joselito-gomez,J. Gómez,M,4,184,69,M,1154191,EUR,1076284800,M,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541296,away,Hellas Verona,Michael Folorunsho,michael-folorunsho,M. Folorunsho,M,90,190,1513,M,869795,EUR,886809600,M,90,90,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541296,away,Hellas Verona,Milan Đurić,milan-duric,M. Đurić,F,9,199,816,M,76132,EUR,643334400,F,11,11,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541296,away,Hellas Verona,Yayah Kallon,yayah-kallon,Y. Kallon,F,9,175,173,M,967510,EUR,993859200,F,17,17,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11541296,away,Hellas Verona,Federico Bonazzoli,federico-bonazzoli,F. Bonazzoli,F,90,182,1021,M,284363,EUR,864172800,F,99,99,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
