match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalOffside,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_punches,stat_onTargetScoringAttempt
10913390,home,Al Batin,Martín Campaña,martin-campana,M. Campaña,G,25,186.0,179,M,243045,EUR,612403200.0,G,25,25,False,True,15.0,12.0,9.0,6.0,7.0,7.0,5.0,8.0,4.0,1.0,1.0,90.0,20.0,7.2,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913390,home,Al Batin,Bader Alhwidy Alshammary,bader-alhwidy-alshammary,B. A. Alshammary,D,29,,2,M,1085356,EUR,,D,29,29,False,,23.0,17.0,3.0,1.0,10.0,10.0,8.0,14.0,6.0,,,59.0,43.0,6.5,11.0,0,Bader Alhwidy Alshammary,,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10913390,home,Al Batin,Maurício Antônio,mauricio-antonio,M. Antônio,D,13,183.0,71,M,583824,EUR,697334400.0,D,4,4,False,,40.0,36.0,5.0,2.0,23.0,25.0,13.0,15.0,5.0,,,90.0,47.0,7.0,4.0,1,,,,,1.0,3.0,1.0,,,,,4.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,
10913390,home,Al Batin,Mudasiru Salifu,mudasiru-salifu,M. Salifu,M,,177.0,195,M,1392856,EUR,859852800.0,D,90,90,False,,52.0,39.0,14.0,6.0,22.0,27.0,17.0,25.0,5.0,,,90.0,60.0,7.0,13.0,0,Mudasiru,Salifu,,,1.0,,3.0,,1.0,1.0,,4.0,,,,,,,1.0,,,,,,,,,
10913390,home,Al Batin,Abdullah Al Yousif,abdullah-al-yousif,A. A. Yousif,D,13,175.0,9,M,892897,EUR,878083200.0,D,13,13,False,,27.0,24.0,,,12.0,13.0,12.0,14.0,2.0,,,59.0,39.0,6.4,5.0,0,,,,,1.0,3.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,
10913390,home,Al Batin,Yousef Al-Shammari,yousef-al-shammari,Y. Al-Shammari,F,7,170.0,52,M,917232,EUR,881625600.0,M,7,7,False,,17.0,11.0,1.0,,4.0,5.0,7.0,14.0,5.0,,,90.0,30.0,6.4,12.0,2,,,2.0,,3.0,3.0,5.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,2.0,2.0,2.0,2.0,,,,,
10913390,home,Al Batin,Juan Pedroza,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600.0,M,8,8,False,,50.0,44.0,4.0,2.0,19.0,21.0,27.0,34.0,3.0,,,84.0,73.0,7.4,12.0,0,,,5.0,2.0,3.0,4.0,9.0,,2.0,1.0,,,1.0,2.0,2.0,,,1.0,3.0,,,1.0,,1.0,2.0,1.0,,
10913390,home,Al Batin,Nawaf Al-Sehimai,nawaf-al-sehimai,N. Al-Sehimai,M,94,169.0,1,M,923013,EUR,783993600.0,M,94,94,False,,51.0,45.0,3.0,1.0,23.0,24.0,22.0,27.0,11.0,,,84.0,70.0,7.2,9.0,0,,,,,2.0,5.0,11.0,1.0,1.0,,,,,1.0,,,,2.0,4.0,,,2.0,,2.0,5.0,2.0,,
10913390,home,Al Batin,André Bukia,andre-bukia,A. Bukia,M,95,173.0,95,M,798904,EUR,794188800.0,M,11,11,False,,31.0,26.0,2.0,1.0,6.0,7.0,20.0,26.0,3.0,,,90.0,58.0,6.6,17.0,0,,,2.0,,,7.0,8.0,4.0,8.0,5.0,,,2.0,,1.0,,,,1.0,,,1.0,,,2.0,,,
10913390,home,Al Batin,Andrés Roa,andres-roa,A. Roa,F,,175.0,286,M,832707,EUR,738201600.0,F,10,10,False,,28.0,23.0,2.0,,3.0,4.0,20.0,24.0,4.0,,,78.0,45.0,6.4,13.0,0,,,,,,6.0,7.0,,9.0,5.0,,,2.0,1.0,,,,,2.0,,,,,1.0,,,,
