match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoalsOnTarget,stat_goalAssist,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_fouls,stat_dispossessed,stat_goals,stat_blockedScoringAttempt,captain,player_sofascoreId,stat_hitWoodwork,stat_totalOffside,stat_penaltyMiss,stat_clearanceOffLine,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_penaltyConceded
11407425,home,Cagliari,Simone Scuffet,simone-scuffet,S. Scuffet,G,22,193,684,M,284349,EUR,833500800,G,22,22,False,22.0,18.0,10.0,6.0,15.0,16.0,3.0,6.0,4.0,2.0,90.0,25.0,6.3,4.0,0.00078367,0,-0.4555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407425,home,Cagliari,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175,1922,M,589620,EUR,820108800,D,8,8,False,12.0,9.0,,,3.0,3.0,7.0,14.0,4.0,,43.0,24.0,6.7,7.0,0.0357725,1,,5.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,0.0202,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407425,home,Cagliari,Edoardo Goldaniga,edoardo-goldaniga,E. Goldaniga,D,5,193,345,M,295133,EUR,752198400,D,3,3,False,62.0,48.0,12.0,3.0,23.0,23.0,26.0,42.0,3.0,,90.0,72.0,6.6,17.0,0.0367738,1,,3.0,1.0,6.0,7.0,,,,2.0,0.2516,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4118,,,,,,,,,,,,,,,,,,,,,
11407425,home,Cagliari,Alberto Dossena,dossena-alberto,A. Dossena,D,4,195,511,M,870211,EUR,908236800,D,4,4,False,47.0,38.0,5.0,2.0,25.0,29.0,13.0,18.0,8.0,,90.0,63.0,6.6,9.0,0.172249,0,,,,4.0,8.0,1.0,1.0,,6.0,,1.0,,,3.0,6.0,,,1.0,,,,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
11407425,home,Cagliari,Tommaso Augello,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,D,27,27,False,41.0,31.0,5.0,2.0,12.0,13.0,21.0,40.0,10.0,,90.0,69.0,6.8,21.0,0.0644632,0,,12.0,2.0,3.0,6.0,,,,1.0,,1.0,,,2.0,3.0,,,1.0,,,,,1.0,,,3.0,2.0,,,,,,,,,,,,,,,
11407425,home,Cagliari,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,535,M,920391,EUR,900720000,M,29,29,False,51.0,42.0,4.0,4.0,11.0,14.0,31.0,38.0,10.0,,90.0,63.0,7.8,13.0,0.0848707,1,,1.0,,,3.0,2.0,2.0,,,0.2309,2.0,,,1.0,3.0,,1.0,1.0,2.0,,0.7592,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,
11407425,home,Cagliari,Matteo Prati,matteo-prati,M. Prati,M,4,182,705,M,1111640,EUR,1072569600,M,16,16,False,34.0,26.0,2.0,,10.0,13.0,16.0,21.0,7.0,,90.0,46.0,6.2,12.0,0.0218891,2,,,,,1.0,1.0,,,1.0,0.0925,1.0,,,1.0,4.0,,,,1.0,,,,1.0,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,
11407425,home,Cagliari,Alessandro Deiola,alessandro-deiola,A. Deiola,M,14,189,280,M,328109,EUR,807235200,M,14,14,False,13.0,7.0,1.0,1.0,2.0,2.0,5.0,11.0,4.0,,45.0,21.0,6.5,9.0,0.00181217,0,,,,2.0,6.0,,,,,,,,,5.0,9.0,,,1.0,1.0,1.0,,,2.0,,,3.0,3.0,,,2.0,,,True,,,,,,,,,
11407425,home,Cagliari,Jakub Jankto,jakub-jankto,J. Jankto,M,,180,320,M,569556,EUR,822009600,M,21,21,False,16.0,11.0,2.0,1.0,2.0,2.0,9.0,15.0,,,64.0,24.0,5.9,8.0,0.0123869,3,,1.0,,,,,,2.0,2.0,0.6182,,,,2.0,2.0,2.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,
11407425,home,Cagliari,Zito Luvumbo,zito-luvumbo,Z. Luvumbo,F,15,171,5304,M,1000150,EUR,1015632000,M,77,77,False,9.0,7.0,,,2.0,2.0,7.0,10.0,2.0,,63.0,21.0,6.8,7.0,0.506684,1,,3.0,2.0,,1.0,,,,,0.0318,3.0,,,2.0,6.0,,,,3.0,1.0,,,1.0,2.0,,,,,3.0,1.0,,1.0,,LuvumboZito,,,,,,,,
11407425,home,Cagliari,Marco Mancosu,marco-mancosu,M. Mancosu,M,,177,118,M,25522,EUR,588211200,F,5,5,False,23.0,17.0,,,7.0,7.0,10.0,16.0,3.0,,63.0,37.0,6.0,10.0,0.0330358,5,,,,,4.0,4.0,2.0,4.0,,1.2288,1.0,,,1.0,6.0,2.0,,,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,,1.0,,,2.0,1.0,1.0,,,,,
