match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_fouls,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_accurateCross,stat_blockedScoringAttempt,stat_penaltyFaced,stat_bigChanceCreated,stat_penaltyConceded
11067599,home,Corinthians,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,12,12,False,True,39.0,32.0,16.0,10.0,29.0,34.0,3.0,5.0,1.0,1.0,8.0,2.0,2.0,4.0,90.0,51.0,6.8,7.0,0.0,0.0,0.00041987,0,0.9684,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067599,home,Corinthians,Bruno Méndez,bruno-mendez,Bruno Méndez,D,4,184,752,M,,923000,EUR,936921600,D,25,25,False,,89.0,79.0,12.0,6.0,49.0,54.0,30.0,36.0,2.0,2.0,10.0,,,,90.0,107.0,7.1,15.0,0.0106,0.0,0.0222411,1,,,,1.0,2.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
11067599,home,Corinthians,Gil,gil,Gil,D,4,191,1081,M,,106402,EUR,550454400,D,4,4,False,,62.0,60.0,4.0,4.0,48.0,49.0,12.0,13.0,2.0,,8.0,,,,90.0,70.0,7.1,2.0,0.0,0.0,0.00741364,0,,,,,3.0,5.0,,,,3.0,,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,
11067599,home,Corinthians,Caetano,caetano,Caetano,D,16,182,910,M,,959006,EUR,930182400,D,14,14,False,,51.0,50.0,5.0,4.0,36.0,36.0,14.0,15.0,,,2.0,,,,45.0,57.0,7.1,1.0,0.0,0.0,0.00332632,0,,,,,,1.0,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11067599,home,Corinthians,Fábio Santos,fabio-santos,Fábio Santos,D,6,179,356,,,35519,EUR,495676800,D,6,6,False,,57.0,54.0,,,22.0,23.0,32.0,36.0,2.0,1.0,2.0,,,,62.0,66.0,6.6,6.0,0.0,0.0,0.013906,0,,,,2.0,,,,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,
11067599,home,Corinthians,Ruan Oliveira,ruan-oliveira,Ruan Oliveira,M,10,176,665,M,,1047656,EUR,953769600,M,33,33,False,,28.0,23.0,1.0,,7.0,8.0,16.0,22.0,5.0,1.0,3.0,,,,63.0,40.0,6.5,10.0,0.0,0.0,0.0279921,0,,Ruan Oliveira,,2.0,,2.0,,,,,,,,,3.0,,2.0,1.0,1.0,2.0,,,,,,,,
11067599,home,Corinthians,Maycon,maycon,Maycon,M,8,175,3568,M,,831778,EUR,868924800,M,7,7,False,,62.0,58.0,4.0,3.0,33.0,34.0,25.0,28.0,4.0,2.0,2.0,,,,90.0,80.0,7.6,5.0,0.0709,0.2833,0.019369,1,,,,,,2.0,,,,3.0,1.0,3.0,2.0,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,
11067599,home,Corinthians,Renato Augusto,renato-augusto,R. Augusto,M,7,185,1895,M,,34152,EUR,571276800,M,8,8,False,,45.0,40.0,3.0,2.0,13.0,13.0,27.0,34.0,2.0,,1.0,,,,45.0,52.0,7.2,8.0,0.0237,0.0182,0.058077,1,,,,2.0,,2.0,3.0,2.0,,,,,,,1.0,,,2.0,,,1.0,,1.0,,,,,
11067599,home,Corinthians,Adson,adson,Adson,M,28,171,2153,M,,1105970,EUR,970790400,F,28,28,False,,51.0,48.0,4.0,4.0,24.0,24.0,25.0,28.0,4.0,,8.0,,,,78.0,71.0,7.5,9.0,0.0321,0.0367,0.19201,1,,Adson,,1.0,2.0,9.0,5.0,2.0,,,1.0,1.0,3.0,3.0,,1.0,3.0,2.0,,2.0,1.0,,,1.0,,,,
11067599,home,Corinthians,Yuri Alberto,yuri-alberto,Y. Alberto,F,9,183,45110,M,yurialberto,905463,EUR,984873600,F,9,9,False,,18.0,15.0,1.0,1.0,6.0,6.0,9.0,13.0,4.0,,,,,,90.0,33.0,7.4,9.0,0.15,0.57,0.0473224,3,,,,1.0,3.0,6.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,,
