match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_keyPass,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_errorLeadToAGoal,stat_wasFouled,stat_totalContest,stat_wonContest,stat_dispossessed,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_punches
12269372,home,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186,11780,M,stefan.ortega1,125274,EUR,721008000,G,18,18,False,23.0,22.0,3.0,2.0,0.0,19.0,19.0,3.0,4.0,9.0,2.0,3.0,1.0,1.0,90.0,32.0,6.8,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12269372,home,Manchester City,Kyle Walker,kyle-walker,K. Walker,D,2,183,26433,M,KyleWalker2,44614,EUR,643852800,D,2,2,False,82.0,74.0,8.0,6.0,0.0,24.0,25.0,50.0,57.0,7.0,,,,,90.0,98.0,7.0,10.0,3,,,True,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12269372,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22291,M,johnstones5,152077,EUR,770083200,D,5,5,False,80.0,77.0,3.0,3.0,0.0,30.0,32.0,48.0,49.0,2.0,,,,,90.0,94.0,7.3,5.0,1,,,,2.0,1.0,3.0,,,,1.0,,,,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,
12269372,home,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21204,M,nathanake,149663,EUR,793065600,D,6,6,False,45.0,44.0,1.0,1.0,0.0,18.0,18.0,26.0,27.0,1.0,,,,,45.0,45.0,6.4,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12269372,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50024,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,73.0,69.0,1.0,1.0,0.0,21.0,23.0,48.0,51.0,3.0,,,,,90.0,86.0,6.6,7.0,0,,,,,3.0,1.0,1.0,,,,,,1.0,5.0,1.0,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,
12269372,home,Manchester City,Rodri,rodri,Rodri,M,16,191,87652,M,Rodri,827606,EUR,835401600,M,16,16,False,95.0,84.0,9.0,7.0,0.0,23.0,27.0,61.0,70.0,5.0,,,,,90.0,107.0,7.6,14.0,1,,,,2.0,3.0,6.0,2.0,,,3.0,2.0,,,2.0,2.0,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,
12269372,home,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33771,M,Kova8,136710,EUR,768182400,M,8,8,False,53.0,50.0,1.0,,0.0,15.0,15.0,35.0,38.0,2.0,,,,,45.0,57.0,6.4,6.0,0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,
12269372,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62462,M,BSilva,331209,EUR,776476800,M,20,20,False,49.0,45.0,1.0,,0.0,16.0,17.0,30.0,36.0,1.0,,,,,90.0,60.0,6.8,11.0,1,,,,,4.0,,1.0,1.0,,,,,1.0,2.0,4.0,1.0,,,,,1.0,2.0,,,1.0,,1.0,,,,,,,
12269372,home,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,315719,M,KDB,70996,EUR,678067200,M,17,17,False,28.0,20.0,2.0,1.0,0.0,4.0,5.0,16.0,28.0,1.0,,,,,56.0,42.0,6.6,18.0,1,,,,,2.0,2.0,,,,,,,,,5.0,,,1.0,,,,3.0,,1.0,2.0,1.0,1.0,,,,,,,
12269372,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,173851,M,Foden,859765,EUR,959472000,M,47,47,False,47.0,42.0,2.0,2.0,1.0,9.0,9.0,33.0,41.0,3.0,,,,,90.0,65.0,7.7,12.0,3,,,,,2.0,3.0,,,1.0,,,,,2.0,3.0,,1.0,2.0,,,2.0,3.0,,3.0,,,1.0,1.0,,,,,,
