match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_hitWoodwork,stat_errorLeadToAShot,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_blockedScoringAttempt,stat_goals,stat_dispossessed,stat_ownGoals,stat_bigChanceMissed,stat_bigChanceCreated,stat_totalOffside
14573069,home,Lincoln Red Imps,Jaylan Hankins,jaylan-hankins,J. Hankins,G,13,186.0,32,M,876677,EUR,974419200,G,13,13,False,43.0,24.0,31.0,12.0,0.0,15.0,18.0,9.0,25.0,2.0,8.0,2.0,2.0,90.0,47.0,6.8,19.0,0.00458329,16.910468022378,4.0,-0.84,1.995,0.0476,0,-0.2582,0.14,-0.08,-0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573069,home,Lincoln Red Imps,Rafael Muñoz,rafael-munoz,R. Muñoz,D,15,181.0,9,M,879682,EUR,771984000,D,15,15,False,37.0,33.0,6.0,4.0,0.0,26.0,28.0,7.0,9.0,4.0,4.0,,,90.0,57.0,6.9,6.0,0.0016731,80.848856038372,10.0,40.005,23.1,,0,,-0.08,0.07,0.36,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
14573069,home,Lincoln Red Imps,Bernardo Lopes,bernardo-lopes,B. Lopes,D,6,187.0,53,M,604174,EUR,743990400,D,6,6,False,46.0,34.0,11.0,4.0,0.0,27.0,31.0,7.0,15.0,10.0,5.0,,,90.0,64.0,6.9,13.0,0.00210198,78.658287313007,10.0,41.685,16.17,,1,,0.03,0.18,-0.1,,4.0,3.0,6.0,5.0,2.0,,,,,1.0,1.0,1.0,True,1.0,1.0,1.0,2.0,0.0737,-0.1,,,,,,,,,,,,,,,
14573069,home,Lincoln Red Imps,Christian Rutjens,rutjens-christian,C. Rutjens,D,3,185.0,15,M,862933,EUR,883958400,D,3,3,False,16.0,9.0,4.0,1.0,0.0,7.0,12.0,2.0,4.0,4.0,1.0,,,61.0,21.0,6.3,7.0,0.00039191,39.107708394125,4.0,-3.15,5.145,,0,,-0.04,0.0,-0.06,,1.0,2.0,3.0,2.0,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,
14573069,home,Lincoln Red Imps,Nano,nano,Nano,M,21,182.0,40,M,88431,EUR,467683200,D,21,21,False,23.0,12.0,9.0,3.0,0.0,8.0,13.0,4.0,10.0,2.0,2.0,,,90.0,50.0,7.1,16.0,0.0544587,40.425099184619,8.0,2.1,3.15,,2,,-0.02,0.01,-0.06,,,,3.0,8.0,2.0,,,1.0,1.0,6.0,3.0,2.0,,1.0,,,2.0,0.0568,-0.04,1.0,,,1.0,1.0,1.0,0.196,3.0,,,,,,,
14573069,home,Lincoln Red Imps,Toni,toni,Toni,M,18,172.0,8,M,885118,EUR,681523200,M,18,18,False,13.0,12.0,1.0,1.0,0.0,7.0,7.0,5.0,6.0,1.0,,,,38.0,20.0,6.6,3.0,0.0208636,31.752760037285,5.0,9.345,5.775,,2,,0.1,0.01,-0.05,,,,,1.0,,,,,,,,1.0,,1.0,,,1.0,0.0843,-0.1,,,,1.0,,,,,1.0,,,,,,
14573069,home,Lincoln Red Imps,Nicholas Pozo,nicholas-pozo,N. Pozo,M,4,184.0,43,M,1149352,EUR,1106092800,M,4,4,False,32.0,24.0,6.0,4.0,0.0,16.0,17.0,8.0,15.0,1.0,3.0,,,90.0,42.0,8.0,8.0,0.0028997,64.355864707722,10.0,23.1,7.245,,2,,-0.03,0.05,-0.05,,,,1.0,2.0,1.0,,,,3.0,2.0,,,,,,,,0.2029,0.64,,Nicholas Pozo,,,,2.0,0.6126,,,1.0,,,,,
14573069,home,Lincoln Red Imps,Mandi,mandi,Mandi,M,8,182.0,11,M,152767,EUR,604713600,M,8,8,False,52.0,36.0,8.0,1.0,0.0,24.0,27.0,12.0,25.0,2.0,13.0,,,90.0,68.0,7.2,17.0,0.00619938,146.39951410245,20.0,41.685,15.12,,0,,0.1,0.3,0.26,,3.0,2.0,4.0,10.0,,1.0,1.0,,,3.0,2.0,1.0,,,,,4.0,,,1.0,,,,,,,,,,,,,,
14573069,home,Lincoln Red Imps,Boubacar Sidik Dabo,boubacar-sidik-dabo,B. S. Dabo,M,,176.0,20,M,1187440,EUR,876441600,M,80,80,False,17.0,16.0,,,0.0,8.0,8.0,8.0,9.0,1.0,7.0,,,70.0,28.0,6.5,7.0,0.00513169,142.12803809794,15.0,18.27,13.65,,0,,0.01,0.03,-0.05,,,,6.0,3.0,1.0,3.0,1.0,,,,,1.0,,,,,2.0,,,1.0,Boubacar Sidik Dabo,,,,,,,,,2.0,,,,
14573069,home,Lincoln Red Imps,Kike Gómez,kike-gomez,K. Gómez,F,9,170.0,61,M,885512,EUR,768009600,F,9,9,False,11.0,10.0,,,0.0,6.0,7.0,4.0,4.0,,,,,70.0,18.0,6.1,4.0,0.00142324,14.961353716273,3.0,7.56,6.51,,0,,-0.07,-0.1,-0.03,,7.0,,9.0,1.0,,,,,,,,3.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,
