match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_penaltyWon,stat_aerialLost,captain,stat_goals,stat_bigChanceMissed,stat_crossNotClaimed,stat_penaltyFaced,stat_penaltyConceded
11453173,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195,19839,M,edou_mendy,845074,EUR,699408000,G,16,16,False,13.0,10.0,5.0,2.0,8.0,10.0,2.0,3.0,7.0,2.0,3.0,90.0,22.0,7.3,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453173,home,Al-Ahli,Ali Majrashi,,,ali-majrashi,A. Majrashi,D,27,177,404,M,,917035,EUR,938736000,D,27,27,False,37.0,29.0,5.0,4.0,9.0,9.0,21.0,35.0,3.0,,,90.0,73.0,7.8,17.0,2,7.0,1.0,10.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,2.0,8.0,1.0,,,,,,,,,,,,
11453173,home,Al-Ahli,Rayan Hamed,Rayan Hamed,,rayan-hamed,R. Hamed,D,46,176,226,M,,1429251,EUR,1018656000,D,46,46,False,62.0,58.0,7.0,5.0,24.0,26.0,34.0,37.0,8.0,,,90.0,67.0,6.9,7.0,1,1.0,,1.0,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
11453173,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185,2314,M,,888949,EUR,911779200,D,3,3,False,66.0,59.0,7.0,6.0,21.0,25.0,38.0,41.0,7.0,,,90.0,86.0,8.3,9.0,1,,,4.0,9.0,,3.0,2.0,,,,5.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,
11453173,home,Al-Ahli,Saad Yaslam Balobaid,Saad Yaslam Balobaid,,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168,155,M,,1066588,EUR,948931200,D,31,31,False,57.0,52.0,3.0,1.0,18.0,20.0,34.0,38.0,7.0,,,90.0,88.0,7.7,9.0,0,1.0,,8.0,10.0,,4.0,2.0,,,,3.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,4.0,,,,1.0,,,,,,
11453173,home,Al-Ahli,Mohammed Al-Majhad,,,mohammed-al-majhad,M. Al-Majhad,M,29,177,80,M,,893260,EUR,900547200,M,29,29,False,66.0,60.0,8.0,6.0,24.0,24.0,36.0,44.0,7.0,,,89.0,75.0,6.9,10.0,0,2.0,,5.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,1.0,2.0,1.0,,2.0,,,,1.0,,,,,,
11453173,home,Al-Ahli,Franck Kessié,,,franck-kessie,F. Kessié,M,79,183,43381,M,franckkessie,359226,EUR,850953600,M,79,79,False,87.0,77.0,6.0,2.0,28.0,29.0,49.0,58.0,11.0,,,90.0,105.0,7.5,16.0,1,,,8.0,3.0,,3.0,,1.0,1.0,,1.0,,2.0,2.0,3.0,1.0,3.0,1.0,,,,,,3.0,True,1.0,,,,
11453173,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179,70718,M,RMahrez,158213,EUR,667094400,M,7,7,False,40.0,36.0,2.0,2.0,11.0,11.0,26.0,36.0,6.0,,,89.0,74.0,7.6,19.0,2,7.0,1.0,7.0,11.0,,10.0,5.0,1.0,,1.0,,,3.0,1.0,4.0,3.0,2.0,3.0,,,1.0,,,,,,,,,
11453173,home,Al-Ahli,Gabri Veiga,,,gabri-veiga,G. Veiga,M,10,184,5191,M,,1010505,EUR,1022457600,M,24,24,False,10.0,6.0,1.0,,1.0,2.0,5.0,9.0,2.0,,,68.0,17.0,6.4,8.0,3,1.0,,3.0,,,1.0,,,2.0,,,,,,2.0,,1.0,,,1.0,1.0,,,,,,2.0,,,
11453173,home,Al-Ahli,Allan Saint-Maximin,,,allan-saint-maximin,A. Saint-Maximin,F,9,173,12636,M,st_maximin,347010,EUR,858124800,M,97,97,False,28.0,20.0,2.0,1.0,7.0,9.0,14.0,24.0,3.0,,,90.0,57.0,6.6,22.0,2,5.0,1.0,12.0,4.0,1.0,8.0,3.0,,2.0,,1.0,,,,3.0,,3.0,1.0,1.0,3.0,,,,,,,,,,
