match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_ownGoals,player_sofascoreId,stat_errorLeadToAShot,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_bigChanceMissed,stat_goalAssist,captain,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_blockedScoringAttempt
10389815,home,Olympique Lyonnais,Rémy Riou,,,remy-riou,R. Riou,G,1,189,112,M,13906,EUR,555206400,G,35,35,False,28.0,24.0,5.0,1.0,24.0,25.0,3.0,7.0,4.0,5.0,1.0,1.0,90.0,37.0,7.4,4.0,0.0,0.0,7.284e-05,0,0.6603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389815,home,Olympique Lyonnais,Saël Kumbedi,,,sael-kumbedi,S. Kumbedi,D,26,175,827,M,1155226,EUR,1111795200,D,20,20,False,46.0,39.0,1.0,,17.0,20.0,30.0,5.0,,,,,90.0,71.0,7.3,12.0,0.0512,0.6506,0.00901081,1,,22.0,4.0,1.0,1.0,5.0,9.0,2.0,1.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
10389815,home,Olympique Lyonnais,Dejan Lovren,,,dejan-lovren,D. Lovren,D,6,188,2842,M,39480,EUR,615600000,D,5,5,False,90.0,75.0,10.0,5.0,48.0,56.0,35.0,12.0,,,,,90.0,104.0,6.9,17.0,0.0212,0.0258,0.0183043,1,,27.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
10389815,home,Olympique Lyonnais,Castello Lukeba,,,castello-lukeba,C. Lukeba,D,23,184,2728,M,976421,EUR,1040083200,D,4,4,False,115.0,109.0,6.0,4.0,63.0,65.0,50.0,7.0,,,,,90.0,128.0,6.8,7.0,0.0564,0.0,0.0212261,1,,46.0,,3.0,3.0,5.0,6.0,1.0,,3.0,,2.0,1.0,,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
10389815,home,Olympique Lyonnais,Nicolás Tagliafico,,,nicolas-tagliafico,N. Tagliafico,D,3,172,10932,M,158243,EUR,715219200,D,3,3,False,63.0,59.0,1.0,,32.0,32.0,34.0,6.0,,,,,90.0,81.0,6.5,9.0,0.0,0.0,0.0189599,0,,27.0,3.0,2.0,2.0,6.0,5.0,2.0,,1.0,,3.0,3.0,1.0,,2.0,,1.0,,,,,tagliafico3,,,,,,,,,,,,
10389815,home,Olympique Lyonnais,Johann Lepenant,,,johann-lepenant,J. Lepenant,M,8,176,892,M,963299,EUR,1035244800,M,24,24,False,64.0,59.0,2.0,2.0,26.0,29.0,35.0,4.0,,,,,74.0,76.0,6.3,9.0,0.0151,0.0,0.0452719,1,,33.0,,,,7.0,2.0,3.0,,,,2.0,1.0,2.0,,2.0,1.0,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,
10389815,home,Olympique Lyonnais,Corentin Tolisso,,,corentin-tolisso,C. Tolisso,M,8,181,3233,M,343067,EUR,775872000,M,88,88,False,91.0,85.0,2.0,2.0,40.0,42.0,51.0,8.0,,,,,74.0,104.0,8.1,10.0,0.0,0.0,0.525672,0,,46.0,2.0,,1.0,3.0,6.0,2.0,,1.0,,3.0,2.0,2.0,2.0,1.0,,,,,,,,,1.0,3.0,3.0,,,,,,,,
10389815,home,Olympique Lyonnais,Maxence Caqueret,,,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,38.0,34.0,,,16.0,17.0,25.0,3.0,,,,,58.0,59.0,6.3,14.0,0.2917,0.5499,0.160249,2,,19.0,4.0,,,5.0,3.0,1.0,1.0,,,1.0,1.0,3.0,1.0,,4.0,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,
10389815,home,Olympique Lyonnais,Bradley Barcola,,,barcola-bradley,B. Barcola,F,29,182,37510,M,996952,EUR,1030924800,F,26,26,False,31.0,24.0,1.0,,3.0,5.0,27.0,3.0,,,,,90.0,44.0,7.2,12.0,0.0,0.0,0.121626,0,,21.0,1.0,,2.0,4.0,6.0,1.0,,,,2.0,1.0,2.0,,1.0,1.0,3.0,2.0,,,,bradley_b,,,,3.0,,1.0,,,,,,
10389815,home,Olympique Lyonnais,Alexandre Lacazette,,,alexandre-lacazette,A. Lacazette,F,91,176,9530,M,50070,EUR,675388800,F,10,10,False,19.0,15.0,,,2.0,3.0,16.0,,,,,,65.0,29.0,6.4,6.0,0.947,0.5909,0.125057,4,,13.0,,,,2.0,3.0,,2.0,,,1.0,1.0,,,,2.0,2.0,2.0,2.0,,,lacazettealex,,,,1.0,3.0,,True,1.0,,,,
