match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_goals,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_clearanceOffLine,stat_lastManTackle,stat_hitWoodwork
13472759,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188.0,675,M,839761,EUR,589507200,G,1,1,False,26.0,16.0,20.0,10.0,0.0,7.0,7.0,9.0,19.0,2.0,1.0,12.0,2.0,2.0,4.0,6.0,1.0,90.0,40.0,8.8,10.0,0.00247746,0,1.0445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472759,home,Fortaleza,Eros Mancuso,eros-mancuso,E. Mancuso,D,40,171.0,489,M,1116624,EUR,924307200,D,14,14,False,31.0,30.0,4.0,4.0,1.0,12.0,12.0,18.0,19.0,3.0,2.0,2.0,,,,,,90.0,53.0,6.9,10.0,0.196858,2,,Eros Mancuso,,4.0,2.0,1.0,8.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0795,0.0551,3.0,,,,,,,,,,,,,,,,,
13472759,home,Fortaleza,Lucas Gazal,lucas-gazal,L. Gazal,D,3,187.0,194,M,1103705,EUR,933897600,D,34,34,False,48.0,41.0,7.0,3.0,0.0,22.0,24.0,19.0,24.0,4.0,11.0,6.0,1.0,,,,,90.0,67.0,7.3,10.0,0.0804012,0,,,,1.0,,2.0,4.0,2.0,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
13472759,home,Fortaleza,Gastón Ávila,gaston-avila,G. Ávila,D,13,182.0,1203,M,975526,EUR,1001808000,D,3,3,False,40.0,30.0,9.0,3.0,0.0,21.0,22.0,9.0,18.0,9.0,5.0,5.0,1.0,,,,,90.0,59.0,7.4,11.0,0.00607404,0,,,,,,1.0,8.0,1.0,2.0,2.0,,,5.0,3.0,,,,,4.0,,2.0,2.0,3.0,,,,,,,,,,,,
13472759,home,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174.0,374,M,870691,EUR,692150400,D,6,6,False,25.0,21.0,,,0.0,8.0,8.0,13.0,17.0,6.0,1.0,4.0,1.0,,,,,58.0,41.0,6.9,6.0,0.00505057,1,,,,,,,4.0,1.0,3.0,3.0,,,2.0,,,0.0367,,,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,
13472759,home,Fortaleza,Lucas Sasha,lucas-sasha,L. Sasha,M,88,177.0,479,M,123225,EUR,636249600,M,88,88,False,46.0,44.0,4.0,2.0,0.0,19.0,20.0,25.0,26.0,8.0,1.0,3.0,1.0,,,,,90.0,62.0,7.7,5.0,0.0496532,1,,,,1.0,,,9.0,1.0,,,,1.0,7.0,4.0,,0.0508,0.0808,,2.0,3.0,,1.0,4.0,,1.0,1.0,,,,,,,,,
13472759,home,Fortaleza,Matheus Pereira,pereira-matheus,M. Pereira,M,23,181.0,3434,M,795268,EUR,888364800,M,5,5,False,56.0,51.0,6.0,5.0,0.0,19.0,19.0,32.0,37.0,3.0,,3.0,,,,,,90.0,74.0,7.6,12.0,0.127835,0,,,,6.0,2.0,,2.0,,1.0,1.0,,,2.0,1.0,,,,3.0,,1.0,,3.0,,,1.0,,1.0,,,,,,,,
13472759,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170.0,1544,M,363688,EUR,707702400,M,22,22,False,25.0,19.0,4.0,1.0,0.0,6.0,6.0,13.0,19.0,2.0,,3.0,2.0,,,,,83.0,38.0,6.5,12.0,0.0137978,1,,,,4.0,,,3.0,,1.0,,,,,1.0,,0.0597,,,1.0,,,,,1.0,1.0,,,True,,,,,,,
13472759,home,Fortaleza,Lucas Crispim,lucas-crispim,L. Crispim,M,10,178.0,449,M,795178,EUR,771984000,M,91,91,False,26.0,25.0,1.0,1.0,0.0,10.0,10.0,15.0,16.0,2.0,,5.0,1.0,,,,,68.0,34.0,7.1,7.0,0.0776856,0,,,,6.0,,,1.0,,,,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,
13472759,home,Fortaleza,Breno Lopes,breno-lopes,B. Lopes,M,26,178.0,1395,M,937552,EUR,822441600,M,26,26,False,21.0,19.0,,,0.0,7.0,7.0,12.0,14.0,2.0,,,1.0,,,,,68.0,29.0,6.7,5.0,0.0188368,1,,,,3.0,1.0,,2.0,,,,1.0,,1.0,1.0,,0.0217,,,,1.0,,,1.0,,1.0,,,,,,,,,,
