match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_wonTackle,stat_keyPass,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_errorLeadToAGoal,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_goals
14131897,home,FC Arouca,João Valido,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,1,1,False,27.0,19.0,12.0,4.0,0.0,19.0,20.0,7.0,1.0,5.0,2.0,2.0,2.0,2.0,90.0,35.0,6.7,8.0,7.876e-05,0.3133,0,-0.6068,0.02,0.01,-0.15,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131897,home,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,36.0,25.0,7.0,1.0,0.0,11.0,14.0,22.0,4.0,6.0,,,,,90.0,71.0,6.3,20.0,0.0164033,,0,,-0.02,0.1,-0.35,,True,14.0,4.0,5.0,4.0,6.0,9.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14131897,home,FC Arouca,Matías Rocha,matias-rocha,M. Rocha,D,4,183,65,M,1083250,EUR,982022400,D,4,4,False,59.0,56.0,1.0,1.0,0.0,41.0,41.0,18.0,6.0,4.0,,,,,90.0,70.0,6.5,3.0,0.108878,,0,,0.14,0.14,-0.27,,,15.0,,1.0,3.0,3.0,6.0,2.0,,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14131897,home,FC Arouca,Jose Fontán,jose-fontan,J. Fontán,D,3,182,67,M,964609,EUR,950227200,D,3,3,False,64.0,59.0,4.0,2.0,0.0,39.0,41.0,23.0,8.0,3.0,,,,,90.0,79.0,6.2,8.0,0.00573654,,1,,0.01,0.15,-0.41,,,20.0,2.0,2.0,3.0,5.0,5.0,,1.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,0.0439,-0.22,,,,,,,,,,,,,
14131897,home,FC Arouca,Amadou Dante,amadou-dante,A. Dante,D,44,179,1391,M,982610,EUR,970876800,D,44,44,False,43.0,34.0,8.0,3.0,0.0,12.0,14.0,29.0,3.0,2.0,,,,,90.0,72.0,6.5,15.0,0.123969,,2,,0.29,0.08,-0.29,,,22.0,3.0,2.0,,8.0,3.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,3.0,1.0,1.0,,0.0535,0.21,1.0,1.0,1.0,1.0,0.1619,,,,,,,,
14131897,home,FC Arouca,Pedro Santos,santos-pedro,P. S. Carvalho,M,89,183,49,M,1014259,EUR,971308800,M,89,89,False,34.0,29.0,7.0,3.0,0.0,14.0,15.0,19.0,,2.0,,,,,70.0,43.0,6.4,8.0,0.0128657,,0,,0.07,0.02,-0.2,,,15.0,,,,4.0,3.0,,2.0,3.0,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14131897,home,FC Arouca,Taichi Fukui,taichi-fukui,T. Fukui,M,21,177,1092,M,1105857,EUR,1089849600,M,21,21,False,27.0,25.0,5.0,5.0,0.0,18.0,20.0,7.0,,3.0,,,,,45.0,35.0,6.4,5.0,0.00589132,,0,,-0.07,0.08,-0.39,,,7.0,,1.0,,2.0,4.0,,2.0,2.0,,,,,,,3.0,2.0,,1.0,,,,,,,,1.0,,,,,,,
14131897,home,FC Arouca,Alfonso Trezza,alfonso-trezza,A. Trezza,M,19,166,267,M,973517,EUR,930009600,M,19,19,False,9.0,7.0,,,0.0,3.0,3.0,6.0,,1.0,,,,,63.0,22.0,6.2,11.0,0.00315365,,0,,-0.07,0.03,-0.11,,,4.0,3.0,1.0,,5.0,2.0,1.0,4.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,1.0,,,,,,
14131897,home,FC Arouca,Pablo Gozálbez,pablo-gozalbez,P. Gozálbez,M,10,170,61,M,996932,EUR,988588800,M,10,10,False,9.0,8.0,,,0.0,3.0,4.0,5.0,1.0,,,,,,45.0,13.0,6.3,2.0,0.00390197,,0,,-0.11,0.05,-0.04,,,5.0,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,
14131897,home,FC Arouca,Naïs Djouahra,nais-djouahra,N. Djouahra,M,7,172,601,M,955133,EUR,943315200,M,7,7,False,15.0,11.0,,,0.0,5.0,7.0,8.0,1.0,,,,,,64.0,33.0,6.4,13.0,0.00569558,,1,,-0.19,0.02,-0.08,,,6.0,5.0,,,2.0,3.0,1.0,1.0,,1.0,,,1.0,,,3.0,2.0,,,0.0295,-0.01,,,1.0,,0.1122,,,,,,,,
