match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_totalCross,stat_challengeLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_accurateCross,stat_wasFouled,stat_dispossessed,stat_totalOffside,captain,stat_penaltyFaced,stat_penaltyConceded
14131928,home,CD Nacional,Jesús Ramírez,,,jesus-ramirez,J. Ramírez,F,9,187,1078,M,987597,EUR,894240000,F,9,9,False,19.0,17.0,,,0.0,5.0,5.0,12.0,14.0,2.0,3.0,,,,,90.0,34.0,7.7,6.0,0.269877,,4,,0.04,0.21,0.19,,3.0,6.0,3.0,,,,,,2.0,1.0,5.0,3.0,2.0,,,,1.631,1.8178,0.47,,2.0,,,1.0,2.0,,,,,True,,
14131928,home,CD Nacional,Filipe Soares,,,filipe-soares,F. Soares,M,22,180,145,M,851030,EUR,927158400,M,22,22,True,10.0,8.0,,,0.0,,,8.0,10.0,,2.0,,,,,14.0,12.0,6.7,3.0,0.0162885,,0,,0.16,-0.12,-0.01,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
14131928,home,CD Nacional,Witi,,,witi,Witi,M,7,178,442,M,786269,EUR,841017600,F,7,7,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,,,,,,,9.0,3.0,6.4,,0.00124645,,0,,-0.12,-0.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131928,home,CD Nacional,André Sousa,,,andre-sousa,A. Sousa,M,18,181,24,M,167857,EUR,647481600,M,18,18,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,1.0,1.0,,,0.00017495,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131928,home,CD Nacional,Kevyn,Kevyn,,kevyn,Kevyn,G,50,192,50,M,1524116,EUR,1120176000,G,50,50,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131928,home,CD Nacional,Lenny Vallier,,,lenny-vallier,L. Vallier,D,24,178,31,M,878283,EUR,924912000,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131928,home,CD Nacional,Ulisses,,,ulisses,Ulisses,D,4,183,102,M,926869,EUR,938476800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131928,home,CD Nacional,Joel Silva,Joel Silva,,joel-silva,J. Silva,M,26,185,56,M,1393991,EUR,1044921600,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131928,home,CD Nacional,Martim Gustavo Watts,Martim Gustavo,,martim-gustavo-watts,M. Gustavo,F,30,184,22,M,1410338,EUR,1121299200,M,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131928,home,CD Nacional,Lucas João,,,lucas-joao,L. João,F,19,192,449,M,253837,EUR,747100800,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131928,away,Moreirense,Caio,,,caio,Caio,G,22,192,67,M,345843,EUR,661824000,G,22,22,False,21.0,14.0,11.0,4.0,0.0,13.0,15.0,1.0,6.0,1.0,8.0,,1.0,3.0,1.0,90.0,31.0,6.3,7.0,0.00047542,0.1295,0,-0.2925,-0.04,0.0,-0.3,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
14131928,away,Moreirense,Dinis Pinto,Dinis Pinto,,dinis-pinto,D. Pinto,D,76,178,150,M,1160980,EUR,967075200,D,76,76,False,22.0,19.0,2.0,1.0,1.0,11.0,11.0,8.0,11.0,3.0,2.0,,,,,90.0,38.0,6.3,6.0,0.362938,,0,,0.18,0.28,-0.47,,2.0,6.0,4.0,,,1.0,1.0,1.0,1.0,1.0,4.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,,
14131928,away,Moreirense,Marcelo,,,marcelo,Marcelo,D,44,182,57,M,156318,EUR,617500800,D,44,44,False,45.0,39.0,6.0,2.0,0.0,34.0,34.0,5.0,11.0,16.0,2.0,,,,,90.0,72.0,7.4,7.0,0.00853982,,1,,0.18,0.11,-0.12,,6.0,3.0,8.0,,,,1.0,1.0,1.0,,3.0,,,1.0,3.0,,0.1285,,-0.14,,,,1.0,1.0,,,1.0,,,True,,1.0
14131928,away,Moreirense,Maracás,,,maracas,Maracás,D,26,184,121,M,931485,EUR,767404800,D,26,26,False,41.0,36.0,2.0,,0.0,32.0,34.0,4.0,7.0,12.0,1.0,1.0,,,,90.0,54.0,5.9,5.0,0.00063,,0,,0.1,0.02,-0.6,,6.0,5.0,6.0,,,,,,2.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,
14131928,away,Moreirense,Kiko,,,kiko,Kiko,D,27,180,151,M,1395583,EUR,1018915200,D,27,27,False,28.0,19.0,7.0,1.0,0.0,13.0,14.0,6.0,14.0,4.0,1.0,,,,,90.0,53.0,6.6,16.0,0.0228781,,1,,0.12,-0.1,-0.52,,1.0,5.0,1.0,,,,,,,1.0,3.0,1.0,1.0,,,,0.1556,0.2601,0.51,,1.0,2.0,,,3.0,,,,,,,
14131928,away,Moreirense,Alan,,,alan,Alan,M,11,163,525,M,905455,EUR,952473600,M,11,11,False,10.0,5.0,1.0,,0.0,4.0,5.0,1.0,5.0,1.0,1.0,,,,,70.0,19.0,6.1,10.0,0.00099706,,0,,-0.22,-0.27,-0.11,,,4.0,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,4.0,1.0,,,,,,,,,,
14131928,away,Moreirense,Mateja Stjepanović,Mateja Stjepanovic,,mateja-stjepanovic,M. Stjepanović,M,8,185,313,M,1166006,EUR,1077235200,M,8,8,False,26.0,21.0,3.0,3.0,0.0,11.0,15.0,10.0,11.0,,4.0,,,,,90.0,33.0,6.2,8.0,0.00624238,,1,,0.06,-0.07,-0.19,,1.0,4.0,1.0,,,,,,2.0,,1.0,,,,,,0.0269,,-0.17,1.0,,,,,2.0,,,1.0,,,,
14131928,away,Moreirense,Vasco Sousa,,,vasco-sousa,V. Sousa,M,15,169,899,M,1006995,EUR,1049328000,M,15,15,False,14.0,14.0,,,0.0,6.0,6.0,8.0,8.0,,4.0,,,,,62.0,22.0,6.5,4.0,0.0824864,,1,,0.22,0.05,-0.23,,,6.0,1.0,,,,1.0,,5.0,1.0,1.0,1.0,1.0,,,,0.543,0.8263,0.51,,2.0,,,,2.0,1.0,,1.0,,,,1.0
14131928,away,Moreirense,Diogo Travassos,,,diogo-travassos,D. Travassos,D,2,175,511,M,1142578,EUR,1080691200,F,2,2,False,15.0,7.0,2.0,,0.0,2.0,5.0,5.0,10.0,2.0,2.0,,,,,85.0,36.0,6.9,12.0,0.485681,,2,,0.15,0.01,0.2,,,2.0,6.0,1.0,,1.0,3.0,2.0,1.0,2.0,,,,,,1.0,0.1156,,-0.54,1.0,2.0,,,1.0,1.0,,3.0,,,,,
14131928,away,Moreirense,Yan Maranhão,Yan,,yan,Y. Maranhão,F,99,183,107,M,1188685,EUR,1031875200,F,99,99,False,14.0,12.0,,,1.0,8.0,8.0,4.0,6.0,,,,,,,70.0,25.0,7.0,6.0,0.313914,,3,,0.25,0.23,0.21,,2.0,11.0,5.0,1.0,1.0,1.0,,,2.0,2.0,6.0,1.0,,,1.0,,0.9818,,-0.63,2.0,,,2.0,,,,2.0,4.0,,,,
14131928,away,Moreirense,Kiko Bondoso,,,bondoso-kiko,K. Bondoso,M,10,171,86,M,1082948,EUR,816566400,F,10,10,False,17.0,13.0,2.0,1.0,0.0,2.0,2.0,11.0,15.0,,6.0,,,,,70.0,26.0,6.7,9.0,0.0557527,,0,,-0.27,0.46,0.13,,,4.0,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,2.0,2.0,1.0,,,
14131928,away,Moreirense,Gilberto Batista,,,batista-gilberto,G. Batista,D,66,185,135,M,1153099,EUR,1072656000,D,66,66,True,3.0,1.0,,,0.0,1.0,1.0,,2.0,,,,,,,20.0,3.0,6.2,2.0,3.4e-07,,0,,0.0,-0.01,-0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131928,away,Moreirense,Bernardo Martins,,,bernardo-martins,B. Martins,M,8,176,81,M,845811,EUR,881193600,M,20,20,True,5.0,2.0,2.0,,0.0,2.0,4.0,0.0,1.0,,2.0,,,,,20.0,11.0,6.5,5.0,0.171857,,1,,0.25,0.02,-0.08,,,3.0,,,,1.0,,,1.0,2.0,1.0,1.0,,,,,0.015,0.0442,-0.04,,3.0,1.0,,,1.0,2.0,,,,,,
14131928,away,Moreirense,Landerson,Landerson,,landerson,Landerson,M,78,167,96,M,1471229,EUR,1165881600,F,78,78,True,4.0,3.0,,,0.0,2.0,2.0,1.0,2.0,,2.0,,,,,20.0,7.0,6.7,2.0,0.00029149,,0,,-0.04,0.03,0.15,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,
14131928,away,Moreirense,Cedric Teguia,,,cedric-teguia,C. Teguia,M,7,180,82,M,910033,EUR,1001894400,F,7,7,True,,,,,0.0,,,,0.0,,,,,,,11.0,3.0,6.6,1.0,,,0,,-0.04,,0.13,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,
14131928,away,Moreirense,Mika,,,mika,Mika,G,16,195,33,M,107264,EUR,668390400,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131928,away,Moreirense,Álvaro Martínez,,,alvaro-martinez,Á. Martínez,D,17,181,50,M,1175474,EUR,1020470400,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131928,away,Moreirense,Jimi Gower,Jimi Gower,,jimi-gower,J. Gower,M,30,181,749,M,1411034,EUR,1096588800,M,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131928,away,Moreirense,Joel Jorquera,Joel,Jorquera,joel-jorquera,J. Jorquera,M,19,171,23,M,1084416,EUR,946684800,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131928,away,Moreirense,Afonso Assis,,,afonso-assis,A. Assis,M,25,180,55,M,2030567,EUR,1152921600,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
