match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_challengeLost,stat_wonContest,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,stat_clearanceOffLine,stat_outfielderBlock,stat_goalAssist,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded
11451140,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187.0,289,M,190179,EUR,806803200,G,1,1,False,19.0,14.0,6.0,2.0,12.0,13.0,2.0,6.0,1.0,6.0,1.0,1.0,1.0,1.0,90.0,26.0,6.7,5.0,0.00016827,0,-0.0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451140,home,Samsunspor,Kingsley Schindler,kingsley-schindler,K. Schindler,F,19,179.0,869,M,169113,EUR,742435200,D,17,17,False,18.0,15.0,1.0,1.0,8.0,8.0,9.0,13.0,1.0,2.0,,,,,57.0,34.0,6.7,10.0,0.0606774,0,,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451140,home,Samsunspor,Yunus Emre Çift,yunus-emre-cift,Y. E. Çift,D,55,185.0,119,M,1063325,EUR,1062374400,D,22,22,False,7.0,4.0,2.0,,4.0,4.0,,3.0,1.0,1.0,,,,,12.0,10.0,6.7,3.0,0.00011053,0,,,,,,2.0,,,,,Yunus Cift,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11451140,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185.0,293,M,187231,EUR,817862400,D,37,37,False,52.0,43.0,9.0,3.0,27.0,30.0,16.0,22.0,1.0,3.0,,,,,90.0,58.0,6.5,10.0,0.0107416,0,,,,,3.0,2.0,,,1.0,,,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11451140,home,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185.0,366,M,803023,EUR,914112000,D,4,4,False,67.0,52.0,12.0,7.0,36.0,40.0,16.0,27.0,7.0,9.0,,,,,90.0,83.0,7.3,17.0,0.00826321,1,,,,5.0,2.0,8.0,,1.0,1.0,,,,3.0,3.0,,1.0,,1.0,2.0,0.0392,,,,,,,,,,,,,,,,,,,,,
11451140,home,Samsunspor,Soner Aydoğdu,soner-aydogdu,S. Aydoğdu,M,8,181.0,117,M,69351,EUR,663033600,M,8,8,False,15.0,10.0,1.0,,4.0,5.0,6.0,10.0,,2.0,,,,,12.0,19.0,8.4,5.0,0.617112,1,,,,1.0,2.0,4.0,,,,1.0,,,2.0,1.0,1.0,2.0,,,,0.0362,1.0,1.0,1.0,0.3031,,,,,,,,,,,,,,,,,
11451140,home,Samsunspor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184.0,425,M,802850,EUR,836697600,M,6,6,False,51.0,32.0,5.0,3.0,15.0,18.0,17.0,33.0,1.0,14.0,,,,,90.0,64.0,7.7,21.0,0.0199756,2,,,,5.0,6.0,8.0,1.0,1.0,4.0,2.0,,,3.0,3.0,2.0,1.0,,1.0,1.0,0.4935,1.0,1.0,,0.3808,,,,,,,,,,,,,,,,,
11451140,home,Samsunspor,Muhammet Ali Özbaskıcı,muhammet-ali-ozbaskici,M. A. Özbaskıcı,M,20,176.0,36,M,1149024,EUR,1127779200,M,20,20,False,3.0,3.0,,,3.0,3.0,,,,1.0,,,,,12.0,6.0,6.3,2.0,4.517e-05,0,,,,,3.0,,1.0,1.0,1.0,,Muhammet Ali Özbaskici,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11451140,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174.0,320,M,202032,EUR,777600000,F,11,11,False,28.0,23.0,4.0,3.0,1.0,4.0,24.0,30.0,2.0,6.0,,,,,89.0,54.0,7.4,15.0,0.207822,0,,6.0,2.0,1.0,4.0,10.0,,5.0,2.0,,,,3.0,1.0,2.0,1.0,5.0,,,,,,,,,4.0,,,,,,,,,,,,,,,
11451140,home,Samsunspor,Gaëtan Laura,gaetan-laura,G. Laura,F,,185.0,106,M,1004042,EUR,807580800,F,27,27,False,16.0,11.0,1.0,,2.0,2.0,9.0,16.0,,3.0,,,,,88.0,34.0,6.6,13.0,0.0284867,1,,2.0,,2.0,9.0,4.0,1.0,2.0,2.0,,,,,,,1.0,5.0,1.0,2.0,0.0188,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,
