match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_unsuccessfulTouch,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_hitWoodwork,stat_totalClearance,stat_outfielderBlock,stat_wasFouled,stat_dispossessed,stat_totalContest,stat_aerialLost,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,player_sofascoreId,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_ownGoals,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12437784,home,Athletic Club,Julen Agirrezabala,,,julen-agirrezabala,J. Agirrezabala,G,25,187,1097,M,1014412,EUR,977788800,G,13,13,False,23.0,14.0,12.0,3.0,0.0,11.0,11.0,3.0,12.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,82.0,29.0,6.5,11.0,0.00076234,0,0.0583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437784,home,Athletic Club,Óscar de Marcos,,,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,52663,EUR,608515200,D,18,18,False,28.0,17.0,10.0,4.0,0.0,8.0,8.0,9.0,23.0,2.0,6.0,1.0,,,,,71.0,53.0,7.4,16.0,0.0741265,0,,True,3.0,1.0,5.0,2.0,2.0,1.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12437784,home,Athletic Club,Unai Núñez,,,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,14,14,False,35.0,28.0,7.0,3.0,0.0,13.0,14.0,15.0,21.0,1.0,1.0,,,,,,90.0,47.0,7.3,7.0,0.00512791,0,,,,2.0,3.0,1.0,5.0,,,,,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12437784,home,Athletic Club,Aitor Paredes,,,aitor-paredes,A. Paredes,D,4,186,1132,M,959872,EUR,956966400,D,4,4,False,41.0,31.0,5.0,2.0,0.0,19.0,22.0,12.0,19.0,1.0,3.0,,1.0,,,,90.0,49.0,6.8,10.0,0.0035117,0,,,,3.0,5.0,,1.0,,2.0,1.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,
12437784,home,Athletic Club,Íñigo Lekue,,,inigo-lekue,Í. Lekue,D,15,180,388,M,801837,EUR,736473600,D,15,15,False,34.0,22.0,8.0,3.0,0.0,10.0,15.0,12.0,21.0,3.0,4.0,,,,,,90.0,54.0,6.7,19.0,0.00768451,0,,,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
12437784,home,Athletic Club,Mikel Jauregizar,,,mikel-jauregizar,M. Jauregizar,M,18,177,1766,M,1495844,EUR,1068681600,M,23,23,False,35.0,29.0,5.0,4.0,0.0,10.0,12.0,19.0,23.0,11.0,7.0,,2.0,,,,90.0,57.0,7.3,12.0,0.0121582,1,,,,,7.0,3.0,2.0,,5.0,2.0,,,,1.0,,3.0,4.0,1.0,2.0,1.0,1.0,0.0921,0.437,,,,,,,,,,,
12437784,home,Athletic Club,Mikel Vesga,,,mikel-vesga,M. Vesga,M,6,191,504,M,359742,EUR,734227200,M,6,6,False,25.0,19.0,8.0,4.0,0.0,10.0,11.0,9.0,14.0,4.0,4.0,3.0,1.0,,,,59.0,31.0,6.9,10.0,0.18113,0,,,,,1.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
12437784,home,Athletic Club,Nico Williams,,,nico-williams,N. Williams,M,10,180,84836,M,1085400,EUR,1026432000,M,10,10,False,18.0,17.0,,,0.0,4.0,4.0,16.0,19.0,6.0,1.0,1.0,,,,,85.0,39.0,7.2,10.0,0.459984,2,,,5.0,1.0,5.0,1.0,,,1.0,,4.0,,1.0,,2.0,1.0,5.0,,1.0,,,0.1489,,2.0,NicoWill,3.0,1.0,1.0,1.0,,,,,
12437784,home,Athletic Club,Unai Gómez,,,unai-gomez,U. Gómez,M,20,183,803,M,1391375,EUR,1053820800,M,20,20,False,15.0,9.0,1.0,,1.0,3.0,3.0,6.0,13.0,5.0,1.0,1.0,,,,,59.0,25.0,6.7,10.0,0.0134287,1,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,3.0,,,,0.0689,,,,,1.0,,,,,,,
12437784,home,Athletic Club,Álex Berenguer,,,alex-berenguer,Á. Berenguer,M,7,175,1919,M,592012,EUR,804816000,M,7,7,False,13.0,11.0,1.0,,0.0,3.0,5.0,9.0,12.0,4.0,3.0,1.0,,,,,71.0,29.0,6.6,8.0,0.117355,4,,,4.0,,1.0,1.0,1.0,,,,,,,,,,2.0,2.0,1.0,1.0,,0.5969,0.2657,,,1.0,2.0,1.0,,2.0,,,,
