match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_penaltyConceded,stat_fouls,player_sofascoreId,captain,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_keyPass,stat_totalCross,stat_totalOffside,stat_challengeLost,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_accurateCross,stat_goals,stat_penaltyWon,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_punches
11453214,home,Al-Shabab,Mohammed Al-Absi,Mohammed Alabsi,,mohammed-al-absi,M. Al-Absi,G,50,180.0,125,M,1168640,EUR,1032825600,G,50,50,False,20.0,15.0,7.0,2.0,13.0,14.0,2.0,6.0,1.0,10.0,1.0,1.0,1.0,3.0,2.0,2.0,90.0,32.0,6.6,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453214,home,Al-Shabab,Nader Al Sharari,,,nader-abdullah-al-sharari,N. A. Sharari,D,4,184.0,534,M,923040,EUR,831513600,D,88,88,False,48.0,40.0,11.0,7.0,30.0,31.0,10.0,17.0,1.0,5.0,,,,,,,90.0,58.0,6.6,9.0,1,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11453214,home,Al-Shabab,Iago Santos,,,iago-santos,I. Santos,D,4,188.0,76,M,584430,EUR,706492800,D,4,4,False,49.0,47.0,6.0,5.0,37.0,38.0,10.0,11.0,2.0,3.0,,,,,,,90.0,58.0,6.5,3.0,0,,4.0,2.0,8.0,,2.0,3.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
11453214,home,Al-Shabab,Romain Saïss,,,romain-saiss,R. Saiss,D,29,190.0,7929,M,187729,EUR,638409600,D,14,14,False,55.0,48.0,10.0,8.0,35.0,36.0,13.0,19.0,3.0,1.0,,,,,,,90.0,68.0,6.9,9.0,1,4.0,3.0,6.0,4.0,,,1.0,,,,1.0,romain_saiss27,True,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,
11453214,home,Al-Shabab,Hamad Al Yami,Hamad,Al Yami,hamad-al-yami,H. A. Yami,D,88,170.0,585,M,981158,EUR,926899200,M,2,2,False,37.0,32.0,4.0,3.0,17.0,20.0,15.0,20.0,,7.0,,,,,,,90.0,55.0,6.6,10.0,0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,1.0,3.0,1.0,,,,,,,,,,,,
11453214,home,Al-Shabab,Gustavo Cuéllar,,,gustavo-cuellar,G. Cuéllar,M,6,175.0,1944,M,180059,EUR,719020800,M,6,6,False,59.0,57.0,2.0,2.0,31.0,31.0,26.0,29.0,,5.0,,,,,,,90.0,71.0,6.8,7.0,1,,,5.0,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,1.0,,1.0,,3.0,1.0,,,,,,,,,,
11453214,home,Al-Shabab,Ivan Rakitić,,,ivan-rakitic,I. Rakitić,M,,184.0,13051,M,7635,EUR,573955200,M,30,30,False,61.0,49.0,12.0,6.0,22.0,22.0,27.0,48.0,,7.0,,,,,,,90.0,82.0,7.1,23.0,2,,,4.0,5.0,1.0,,1.0,,3.0,,3.0,ivan_rakitic,,,1.0,,1.0,9.0,,1.0,1.0,1.0,1.0,,,,,,,,
11453214,home,Al-Shabab,Moteb Al-Harbi,,,moteb-al-harbi,M. Al-Harbi,D,24,171.0,848,M,1022679,EUR,950918400,M,24,24,False,38.0,29.0,4.0,2.0,12.0,15.0,18.0,25.0,,6.0,,,,,,,90.0,58.0,7.1,13.0,0,1.0,,3.0,6.0,,1.0,3.0,2.0,3.0,,1.0,,,,,,3.0,2.0,,1.0,2.0,,,1.0,,,,,,,
11453214,home,Al-Shabab,Carlos Junior,,,carlos-junior,C. Junior,M,13,176.0,437,M,555624,EUR,808444800,F,13,13,False,8.0,5.0,1.0,1.0,2.0,2.0,3.0,6.0,,1.0,,,,,,,79.0,20.0,7.4,8.0,2,1.0,1.0,5.0,4.0,1.0,1.0,1.0,,2.0,,,,,2.0,1.0,,,,1.0,,1.0,2.0,,,1.0,1.0,,,,,
11453214,home,Al-Shabab,Yannick Carrasco,,,yannick-carrasco,Y. Carrasco,F,10,180.0,4751,M,182001,EUR,747100800,F,23,23,False,29.0,22.0,3.0,2.0,9.0,9.0,14.0,23.0,,3.0,,,,,,,86.0,55.0,7.2,18.0,6,,,6.0,4.0,3.0,2.0,1.0,,1.0,,2.0,yannickferreiracarrasco,,3.0,1.0,,2.0,3.0,1.0,,4.0,3.0,2.0,1.0,1.0,,1.0,2.0,,,
