match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalContest,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_shotOffTarget,stat_expectedGoals,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_errorLeadToAGoal
12436576,home,Bournemouth,Evanilson,evanilson,Evanilson,F,9,181,7635,M,evanilsonlima99,998490,EUR,939168000,F,9,9,False,13.0,8.0,,,0.0,3.0,3.0,5.0,10.0,2.0,3.0,,,90.0,22.0,7.5,5.0,0.00820083,3,,,,,1.0,2.0,3.0,4.0,,,,,2.0,,,,,2.0,,,,0.7234,,1.0,0.3007,,,,2.0,,1.0,,,,,,
12436576,home,Bournemouth,Tyler Adams,tyler-adams,T. Adams,M,12,175,2918,M,,800419,EUR,918950400,M,12,12,True,37.0,33.0,3.0,1.0,0.0,13.0,14.0,21.0,25.0,1.0,2.0,,,45.0,49.0,7.0,7.0,0.0496387,0,,,2.0,1.0,,,4.0,4.0,,,3.0,3.0,2.0,2.0,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,
12436576,home,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5596,M,,830659,EUR,863222400,D,5,5,True,34.0,30.0,9.0,6.0,0.0,14.0,14.0,16.0,22.0,1.0,1.0,,,32.0,39.0,6.5,7.0,0.0214936,0,,,2.0,,2.0,1.0,3.0,2.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12436576,home,Bournemouth,David Brooks,david-brooks,D. Brooks,M,7,173,1281,M,,855731,EUR,868320000,M,7,7,True,18.0,17.0,3.0,3.0,0.0,5.0,5.0,13.0,15.0,,1.0,,,32.0,30.0,6.6,5.0,0.00829838,1,,,2.0,1.0,,,2.0,,,1.0,,,,,,2.0,1.0,,,,1.0,0.025,,,,,,,,,,,,,,,
12436576,home,Bournemouth,Daniel Jebbison,daniel-jebbison,D. Jebbison,F,9,190,527,M,,1096136,EUR,1057881600,F,21,21,True,2.0,2.0,,,0.0,,,2.0,2.0,,1.0,,,11.0,6.0,6.4,4.0,0.0014945,0,,,,,,,1.0,,,,,,,,,,3.0,,Daniel Jebbison,,,,,,,1.0,,,,,,,,,,,
12436576,home,Bournemouth,Will Dennis,will-dennis,W. Dennis,G,40,188,242,M,,991001,EUR,963187200,G,40,40,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436576,home,Bournemouth,Julio Soler,julio-soler,J. Soler,D,20,175,3920,M,,1201520,EUR,1108512000,D,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Julio Soler,,,,,,,,,,,,,,,,,,
12436576,home,Bournemouth,James Hill,james-hill,J. Hill,D,23,184,554,M,,1156586,EUR,1010620800,D,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436576,home,Bournemouth,Ben Winterburn,ben-winterburn,B. Winterburn,M,16,185,94,M,,2007889,EUR,1094256000,M,47,47,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436576,home,Bournemouth,Zain Silcott-Duberry,zain-silcott-duberry,Z. Silcott-Duberry,F,43,177,155,M,,1403063,EUR,1120867200,F,43,43,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Zain Silcott-Duberry,,,,,,,,,,,,,,,,,,
12436576,away,Ipswich Town,Alex Palmer,alex-palmer,A. Palmer,G,1,190,227,M,,796143,EUR,839635200,G,31,31,False,33.0,20.0,21.0,9.0,0.0,12.0,14.0,8.0,19.0,4.0,14.0,3.0,2.0,90.0,50.0,7.9,13.0,0.00156095,0,0.0059,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,1.0,1.0,,
12436576,away,Ipswich Town,Axel Tuanzebe,axel-tuanzebe,A. Tuanzebe,D,6,185,6307,M,,817979,EUR,879465600,D,40,40,False,22.0,18.0,1.0,,0.0,14.0,17.0,4.0,5.0,5.0,3.0,,,90.0,52.0,6.5,10.0,0.00203679,0,,,,,2.0,1.0,4.0,2.0,,1.0,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
12436576,away,Ipswich Town,Dara O'Shea,dara-oshea,D. O'Shea,D,26,188,660,M,,856719,EUR,920505600,D,26,26,False,28.0,17.0,11.0,2.0,0.0,15.0,17.0,2.0,11.0,14.0,,,,90.0,54.0,8.1,12.0,0.00209049,1,,,,,1.0,3.0,1.0,5.0,5.0,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,0.0326,,,,,,,,,,,,,,1.0,
12436576,away,Ipswich Town,Cameron Burgess,cameron-burgess,C. Burgess,D,15,194,332,M,,358084,EUR,814233600,D,15,15,False,24.0,18.0,6.0,2.0,0.0,14.0,15.0,4.0,9.0,13.0,3.0,,,90.0,39.0,6.8,6.0,0.0456665,0,,,,,,1.0,2.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12436576,away,Ipswich Town,Conor Townsend,conor-townsend,C. Townsend,D,22,183,123,M,,197982,EUR,731203200,D,22,22,False,24.0,15.0,5.0,,1.0,6.0,13.0,9.0,14.0,3.0,1.0,,,90.0,43.0,7.2,14.0,0.079156,0,,,3.0,,3.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
12436576,away,Ipswich Town,Sam Morsy,sam-morsy,S. Morsy,M,40,175,1814,M,,108515,EUR,684460800,M,5,5,False,28.0,23.0,1.0,,0.0,16.0,19.0,7.0,10.0,1.0,7.0,,,82.0,33.0,6.7,7.0,0.0148756,0,,True,1.0,,,,1.0,,,2.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12436576,away,Ipswich Town,Jens Cajuste,jens-cajuste,J. Cajuste,M,12,188,1162,M,,857671,EUR,934243200,M,12,12,False,31.0,26.0,5.0,4.0,0.0,17.0,17.0,9.0,14.0,3.0,6.0,,,90.0,45.0,6.8,8.0,0.0107966,1,,,,,2.0,,6.0,4.0,,,2.0,1.0,,1.0,2.0,2.0,1.0,1.0,,,1.0,0.0928,1.0,,,1.0,,,,,,,,,,,
12436576,away,Ipswich Town,Ben Johnson,ben-johnson,B. Johnson,D,18,182,616,M,,914412,EUR,948672000,M,18,18,False,17.0,10.0,5.0,3.0,0.0,5.0,8.0,6.0,16.0,7.0,6.0,,,89.0,46.0,5.8,21.0,0.0532978,2,,,7.0,1.0,,1.0,9.0,3.0,1.0,,1.0,1.0,4.0,1.0,1.0,1.0,4.0,1.0,,,1.0,0.213,,,,3.0,,1.0,1.0,,,,,,,,1.0
12436576,away,Ipswich Town,Nathan Broadhead,nathan-broadhead,N. Broadhead,M,33,178,415,M,,911710,EUR,891734400,M,33,33,False,24.0,17.0,1.0,1.0,0.0,8.0,12.0,9.0,12.0,,2.0,,,72.0,37.0,7.2,13.0,0.0157062,1,,,,,1.0,,5.0,4.0,,,2.0,1.0,1.0,1.0,,3.0,3.0,1.0,,,,0.426,1.0,1.0,0.3897,1.0,,,,,1.0,,,,,,
12436576,away,Ipswich Town,Julio Enciso,julio-enciso,J. Enciso,M,19,173,12907,M,julioenciso.33,973556,EUR,1074816000,M,9,9,False,18.0,16.0,,,1.0,5.0,5.0,11.0,14.0,,4.0,,,72.0,34.0,7.1,9.0,0.29552,3,,,1.0,,5.0,1.0,9.0,2.0,,,,,,2.0,,1.0,2.0,1.0,,,2.0,0.1056,,,,3.0,2.0,,1.0,,,,,,,,
12436576,away,Ipswich Town,Liam Delap,liam-delap,L. Delap,F,9,186,24878,M,,997087,EUR,1044662400,F,19,19,False,25.0,14.0,,,0.0,5.0,9.0,10.0,17.0,2.0,3.0,,,72.0,40.0,7.6,13.0,0.0112023,1,,,1.0,1.0,4.0,4.0,8.0,11.0,,,,,3.0,,,3.0,1.0,4.0,,,,0.2709,3.0,1.0,0.414,1.0,,,,,1.0,,,,,,
12436576,away,Ipswich Town,Jack Taylor,jack-taylor,J. Taylor,M,14,185,323,M,,856669,EUR,898560000,M,14,14,True,7.0,4.0,1.0,,0.0,3.0,6.0,1.0,1.0,1.0,2.0,,,18.0,14.0,6.9,4.0,0.00059173,1,,,,,,,1.0,3.0,1.0,,3.0,2.0,1.0,,,,1.0,,,,1.0,0.0267,,,,,,,,,,,,,,,
12436576,away,Ipswich Town,Jack Clarke,jack-clarke,J. Clarke,M,47,181,1601,M,,921005,EUR,974937600,F,47,47,True,6.0,3.0,1.0,,0.0,1.0,1.0,2.0,5.0,3.0,2.0,,,18.0,13.0,6.7,5.0,0.00489015,0,,,,,,1.0,1.0,3.0,,,,,,1.0,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,
12436576,away,Ipswich Town,George Hirst,george-hirst,G. Hirst,F,9,191,464,M,,839712,EUR,919036800,F,27,27,True,7.0,4.0,,,0.0,3.0,4.0,1.0,3.0,,2.0,,,18.0,12.0,7.0,4.0,0.00054833,0,,,,,1.0,2.0,1.0,6.0,,,1.0,1.0,,,,2.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,
12436576,away,Ipswich Town,Kalvin Phillips,kalvin-phillips,K. Phillips,M,27,177,9303,M,kalvinphillips,786028,EUR,817862400,M,8,8,True,4.0,1.0,2.0,,0.0,1.0,1.0,,3.0,2.0,,,,8.0,9.0,6.6,4.0,9.2e-06,0,,,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12436576,away,Ipswich Town,Jaden Philogene-Bidace,jaden-philogene-bidace,J. Philogene-Bidace,M,11,181,4512,M,,1014461,EUR,1013126400,F,29,29,True,,,,,0.0,,,,,,,,,1.0,,,,,0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12436576,away,Ipswich Town,Christian Walton,christian-walton,C. Walton,G,28,196,230,M,,198038,EUR,815875200,G,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436576,away,Ipswich Town,Luke Woolfenden,luke-woolfenden,L. Woolfenden,D,26,193,197,M,,893478,EUR,908928000,D,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436576,away,Ipswich Town,Jacob Greaves,jacob-greaves,J. Greaves,D,24,193,527,M,,990821,EUR,968716800,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436576,away,Ipswich Town,Conor Chaplin,conor-chaplin,C. Chaplin,M,36,170,452,M,,784625,EUR,856051200,F,10,10,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
