match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_outfielderBlock,stat_wonTackle,stat_keyPass,stat_accurateCross,stat_totalContest,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,captain,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_wonContest,stat_bigChanceMissed,stat_lastManTackle,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
14025071,home,Burnley,Lyle Foster,,,foster-lyle,L. Foster,F,9,180,7126,M,901907,EUR,967939200,F,9,9,False,20.0,12.0,1.0,1.0,0.0,5.0,6.0,7.0,14.0,,3.0,,,,,86.0,33.0,6.2,13.0,0.00614585,,0,,-0.2,0.09,0.2,,,5.0,1.0,11.0,5.0,,2.0,2.0,3.0,,,2.0,,,1.0,3.0,,,,,,,,,1.0,,,1.0,,,,,,
14025071,home,Burnley,Oliver Sonne,,,oliver-sonne,O. Sonne,D,17,184,5404,M,1008456,EUR,973814400,D,22,22,True,10.0,7.0,1.0,,0.0,4.0,5.0,3.0,5.0,,2.0,,,,,21.0,12.0,6.6,4.0,0.00315326,,0,,0.06,-0.16,0.13,,oliiversonne,,,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14025071,home,Burnley,Josh Laurent,,,josh-laurent,J. Laurent,M,29,188,191,M,552036,EUR,799718400,M,29,29,True,7.0,5.0,1.0,,0.0,1.0,1.0,4.0,6.0,2.0,,,,,,21.0,15.0,6.7,5.0,0.00219971,,0,,0.05,0.02,0.24,,,,1.0,3.0,2.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,
14025071,home,Burnley,Joe Worrall,,,joe-worrall,J. Worrall,D,4,193,320,M,838399,EUR,852854400,D,4,4,True,,,,,0.0,,,,,2.0,,,,,,8.0,3.0,7.0,,,,0,,,,0.65,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,
14025071,home,Burnley,Loum Tchaouna,,,loum-tchaouna,L. Tchaouna,F,17,180,1357,M,1004505,EUR,1062979200,F,17,17,True,10.0,6.0,,,0.0,2.0,3.0,4.0,7.0,,2.0,,,,,8.0,14.0,6.6,5.0,0.0265346,,1,,-0.07,-0.17,0.13,,,,2.0,1.0,3.0,,,,,1.0,,,,1.0,1.0,,1.0,0.0791,-0.05,,,,,,1.0,,,,,,1.0,,,
14025071,home,Burnley,Zian Flemming,,,flemming-zian,Z. Flemming,F,19,183,1606,M,875137,EUR,901929600,M,19,19,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,15.0,4.0,6.5,2.0,2.671e-05,,0,,0.01,-0.01,,,,1.0,,2.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
14025071,home,Burnley,Max Weiss,,,max-weiss,M. Weiss,G,13,190,244,M,1128801,EUR,1087257600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025071,home,Burnley,Lucas Pires,,,lucas-pires,L. Pires,D,23,182,554,M,1136896,EUR,985392000,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025071,home,Burnley,Marcus Edwards,,,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025071,home,Burnley,Aaron Ramsey,,,aaron-ramsey,A. Ramsey,M,30,180,736,M,1000142,EUR,1043107200,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025071,away,Sunderland,Robin Roefs,,,robin-roefs,R. Roefs,G,22,193,2150,M,1012928,EUR,1042761600,G,22,22,False,24.0,16.0,12.0,4.0,0.0,13.0,15.0,3.0,9.0,1.0,8.0,1.0,,,,90.0,30.0,5.9,8.0,0.00246909,,0,-0.4184,0.09,-0.05,-0.23,-0.65,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,
14025071,away,Sunderland,Trai Hume,,,hume-trai,T. Hume,D,32,180,1062,M,989034,EUR,1016409600,D,32,32,False,58.0,45.0,3.0,1.0,0.0,19.0,25.0,26.0,33.0,,3.0,,,,,90.0,81.0,6.5,20.0,0.026636,,1,,0.1,0.09,-0.3,,,1.0,3.0,3.0,6.0,1.0,2.0,,,4.0,,2.0,1.0,,1.0,1.0,,0.0269,-0.15,,,,,,1.0,,1.0,,,,,,,
14025071,away,Sunderland,Daniel Ballard,,,ballard-daniel,D. Ballard,D,5,187,4682,M,958878,EUR,937958400,D,5,5,False,4.0,3.0,1.0,,0.0,2.0,2.0,1.0,2.0,2.0,,,,,,9.0,6.0,7.0,1.0,0.166126,,0,,0.22,0.0,0.13,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
14025071,away,Sunderland,Omar Alderete,,,omar-alderete,O. Alderete,D,15,187,5163,M,805137,EUR,851558400,D,15,15,False,87.0,75.0,9.0,2.0,0.0,43.0,43.0,32.0,44.0,5.0,6.0,,,,,90.0,102.0,6.5,14.0,0.0153642,,2,,0.29,0.17,-0.36,,,2.0,3.0,5.0,6.0,2.0,2.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,,0.061,-0.12,,1.0,,,,1.0,,2.0,,,,,,,
14025071,away,Sunderland,Reinildo Mandava,,,reinildo-mandava,R. Mandava,D,17,180,11835,M,831424,EUR,759110400,D,17,17,False,69.0,63.0,2.0,1.0,0.0,24.0,27.0,39.0,42.0,6.0,3.0,,,,,90.0,98.0,7.0,11.0,0.0227711,,0,,-0.01,0.16,-0.17,,ReinildoMandava,2.0,3.0,3.0,10.0,1.0,5.0,3.0,,2.0,,2.0,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,
14025071,away,Sunderland,Habib Diarra,Habib,Diarra,habib-diarra,H. Diarra,M,19,179,12696,M,1128532,EUR,1073088000,M,19,19,False,40.0,35.0,1.0,1.0,0.0,10.0,11.0,25.0,29.0,1.0,2.0,,,,,80.0,47.0,6.2,11.0,0.0367208,,0,,-0.18,0.19,-0.05,,,1.0,1.0,5.0,1.0,,,,,2.0,,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,
14025071,away,Sunderland,Granit Xhaka,,,granit-xhaka,G. Xhaka,M,34,185,15717,M,117777,EUR,717552000,M,34,34,False,102.0,93.0,6.0,4.0,0.0,36.0,37.0,57.0,65.0,3.0,6.0,,,,,90.0,116.0,6.9,15.0,0.0622391,,1,,0.14,0.23,-0.05,,Granit_Xhaka,1.0,1.0,3.0,3.0,2.0,2.0,,1.0,4.0,,,1.0,,,1.0,1.0,0.0546,-0.12,True,,,,,,,,,,,,,,
14025071,away,Sunderland,Noah Sadiki,,,noah-sadiki,N. Sadiki,M,27,173,15416,M,1171539,EUR,1103241600,M,27,27,False,58.0,49.0,1.0,,0.0,21.0,22.0,28.0,36.0,1.0,,,,,,90.0,79.0,6.5,16.0,0.0783394,,0,,-0.12,0.25,-0.04,,,,,3.0,3.0,1.0,2.0,2.0,1.0,2.0,,2.0,,,,2.0,,,,,,,,,1.0,,,,,,,,,
14025071,away,Sunderland,Chemsdine Talbi,,,chemsdine-talbi,C. Talbi,M,7,175,12477,M,1142675,EUR,1115596800,F,7,7,False,17.0,15.0,1.0,,0.0,6.0,7.0,9.0,10.0,,2.0,,,,,63.0,25.0,6.3,7.0,0.0130053,,1,,-0.13,0.03,-0.02,,,,,2.0,,,,2.0,,3.0,,,1.0,1.0,1.0,,1.0,0.2272,-0.27,,1.0,,,,,,,,1.0,,,,,
14025071,away,Sunderland,Eliezer Mayenda,Eliezer Mayenda,,eliezer-mayenda,E. Mayenda,F,12,179,2833,M,1168588,EUR,1115510400,F,12,12,False,1.0,1.0,,,0.0,,,1.0,1.0,1.0,2.0,,,,,63.0,14.0,6.2,5.0,0.00382798,,1,,0.01,-0.44,0.21,,,4.0,1.0,7.0,3.0,,1.0,1.0,1.0,,1.0,,,,1.0,2.0,,0.3044,-0.51,,,,1.0,,,0.6952,,1.0,1.0,,,,,1.0
14025071,away,Sunderland,Simon Adingra,,,simon-adingra,S. Adingra,M,24,175,53010,M,1110842,EUR,1009843200,F,24,24,False,18.0,13.0,1.0,,0.0,4.0,5.0,9.0,13.0,3.0,2.0,,,,,63.0,31.0,6.5,10.0,0.0861594,,0,,-0.24,0.27,0.19,,simon.adingra,,1.0,2.0,2.0,,,1.0,,3.0,,,1.0,1.0,,2.0,,,,,,1.0,,,1.0,,,,,,,,,1.0
14025071,away,Sunderland,Jenson Seelt,Jenson Seelt,,jenson-seelt,J. Seelt,D,14,192,599,M,1088897,EUR,1053648000,D,23,23,True,81.0,73.0,5.0,1.0,0.0,42.0,44.0,31.0,37.0,4.0,2.0,,,,,81.0,92.0,6.7,10.0,0.0128237,,0,,0.19,0.23,-0.29,,,1.0,4.0,3.0,7.0,,2.0,,1.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,
14025071,away,Sunderland,Patrick Roberts,,,patrick-roberts,P. Roberts,M,16,167,444,M,361326,EUR,855100800,M,10,10,True,20.0,16.0,1.0,1.0,0.0,2.0,2.0,14.0,18.0,,1.0,,,,,27.0,23.0,6.4,4.0,0.0176598,,1,,-0.08,0.12,-0.06,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,0.0339,-0.16,,,,,,,,1.0,1.0,,,,,,
14025071,away,Sunderland,Enzo Le Fée,,,enzo-le-fee,E. Le Fée,M,28,173,3108,M,984014,EUR,949536000,M,28,28,True,33.0,30.0,1.0,1.0,0.0,9.0,10.0,21.0,23.0,,6.0,,,,,27.0,48.0,6.7,8.0,0.0544263,,1,,-0.02,0.02,0.13,,,,,2.0,4.0,,2.0,1.0,,2.0,,1.0,1.0,1.0,1.0,1.0,,0.0414,-0.09,,,,,,2.0,,1.0,,,,,,,
14025071,away,Sunderland,Wilson Isidor,,,wilson-isidor,W. Isidor,F,18,184,16825,M,877980,EUR,967248000,F,18,18,True,,,,,0.0,,,,,,,,,,,27.0,3.0,6.3,3.0,,,0,,,-0.51,0.0,,,,,3.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
14025071,away,Sunderland,Marc Guiu,,,guiu-marc,M. Guiu,F,38,187,28475,M,1414933,EUR,1136332800,F,9,9,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,,,,,,10.0,6.0,6.2,1.0,0.0107243,,1,,-0.33,,0.0,,marcguiu9,2.0,1.0,2.0,1.0,,,,,,,,,,,,1.0,0.0239,-0.19,,,,,,,,,,,,,,,
14025071,away,Sunderland,Anthony Patterson,,,anthony-patterson,A. Patterson,G,13,188,354,M,958718,EUR,957916800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025071,away,Sunderland,Arthur Masuaku,,,arthur-masuaku,A. Masuaku,D,29,179,10392,M,174975,EUR,752630400,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,masuaku26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025071,away,Sunderland,Dan Neil,,,dan-neil,D. Neil,M,6,178,465,M,964106,EUR,1007078400,M,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025071,away,Sunderland,Chris Rigg,,,chris-rigg,C. Rigg,M,11,177,2180,M,1394089,EUR,1182124800,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
