match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_shotOffTarget,stat_totalClearance,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_totalContest,stat_wonContest,stat_bigChanceMissed,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_punches,stat_outfielderBlock,stat_hitWoodwork
13981664,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189.0,4489,M,793986,EUR,935712000,G,99,99,False,18.0,14.0,5.0,1.0,0.0,14.0,15.0,3.0,1.0,12.0,2.0,1.0,1.0,90.0,27.0,6.8,4.0,9.924e-05,31.404674976833,6.0,11.872800904417,0.0,-0.0005,0,0.0145,0.04,0.01,0.22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981664,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190.0,4038,M,611210,EUR,829699200,D,23,23,False,45.0,40.0,5.0,4.0,1.0,17.0,18.0,27.0,2.0,3.0,,,,90.0,57.0,7.1,11.0,0.0285092,84.944419896638,15.0,18.966227805284,1.0,,0,,0.28,0.42,-0.06,,23.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0412069019476,3.5186316942812,2.0,,,,,,,,,,,,,,,,,,,,,,,
13981664,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190.0,9220,M,848287,EUR,935107200,D,5,5,False,47.0,45.0,3.0,2.0,0.0,29.0,29.0,18.0,1.0,3.0,,,,90.0,57.0,7.1,2.0,0.0179596,83.889600069687,15.0,1.9676068180491,0.0,,1,,0.25,0.02,0.17,,16.0,,3.0,3.0,6.0,6.0,,,1.0,,3.0,,,1.0,,,evanndicka,1.0,2.0,1.0,2.0,0.0664,-0.25,,,,,,,,,,,,,,
13981664,home,Roma,Daniele Ghilardi,daniele-ghilardi,D. Ghilardi,D,87,189.0,1128,M,1384847,EUR,1041811200,D,87,87,False,58.0,53.0,4.0,3.0,0.0,22.0,23.0,35.0,1.0,8.0,,,,90.0,72.0,7.6,9.0,0.0226471,145.25650273006,19.0,101.99693904538,2.0,,1,,0.39,0.26,0.16,,31.0,,1.0,3.0,3.0,6.0,,,1.0,2.0,1.0,19.133643392746,34.982292738891,1.0,,,,1.0,3.0,,1.0,0.1759,-0.32,2.0,1.0,1.0,,,,,,,,,,,
13981664,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180.0,2880,M,893008,EUR,856137600,M,19,19,False,45.0,40.0,3.0,3.0,1.0,17.0,18.0,27.0,2.0,5.0,,,,90.0,66.0,8.1,12.0,0.0479867,269.09491173159,23.0,134.02977616603,5.0,,0,,0.72,0.36,-0.05,,23.0,3.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,25.718030459892,107.93170838844,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,
13981664,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186.0,2731,M,186855,EUR,794188800,M,4,4,False,68.0,51.0,11.0,5.0,0.0,21.0,22.0,46.0,1.0,5.0,,,,84.0,74.0,7.0,18.0,0.124477,176.00898006887,21.0,32.488344518703,0.0,,0,,0.37,0.06,0.13,,30.0,1.0,,1.0,3.0,2.0,,,1.0,1.0,3.0,,,1.0,,,,,,1.0,,,,,,,True,1.0,,,,,,,,,
13981664,home,Roma,Niccolò Pisilli,niccolo-pisilli,N. Pisilli,M,61,180.0,2244,M,1175821,EUR,1095897600,M,61,61,False,72.0,65.0,4.0,3.0,0.0,18.0,19.0,53.0,2.0,8.0,,,,90.0,91.0,7.3,12.0,0.0426571,277.2381829304,34.0,139.45973657708,3.0,,1,,0.29,0.26,0.15,,47.0,1.0,,1.0,2.0,4.0,,,2.0,1.0,,23.275552432159,63.489013795306,1.0,,,,,,2.0,,0.0317,-0.03,3.0,1.0,,,,1.0,0.2187,,,,,,,
13981664,home,Roma,Wesley,wesley-franca,Wesley,D,43,178.0,26776,M,1134200,EUR,1062806400,M,43,43,False,44.0,36.0,5.0,3.0,0.0,10.0,10.0,34.0,1.0,5.0,,,,90.0,63.0,7.2,13.0,0.0362894,121.84506394932,13.0,76.08954675462,2.0,,0,,0.32,0.13,-0.06,,26.0,3.0,,1.0,4.0,6.0,2.0,,3.0,2.0,2.0,24.387573230734,39.502533140948,1.0,,,WesleyFranca03,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
13981664,home,Roma,Matías Soulé,matias-soule,M. Soulé,F,18,182.0,12526,M,1082406,EUR,1050364800,F,18,18,False,35.0,31.0,3.0,1.0,0.0,9.0,9.0,26.0,1.0,7.0,,,,84.0,52.0,6.8,12.0,0.0453331,282.46309058466,23.0,116.12345753448,6.0,,2,,-0.06,0.46,0.0,,22.0,3.0,1.0,,5.0,3.0,,,,1.0,,45.763315553186,142.97543476983,1.0,,,matiassoule11,2.0,,,2.0,0.0504,-0.51,3.0,1.0,,,1.0,,,2.0,1.0,,,,,
13981664,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,7,186.0,5687,M,555540,EUR,835142400,F,7,7,False,36.0,26.0,2.0,,0.0,9.0,9.0,27.0,,4.0,,,,57.0,47.0,6.7,16.0,0.34091,154.60699248379,18.0,56.583624618218,2.0,,1,,0.27,0.29,-0.11,,17.0,6.0,,,5.0,1.0,2.0,1.0,,,2.0,24.013418154978,45.232813307868,2.0,,,lorepelle7,,,,1.0,0.095,0.02,,,,,2.0,,,1.0,,1.0,,,,
