match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,captain,player_lastName,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork
11453183,home,Al Wehda,Munir El Kajoui,munir-mohamedi,M. El Kajoui,G,1,190.0,3804,M,Munir,141967,EUR,610761600,G,1,1,False,29.0,22.0,15.0,8.0,19.0,20.0,3.0,9.0,1.0,1.0,2.0,7.0,1.0,2.0,2.0,1.0,90.0,37.0,7.0,8.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453183,home,Al Wehda,Ali Makki,ali-makki,A. Makki,D,5,174.0,20,M,,1399144,EUR,924566400,D,22,22,False,45.0,35.0,5.0,3.0,20.0,21.0,15.0,26.0,3.0,8.0,1.0,5.0,,,,,90.0,69.0,7.3,15.0,,0,Ali Makki,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
11453183,home,Al Wehda,Abdullah Al-Hafith,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,,160901,EUR,725241600,D,17,17,False,64.0,60.0,6.0,3.0,38.0,40.0,22.0,24.0,3.0,4.0,7.0,5.0,,,,,90.0,77.0,7.0,4.0,,0,,,5.0,6.0,,,,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,
11453183,home,Al Wehda,Jawad El Yamiq,jawad-el-yamiq,J. E. Yamiq,D,18,190.0,4432,M,,877103,EUR,699321600,D,5,5,False,49.0,39.0,8.0,3.0,28.0,32.0,11.0,17.0,7.0,8.0,6.0,8.0,,,,,90.0,67.0,8.3,10.0,,3,,,1.0,2.0,1.0,,,3.0,1.0,1.0,1.0,,,,2.0,1.0,1.0,,,,,,,,,
11453183,home,Al Wehda,Abdullah Bukhari,abdullah-bukhari,A. Bukhari,D,3,177.0,10,M,,832637,EUR,774489600,D,3,3,False,27.0,18.0,4.0,1.0,8.0,8.0,10.0,21.0,2.0,7.0,3.0,4.0,,,,,89.0,51.0,6.6,17.0,1.0,0,,2.0,3.0,10.0,2.0,1.0,,,1.0,4.0,2.0,2.0,1.0,2.0,,,,2.0,,,,,,,,
11453183,home,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,,911303,EUR,626832000,M,4,4,False,63.0,54.0,4.0,3.0,34.0,37.0,20.0,27.0,2.0,7.0,3.0,9.0,,,,,90.0,77.0,7.2,11.0,,0,,1.0,,4.0,2.0,,,1.0,1.0,3.0,3.0,,2.0,1.0,,,,1.0,True,,,,,,,
11453183,home,Al Wehda,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178.0,1037,M,,143786,EUR,586396800,M,76,76,False,66.0,55.0,14.0,10.0,24.0,25.0,34.0,51.0,4.0,6.0,1.0,7.0,,,,,90.0,86.0,7.7,19.0,2.0,0,,10.0,1.0,2.0,1.0,,,1.0,,2.0,1.0,1.0,1.0,,,,,,,,3.0,,,,,
11453183,home,Al Wehda,Yahya Naji,yahya-naji,Y. Naji,F,80,170.0,27,M,,984587,EUR,920332800,M,80,80,False,21.0,16.0,,,9.0,10.0,7.0,11.0,,3.0,1.0,7.0,,,,,63.0,36.0,6.4,13.0,,2,,,,4.0,,3.0,,,,2.0,1.0,3.0,1.0,1.0,1.0,,,1.0,,,,1.0,,,,
11453183,home,Al Wehda,Ala'a Al-Hejji,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,,826242,EUR,817948800,M,88,88,False,21.0,21.0,3.0,3.0,5.0,5.0,16.0,17.0,,2.0,,,,,,,64.0,26.0,6.9,2.0,1.0,0,,1.0,2.0,3.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11453183,home,Al Wehda,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172.0,214,M,,385708,EUR,822873600,M,7,7,False,23.0,12.0,5.0,1.0,5.0,7.0,9.0,18.0,2.0,4.0,,3.0,,,,,89.0,33.0,6.6,14.0,1.0,0,,2.0,2.0,4.0,2.0,,,,,2.0,1.0,1.0,,,,,,,,,2.0,,,,,
11453183,home,Al Wehda,Odion Ighalo,odion-ighalo,O. Ighalo,F,,183.0,2180,M,,29774,EUR,613958400,F,9,9,False,8.0,6.0,1.0,1.0,2.0,2.0,4.0,6.0,1.0,3.0,1.0,,,,,,90.0,20.0,6.5,7.0,1.0,4,,,3.0,4.0,,1.0,,,,,,3.0,2.0,,3.0,,,,,,,1.0,1.0,2.0,,
11453183,home,Al Wehda,Abdulaziz Noor,abdulaziz-noor,A. Noor,M,24,173.0,80,M,,1085115,EUR,916617600,M,24,24,True,8.0,5.0,,,2.0,2.0,4.0,8.0,,1.0,3.0,3.0,,,,,27.0,16.0,6.7,6.0,,0,Abdulaziz Noor,2.0,,1.0,,1.0,1.0,,,,,2.0,,1.0,,,,,,,1.0,,,1.0,,
11453183,home,Al Wehda,Craig Goodwin,craig-goodwin,C. Goodwin,M,11,183.0,692,M,,220113,EUR,692841600,F,23,23,True,14.0,14.0,,,6.0,6.0,8.0,8.0,,,,2.0,,,,,26.0,16.0,6.8,1.0,1.0,0,,,2.0,3.0,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,
11453183,home,Al Wehda,Islam Ahmed Hawsawi,islam-ahmed-hawsawi,I. A. Hawsawi,D,27,170.0,30,M,,1106232,EUR,1009411200,D,27,27,True,1.0,1.0,,,,,1.0,1.0,,2.0,,1.0,,,,,15.0,7.0,6.7,2.0,,1,Hawsawi Islam Ahmed,,,1.0,1.0,,,,,,,2.0,2.0,,1.0,,,,,,,,,,,
