match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_goalAssist,stat_aerialLost,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_totalContest,stat_wonContest,player_lastName,stat_outfielderBlock,stat_totalOffside,captain,stat_punches
10408301,home,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,164343,EUR,694310400,G,13,13,False,23.0,12.0,19.0,8.0,5.0,6.0,7.0,17.0,13.0,1.0,3.0,6.0,90.0,37.0,7.7,13.0,0.0,0.0,0.00131864,0,1.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408301,home,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181,1573,M,1084081,EUR,1051228800,D,4,4,False,45.0,41.0,4.0,1.0,23.0,24.0,19.0,23.0,6.0,,,,90.0,67.0,6.9,10.0,0.0806,0.0,0.0281683,2,,Arnau Martinez,2.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
10408301,home,Girona FC,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189,1175,M,846308,EUR,910569600,D,22,22,False,23.0,23.0,2.0,2.0,19.0,19.0,4.0,4.0,4.0,,,,90.0,34.0,6.9,,0.0,0.0,0.00094624,0,,,,,1.0,1.0,2.0,,,,9.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
10408301,home,Girona FC,David López,david-lopez,D. López,D,5,185,551,M,135116,EUR,623894400,D,5,5,False,35.0,30.0,10.0,7.0,17.0,19.0,13.0,16.0,4.0,,,,90.0,54.0,8.5,7.0,0.1435,0.1216,0.0542296,2,,,,,1.0,2.0,2.0,,,,9.0,1.0,,,,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10408301,home,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,D,3,3,False,32.0,24.0,4.0,,17.0,21.0,7.0,15.0,9.0,,,,85.0,55.0,6.5,14.0,0.1,0.0,0.0229812,2,,,4.0,,,3.0,2.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,MGutiérrez,2.0,1.0,,,,,
10408301,home,Girona FC,Oriol Romeu,oriol-romeu,O. Romeu,M,28,182,14412,M,69416,EUR,685670400,M,18,18,False,42.0,34.0,5.0,3.0,27.0,29.0,7.0,13.0,6.0,,,,90.0,54.0,7.0,9.0,0.0457,0.0,0.00612243,1,,,,,1.0,6.0,4.0,,1.0,1.0,1.0,3.0,2.0,,,3.0,,4.0,,2.0,,,,,oriolromeu,,,,1.0,,,
10408301,home,Girona FC,Toni Villa,toni-villa,Toni,M,19,171,108,M,813523,EUR,789436800,M,12,12,False,28.0,22.0,2.0,1.0,7.0,9.0,16.0,22.0,7.0,,,,66.0,53.0,6.1,17.0,0.0536,0.0,0.0487893,2,,,3.0,1.0,,10.0,8.0,1.0,3.0,,,2.0,1.0,,4.0,,1.0,,,,,2.0,,,,8.0,2.0,,,1.0,,
10408301,home,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184,4247,M,839585,EUR,884131200,M,21,21,False,26.0,20.0,4.0,2.0,4.0,5.0,16.0,23.0,5.0,,,,85.0,43.0,7.4,12.0,0.1482,0.1537,0.0451593,3,,,2.0,,,5.0,6.0,,1.0,,,5.0,1.0,1.0,,1.0,,,,2.0,,,3.0,,YangelHerrera8,2.0,1.0,,,,,
10408301,home,Girona FC,Aleix García,aleix-garcia,A. García,M,24,173,4524,M,796047,EUR,867456000,M,14,14,False,51.0,41.0,5.0,1.0,23.0,28.0,21.0,31.0,7.0,,,,90.0,67.0,7.7,15.0,0.2218,0.3464,0.109924,3,,,8.0,3.0,,2.0,2.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,3.0,,AlexGarcia97,,,,,,,
10408301,home,Girona FC,Valery Fernández,valery-fernandez,V. Fernández,D,21,179,309,M,962378,EUR,943315200,M,11,11,False,23.0,20.0,1.0,1.0,5.0,6.0,16.0,20.0,3.0,,,,62.0,34.0,7.1,9.0,0.0092,0.0,0.0784397,1,,,3.0,1.0,,1.0,1.0,,,,,,,4.0,1.0,,4.0,,,1.0,,1.0,,,,,,,,,True,
