match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_keyPass,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_hitWoodwork
10434093,home,Alanyaspor,Rúnar Alex Rúnarsson,runar-alex-runarsson,R. Rúnarsson,G,31,185,415,M,187023,EUR,793065600,G,13,13,False,34.0,12.0,29.0,7.0,6.0,10.0,6.0,24.0,1.0,10.0,1.0,2.0,4.0,90.0,44.0,7.6,23.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434093,home,Alanyaspor,Furkan Bayır,furkan-bayir,F. Bayır,D,23,188,77,M,1003161,EUR,950054400,D,4,4,False,24.0,21.0,,,20.0,23.0,1.0,1.0,2.0,,,,,90.0,36.0,7.4,3.0,0,,,3.0,2.0,6.0,3.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
10434093,home,Alanyaspor,Joher Khadim Rassoul,joher-khadim-rassoul,J. K. Rassoul,D,89,187,111,M,800344,EUR,820368000,D,23,23,False,23.0,18.0,4.0,1.0,15.0,17.0,3.0,6.0,8.0,3.0,1.0,,,90.0,35.0,7.3,6.0,0,Joher,Khadim Rassoul,1.0,2.0,3.0,3.0,,,2.0,,1.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
10434093,home,Alanyaspor,Jure Balkovec,jure-balkovec,J. Balkovec,D,29,185,292,M,171625,EUR,779068800,D,29,29,False,43.0,30.0,11.0,4.0,25.0,31.0,6.0,15.0,2.0,9.0,1.0,,,90.0,57.0,7.0,16.0,1,,,,,3.0,5.0,,,,1.0,1.0,1.0,,,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,
10434093,home,Alanyaspor,Daniel Candeias,daniel-candeias,D. Candeias,M,21,177,77,M,41835,EUR,572745600,M,21,21,False,26.0,15.0,5.0,1.0,8.0,15.0,9.0,16.0,5.0,6.0,,,,67.0,47.0,7.2,14.0,2,Daniel,Candeias,1.0,,1.0,4.0,,,1.0,,,,2.0,2.0,3.0,3.0,5.0,2.0,,,2.0,,,,,,,,,,
10434093,home,Alanyaspor,Leroy Fer,leroy-fer,L. Fer,M,8,188,136,M,31821,EUR,631497600,M,8,8,False,29.0,25.0,,,12.0,15.0,13.0,14.0,7.0,7.0,1.0,,,90.0,45.0,7.0,4.0,2,,,1.0,2.0,4.0,4.0,,,,2.0,1.0,,4.0,4.0,,,,,2.0,1.0,,1.0,,,,,,,,,
10434093,home,Alanyaspor,Arnaud Lusamba,arnaud-lusamba,A. Lusamba,M,11,180,284,M,361342,EUR,852336000,M,97,97,False,32.0,23.0,4.0,2.0,17.0,24.0,6.0,8.0,4.0,6.0,,,,90.0,41.0,6.8,11.0,0,,,,1.0,1.0,1.0,,,,,,1.0,2.0,2.0,1.0,,,,,,,,1.0,,,,,,,,
10434093,home,Alanyaspor,Yusuf Özdemir,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,M,88,88,False,31.0,19.0,8.0,2.0,10.0,16.0,10.0,20.0,5.0,9.0,2.0,,,90.0,63.0,7.4,17.0,0,Yusuf Ozdemir,,3.0,1.0,9.0,5.0,,2.0,2.0,4.0,1.0,1.0,,,2.0,,5.0,1.0,,1.0,,,,1.0,1.0,,,,,,
10434093,home,Alanyaspor,Efecan Karaca,efecan-karaca,E. Karaca,M,7,166,109,M,60510,EUR,627177600,F,7,7,False,30.0,24.0,3.0,1.0,15.0,18.0,9.0,12.0,7.0,5.0,4.0,,,71.0,42.0,6.7,10.0,0,,,1.0,,4.0,,,,,,,1.0,3.0,1.0,2.0,2.0,,,,,,,1.0,,,True,,,,,
10434093,home,Alanyaspor,Ivan Cavaleiro,ivan-cavaleiro,I. Cavaleiro,F,,175,373,M,110950,EUR,750902400,F,19,19,False,29.0,23.0,3.0,3.0,8.0,12.0,16.0,20.0,6.0,4.0,1.0,,,80.0,50.0,7.3,15.0,1,,,5.0,2.0,9.0,,,,,,1.0,2.0,4.0,3.0,,,3.0,1.0,,1.0,,,4.0,,1.0,,1.0,,,,
