match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_errorLeadToAShot,stat_bigChanceCreated,stat_bigChanceMissed,stat_goodHighClaim,stat_goals
12764165,home,Stade Brestois,Mama Baldé,mama-balde,M. Baldé,F,17,183,1088,M,557166,EUR,815616000,F,14,14,False,11.0,9.0,1.0,1.0,0.0,2.0,3.0,7.0,10.0,,3.0,,,,,70.0,27.0,7.2,8.0,0.0183218,6,,2.0,,4.0,6.0,2.0,2.0,2.0,,,,,2.0,0.3539,,1.0,,,,1.0,2.0,1.0,2.0,,,5.0,1.0,,,,,,,
12764165,home,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185,577,M,801306,EUR,738288000,M,20,20,True,34.0,31.0,3.0,3.0,0.0,14.0,15.0,17.0,19.0,,1.0,,,,,29.0,38.0,7.4,3.0,0.0254734,2,,,,,2.0,,,,1.0,1.0,1.0,1.0,,0.158,0.3985,2.0,,,,,1.0,,,,,1.0,,,,1.0,,,,
12764165,home,Stade Brestois,Romain Faivre,romain-faivre,R. Faivre,M,28,180,1028,M,913942,EUR,900374400,M,21,21,True,15.0,11.0,1.0,1.0,0.0,5.0,7.0,7.0,9.0,,1.0,,,,,29.0,20.0,6.8,6.0,0.0562656,0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,
12764165,home,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172,689,M,825681,EUR,828057600,M,10,10,True,4.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,8.0,,,,,,,20.0,14.0,6.6,5.0,0.327881,1,,5.0,2.0,2.0,,,,,,,,,,0.0165,,2.0,,,,,,,1.0,2.0,,,1.0,,,,1.0,,,
12764165,home,Stade Brestois,Abdallah Sima,abdallah-sima,A.Sima,F,19,188,2445,M,1029018,EUR,992736000,F,17,17,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,1.0,,,,,20.0,8.0,6.7,2.0,0.00123709,2,,,,1.0,,,,,1.0,1.0,,,,0.309,0.0699,,,,,1.0,,,,,,1.0,,,,,,1.0,,
12764165,home,Stade Brestois,Ibrahim Salah,ibrahim-salah,I. Salah,F,21,185,2214,M,1386639,EUR,999129600,F,34,34,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,11.0,3.0,6.3,1.0,2.504e-05,1,,,,1.0,,,1.0,,,,,,,0.0158,,,,,,,,,,,,,1.0,,,,,,,
12764165,home,Stade Brestois,Grégoire Coudert,gregoire-coudert,G. Coudert,G,30,190,115,M,891508,EUR,923097600,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764165,home,Stade Brestois,Noah Jauny,noah-jauny,N. Jauny,G,50,194,74,M,1910904,EUR,1093478400,G,50,50,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Noah Jauny,,,,,,,,,,,,,,,,,
12764165,home,Stade Brestois,Abdoulaye Ndiaye,abdoulaye-ndiaye,A. Ndiaye,D,3,195,1249,M,984527,EUR,1018396800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764165,home,Stade Brestois,Julien Le Cardinal,julien-le-cardinal,J. L. Cardinal,D,26,182,202,M,1129751,EUR,870566400,D,25,25,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764165,away,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,201925,M,70988,EUR,705542400,G,1,1,False,39.0,32.0,10.0,3.0,0.0,32.0,33.0,,6.0,,5.0,3.0,5.0,,,90.0,49.0,8.2,7.0,3.556e-05,0,1.5028,,,,,,,,,,,,,,,,,,,,,,,,,,,TheOctopus,,,,,1.0,
12764165,away,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,59873,M,255239,EUR,678326400,D,17,17,False,65.0,54.0,8.0,4.0,1.0,36.0,40.0,20.0,27.0,3.0,2.0,,,,,83.0,90.0,8.5,15.0,0.698977,0,,2.0,2.0,3.0,4.0,,1.0,1.0,,2.0,2.0,1.0,1.0,,,3.0,,,,2.0,,,3.0,1.0,,,,LucasVaz91,,,3.0,,,
12764165,away,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145314,M,859025,EUR,948931200,D,14,14,False,48.0,47.0,1.0,1.0,0.0,42.0,42.0,5.0,6.0,5.0,5.0,,,,,82.0,61.0,7.1,2.0,0.00082173,0,,,,8.0,3.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,4.0,1.0,1.0,1.0,3.0,2.0,,,ATchouaméni,,,,,,
12764165,away,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,191574,M,142622,EUR,731116800,D,22,22,False,62.0,58.0,10.0,9.0,0.0,46.0,48.0,12.0,14.0,8.0,5.0,,,,,90.0,71.0,7.3,4.0,0.00580253,0,,,,1.0,3.0,,,,,,,,1.0,,,,,,,,2.0,,,1.0,,,,ARüdiger,,,,,,
12764165,away,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70600,M,792073,EUR,802569600,D,23,23,False,71.0,65.0,1.0,1.0,0.0,30.0,34.0,35.0,38.0,2.0,4.0,,,,,90.0,83.0,7.1,8.0,0.023564,0,,1.0,,1.0,2.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,FerMendy,,,,,,
12764165,away,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,352872,M,15466,EUR,495072000,M,10,10,False,79.0,76.0,7.0,7.0,1.0,37.0,39.0,39.0,44.0,2.0,3.0,,,,,88.0,90.0,7.9,8.0,0.158141,0,,4.0,,5.0,5.0,,2.0,2.0,,,1.0,1.0,1.0,,,3.0,,,True,1.0,1.0,3.0,1.0,1.0,,,,LModric10,,,1.0,,,
12764165,away,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375067,M,831808,EUR,901065600,M,8,8,False,50.0,45.0,7.0,4.0,0.0,22.0,23.0,23.0,27.0,5.0,4.0,,,,,90.0,62.0,7.7,5.0,0.0901335,1,,,,1.0,3.0,,,,,,2.0,2.0,,0.0236,,2.0,,,,,1.0,1.0,,,2.0,1.0,,Fede,,,1.0,,,
12764165,away,Real Madrid,Brahim Díaz,brahim-diaz,B. Díaz,M,21,170,257192,M,835485,EUR,933638400,M,21,21,False,35.0,30.0,1.0,1.0,0.0,12.0,15.0,18.0,21.0,,3.0,,,,,72.0,48.0,6.6,12.0,0.0538367,0,,1.0,,7.0,4.0,1.0,3.0,,,,1.0,1.0,3.0,,,1.0,,,,1.0,,,1.0,3.0,,,,Brahim,,,,,,
12764165,away,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1020916,M,991011,EUR,1056844800,M,5,5,False,52.0,49.0,5.0,5.0,0.0,16.0,17.0,33.0,35.0,1.0,6.0,,,,,82.0,72.0,8.0,9.0,0.186647,1,,,,7.0,9.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,0.7001,0.9931,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,,JudeBell,,,,,,1.0
12764165,away,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,704705,M,910536,EUR,978998400,M,11,11,False,50.0,46.0,3.0,2.0,0.0,11.0,12.0,35.0,39.0,,1.0,,,,,90.0,75.0,9.9,8.0,0.108913,4,,1.0,,1.0,11.0,1.0,6.0,6.0,3.0,1.0,5.0,4.0,,0.6819,0.7563,2.0,,,,,,,2.0,,,,1.0,Rodrygo,,,,1.0,,2.0
12764165,away,Real Madrid,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1752512,M,826643,EUR,914112000,F,9,9,False,29.0,26.0,,,0.0,3.0,3.0,23.0,27.0,,2.0,,,,,90.0,46.0,5.4,11.0,0.0695006,7,,1.0,,7.0,2.0,3.0,3.0,,2.0,,,,2.0,1.1734,0.1852,,,,,,,,1.0,1.0,,4.0,1.0,KMbappé,1.0,,,4.0,,
12764165,away,Real Madrid,Arda Güler,arda-guler,A. Güler,M,15,176,398152,M,1091116,EUR,1109289600,M,15,15,True,15.0,12.0,1.0,1.0,0.0,7.0,8.0,5.0,8.0,,1.0,,,,,18.0,16.0,6.9,4.0,0.227525,0,,1.0,,,,,,,,,,,,,,1.0,Arda Guler,,,,,,,,,,,AGüler,,,1.0,,,
12764165,away,Real Madrid,David Alaba,david-alaba,D. Alaba,D,4,180,92856,M,66492,EUR,709344000,D,4,4,True,11.0,11.0,,,0.0,11.0,11.0,,,1.0,1.0,,,,,8.0,12.0,6.6,,9.986e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAlaba,,,,,,
12764165,away,Real Madrid,Dani Ceballos,dani-ceballos,D. Ceballos,M,19,179,67330,M,547838,EUR,839376000,M,19,19,True,11.0,10.0,2.0,1.0,0.0,7.0,7.0,3.0,4.0,,1.0,,,,,8.0,12.0,6.5,2.0,0.0129532,0,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,Danifuli10,,,,,,
12764165,away,Real Madrid,Raúl Asencio,raul-asencio,R. Asencio,D,17,184,118806,M,1156645,EUR,1045094400,D,35,35,True,2.0,1.0,,,0.0,1.0,2.0,,,,1.0,,,,,12.0,7.0,6.8,3.0,8.4e-07,0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,asencio,,,,,,
12764165,away,Real Madrid,Endrick,endrick,Endrick,F,9,173,417542,M,1174937,EUR,1153440000,F,16,16,True,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,,1.0,,,,,2.0,2.0,,,0.0145485,1,,,,,,,,,,,,,,0.0408,,,,,,,,,,,,1.0,,Endrick,,,,,,
12764165,away,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79117,M,857574,EUR,918691200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALunin,,,,,,
12764165,away,Real Madrid,Sergio Mestre,sergio-mestre,S. Mestre,G,43,193,11765,M,1403015,EUR,1108252800,G,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Sergio Mestre,,,,,,,,,,,,,,,,,
12764165,away,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170,66445,M,851271,EUR,934588800,D,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,frangarci11,,,,,,
12764165,away,Real Madrid,Jacobo Ramón,jacobo-naveros,J. Ramón,D,14,196,13096,M,1403348,EUR,1104969600,D,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764165,away,Real Madrid,Pol Fortuny,pol-fortuny,P. Fortuny,M,33,168,2739,M,1184325,EUR,1110499200,F,47,47,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Pol Fortuny,,,,,,,,,,,,,,,,,
12764165,away,Real Madrid,Gonzalo García,gonzalo-garcia,G. García,F,16,182,101356,M,1402716,EUR,1080086400,F,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Gonzalo García,,,,,,,,,,,,,,,,,
