match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_keyPass,stat_shotOffTarget,stat_goals,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
10382230,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,18.0,9.0,18.0,9.0,4.0,6.0,5.0,12.0,1.0,7.0,1.0,3.0,5.0,1.0,90.0,30.0,7.0,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382230,home,FC Utrecht,Sean Klaiber,,,sean-klaiber,S. Klaiber,D,31,184,217,M,336535,EUR,775612800,D,17,17,False,53.0,38.0,7.0,2.0,18.0,21.0,20.0,33.0,3.0,12.0,,,,,88.0,90.0,7.5,24.0,1,1.0,3.0,2.0,8.0,10.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,5.0,1.0,3.0,,,,,,,,,,,,,
10382230,home,FC Utrecht,Mike van der Hoorn,,,mike-van-der-hoorn,M. v. d. Hoorn,D,3,190,158,M,152414,EUR,719107200,D,33,33,False,40.0,31.0,11.0,6.0,21.0,23.0,10.0,17.0,3.0,4.0,,,,,90.0,48.0,6.5,10.0,0,,5.0,3.0,6.0,4.0,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,
10382230,home,FC Utrecht,Modibo Sagnan,,,modibo-sagnan,M. Sagnan,D,27,187,577,M,904759,EUR,924048000,D,27,27,False,33.0,32.0,3.0,3.0,23.0,23.0,9.0,10.0,8.0,2.0,,,,,90.0,46.0,6.8,1.0,0,,,2.0,1.0,4.0,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,,,,,
10382230,home,FC Utrecht,Mark van der Maarel,,,mark-van-der-maarel,M. van der Maarel,D,,177,47,M,88615,EUR,618883200,D,2,2,False,36.0,24.0,6.0,2.0,17.0,22.0,7.0,14.0,2.0,7.0,,,,,75.0,52.0,5.8,14.0,1,,2.0,,7.0,2.0,5.0,,,1.0,,,2.0,2.0,1.0,,,,,True,,,,,,,,,,,,
10382230,home,FC Utrecht,Victor Jensen,,,victor-jensen,V. Jensen,M,7,175,409,M,856648,EUR,949968000,M,7,7,False,35.0,29.0,1.0,,14.0,16.0,15.0,20.0,,9.0,,,,,80.0,51.0,6.3,12.0,0,1.0,,1.0,5.0,6.0,3.0,1.0,1.0,,,,,3.0,1.0,,3.0,1.0,,,2.0,,,,,,,,,,,
10382230,home,FC Utrecht,Luuk Brouwers,,,luuk-brouwers,L. Brouwers,M,8,180,141,M,794014,EUR,894153600,M,8,8,False,32.0,27.0,4.0,1.0,18.0,21.0,9.0,11.0,,7.0,,,,,90.0,39.0,6.6,6.0,0,,2.0,1.0,6.0,4.0,2.0,,,,,,2.0,2.0,,,1.0,1.0,2.0,,,,,,,,,,,,,
10382230,home,FC Utrecht,Taylor Booth,,,taylor-booth,T. Booth,M,8,173,530,M,906024,EUR,991267200,M,10,10,False,32.0,24.0,2.0,,6.0,6.0,18.0,29.0,2.0,3.0,,,,,90.0,62.0,7.1,23.0,2,3.0,,,6.0,5.0,,4.0,4.0,,,1.0,3.0,1.0,1.0,,9.0,,4.0,,3.0,2.0,1.0,,,,,,,,,
10382230,home,FC Utrecht,Sander van de Streek,,,sander-van-de-streek,S. v. d. Streek,M,22,180,185,M,220155,EUR,732931200,M,22,22,False,33.0,20.0,,,8.0,10.0,12.0,25.0,4.0,4.0,,,,,90.0,50.0,7.6,18.0,3,2.0,4.0,4.0,7.0,8.0,2.0,2.0,1.0,1.0,,,,2.0,2.0,,2.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,
10382230,home,FC Utrecht,Othman Boussaid,,,othman-boussaid,O. Boussaid,M,49,166,244,M,877032,EUR,952387200,M,26,26,False,26.0,18.0,2.0,,6.0,8.0,14.0,22.0,1.0,7.0,,,,,80.0,45.0,6.8,16.0,1,4.0,,,6.0,1.0,2.0,3.0,,,,,3.0,,,,2.0,1.0,,,1.0,1.0,,,1.0,2.0,,,,,,
