match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_shotValueNormalized,stat_dispossessed,stat_wonContest,stat_shotOffTarget,captain,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim
14888313,home,Barnsley,Murphy Cooper,,,mahoney-murphy,M. Mahoney,G,13,186.0,43,M,1179246,EUR,1009411200.0,G,1,1,False,25.0,20.0,7.0,2.0,0.0,18.0,18.0,2.0,7.0,10.0,3.0,5.0,90.0,37.0,7.4,6.0,32.67835859145,5.0,7.35,7.455,0.8423,0,0.04,0.02,-0.18,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14888313,home,Barnsley,Jonathan Bland,,,jonathan-bland,J. Bland,M,30,181.0,51,M,1519979,EUR,1130112000.0,D,30,30,False,60.0,51.0,6.0,2.0,0.0,24.0,25.0,27.0,35.0,1.0,,,90.0,82.0,7.8,13.0,253.01826586718,25.0,199.71,37.8,,0,0.47,0.26,-0.17,,1.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
14888313,home,Barnsley,Marc Roberts,,,marc-roberts,M. Roberts,D,4,183.0,26,M,354802,EUR,648950400.0,D,4,4,False,61.0,58.0,8.0,5.0,0.0,42.0,42.0,16.0,19.0,4.0,,,90.0,81.0,7.8,6.0,185.29389788185,28.0,52.815,10.29,,3,0.23,0.07,-0.02,,,,3.0,6.0,3.0,,,10.0,,3.0,1.0,,,,2.0,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,0.49,,,,,,,
14888313,home,Barnsley,Jack Shepherd,,,jack-shepherd,J. Shepherd,D,5,189.0,36,M,1513463,EUR,983836800.0,D,5,5,False,57.0,51.0,5.0,4.0,0.0,36.0,38.0,15.0,19.0,5.0,,,65.0,69.0,7.0,7.0,136.41241549061,24.0,53.025,11.655,,0,0.05,0.03,-0.07,,,,5.0,2.0,6.0,1.0,,3.0,,1.0,2.0,,,,,,1.0,,,,,,,,1.0,1.0,,,,,
14888313,home,Barnsley,Nathanael Ogbeta,,,nathanael-ogbeta,N. Ogbeta,D,14,179.0,91,M,970360,EUR,988416000.0,D,14,14,False,13.0,12.0,1.0,1.0,0.0,8.0,9.0,4.0,4.0,3.0,,,31.0,18.0,6.5,2.0,77.759635533367,7.0,9.45,9.24,,0,0.02,0.02,-0.15,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,
14888313,home,Barnsley,Patrick Kelly,,,patrick-kelly,P. Kelly,M,22,183.0,112,M,1127791,EUR,1096675200.0,M,22,22,False,35.0,30.0,1.0,,0.0,11.0,12.0,19.0,23.0,1.0,,,90.0,47.0,6.0,8.0,110.98668310128,11.0,44.835,20.16,,3,-0.44,0.3,-0.1,,,,1.0,6.0,4.0,3.0,,1.0,,,,1.0,1.0,,1.0,1.0,2.0,,,,2.0,,,-0.45,2.0,2.0,1.0,,,,
14888313,home,Barnsley,Luca Connell,,,luca-connell,L. Connell,M,48,177.0,125,M,972348,EUR,987724800.0,M,48,48,False,63.0,57.0,6.0,2.0,1.0,27.0,27.0,30.0,36.0,9.0,,,90.0,76.0,7.8,10.0,248.74476775956,30.0,110.145,21.63,,1,0.88,0.21,-0.13,,4.0,2.0,,2.0,2.0,1.0,1.0,2.0,,,,1.0,,1.0,1.0,2.0,,,,,1.0,,1.0,-0.03,,,,True,,,
14888313,home,Barnsley,Neil Farrugia,,,neil-farrugia,N. Farrugia,M,20,185.0,66,M,910389,EUR,927072000.0,M,23,23,False,30.0,24.0,1.0,,1.0,6.0,6.0,18.0,24.0,,,,89.0,46.0,7.6,8.0,192.26357072025,14.0,75.18,33.285,,2,0.43,0.26,0.16,,1.0,1.0,1.0,3.0,7.0,2.0,1.0,1.0,,1.0,,5.0,1.0,,1.0,2.0,1.0,,,,1.0,,1.0,-0.35,,1.0,1.0,,,,
14888313,home,Barnsley,Jon Russell,,,russell-jon,J. Russell,M,13,193.0,472,M,976273,EUR,971049600.0,M,3,3,False,19.0,15.0,2.0,2.0,1.0,4.0,5.0,11.0,14.0,,,,66.0,27.0,7.1,6.0,84.26329389603,7.0,52.08,32.97,,1,0.21,0.41,-0.08,,,,1.0,2.0,4.0,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,-0.22,1.0,1.0,,,,,
14888313,home,Barnsley,Reyes Cleary,,,reyes-cleary,R. Cleary,M,19,185.0,267,M,1099057,EUR,1081814400.0,M,19,19,False,15.0,9.0,2.0,1.0,0.0,,2.0,9.0,13.0,3.0,,,90.0,44.0,6.7,21.0,165.11362657734,18.0,114.555,23.415,,2,0.46,0.03,-0.1,,9.0,5.0,,8.0,6.0,8.0,1.0,,,,,4.0,3.0,1.0,,3.0,,,,2.0,,,3.0,0.03,1.0,1.0,,,2.0,,
