match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialWon,stat_shotOffTarget,stat_totalOffside,stat_outfielderBlock,player_firstName,player_lastName,stat_challengeLost,stat_wonContest,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAGoal
10438119,home,FC Arouca,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,12,186,301,M,789933,EUR,853372800,G,12,12,False,35.0,18.0,24.0,7.0,12.0,17.0,6.0,18.0,2.0,8.0,1.0,1.0,2.0,90.0,43.0,7.2,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438119,home,FC Arouca,Bogdan Milovanov,bogdan-milovanov,B. Milovanov,D,3,178,86,M,914162,EUR,892944000,D,21,21,False,42.0,28.0,9.0,2.0,18.0,25.0,10.0,18.0,4.0,10.0,,,,90.0,78.0,7.3,24.0,0,1.0,2.0,6.0,7.0,1.0,1.0,1.0,6.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10438119,home,FC Arouca,João Basso,joao-basso,J. Basso,D,13,189,677,M,850955,EUR,853113600,D,13,13,False,38.0,30.0,8.0,4.0,21.0,24.0,9.0,14.0,4.0,6.0,,,,90.0,47.0,7.0,9.0,1,,1.0,2.0,2.0,,,1.0,,,,1.0,1.0,True,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10438119,home,FC Arouca,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1396,M,920514,EUR,908323200,D,3,3,False,32.0,25.0,9.0,4.0,18.0,22.0,7.0,10.0,6.0,6.0,,,,90.0,42.0,7.0,7.0,0,,1.0,2.0,3.0,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
10438119,home,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,28,175,68,M,863637,EUR,807235200,D,28,28,False,26.0,14.0,4.0,1.0,8.0,11.0,6.0,18.0,4.0,5.0,,,,90.0,56.0,7.3,23.0,1,3.0,3.0,4.0,5.0,1.0,,2.0,3.0,1.0,2.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,
10438119,home,FC Arouca,Oriol Busquets,oriol-busquets,O. Busquets,M,66,185,483,M,817621,EUR,916790400,M,14,14,False,38.0,33.0,3.0,2.0,24.0,28.0,9.0,10.0,2.0,3.0,,,,90.0,48.0,6.4,7.0,0,,1.0,5.0,2.0,1.0,,1.0,,,1.0,1.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,
10438119,home,FC Arouca,Ismaila Soro,ismaila-soro,I. Soro,M,19,173,157,M,892808,EUR,894499200,M,23,23,False,11.0,9.0,3.0,1.0,7.0,7.0,2.0,4.0,,3.0,,,,52.0,17.0,6.8,2.0,0,,,6.0,6.0,,,,5.0,1.0,,,5.0,,1.0,,,,,,1.0,,,,,,,,,,,,
10438119,home,FC Arouca,André Bukia,andre-bukia,A. Bukia,M,95,173,93,M,798904,EUR,794188800,M,7,7,False,24.0,21.0,3.0,2.0,10.0,11.0,11.0,13.0,,11.0,,,,84.0,47.0,7.5,8.0,0,,2.0,4.0,12.0,,5.0,1.0,1.0,,5.0,6.0,1.0,,,,,,,,1.0,5.0,,,,,,,,,,,
10438119,home,FC Arouca,Alan Ruiz,alan-ruiz,A. Ruiz,M,,181,154,M,158255,EUR,745718400,M,10,10,False,41.0,32.0,4.0,3.0,13.0,13.0,20.0,32.0,,3.0,,,,84.0,57.0,7.0,14.0,2,4.0,2.0,6.0,7.0,1.0,,,1.0,,1.0,3.0,3.0,,3.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,
10438119,home,FC Arouca,Arsénio Nunes,arsenio-nunes,A. Nunes,F,12,180,45,M,252087,EUR,620438400,M,8,8,False,21.0,17.0,,,4.0,5.0,13.0,16.0,,4.0,,,,67.0,29.0,6.0,10.0,0,,1.0,7.0,1.0,3.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,
