match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalOffside,stat_aerialLost,stat_wasFouled,stat_keyPass,stat_outfielderBlock,player_firstName,stat_shotOffTarget,stat_blockedScoringAttempt,stat_fouls,player_lastName,stat_onTargetScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyMiss,stat_goals,stat_penaltyWon,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAGoal,stat_hitWoodwork
10389972,home,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,True,22.0,15.0,13.0,6.0,11.0,13.0,4.0,9.0,1.0,1.0,1.0,13.0,2.0,1.0,90.0,35.0,6.9,8.0,0.0,0.0,0.0006919,0,-0.4618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389972,home,Nantes,Dennis Appiah,dennis-appiah,D. Appiah,D,8,179,168,M,123164,EUR,708048000,D,12,12,False,,31.0,25.0,,,17.0,19.0,9.0,15.0,1.0,4.0,2.0,5.0,,,84.0,56.0,6.5,18.0,0.0,0.0,0.0544271,0,,3.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10389972,home,Nantes,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186,273,M,794836,EUR,698284800,D,3,3,False,,52.0,47.0,6.0,5.0,27.0,28.0,21.0,25.0,,1.0,3.0,3.0,,,90.0,61.0,6.9,6.0,0.0,0.0,0.0203603,0,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10389972,home,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,,48.0,42.0,4.0,3.0,28.0,30.0,14.0,18.0,2.0,8.0,5.0,4.0,,,90.0,65.0,7.7,7.0,0.0,0.0,0.00458286,0,,,,1.0,,,,,3.0,6.0,3.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
10389972,home,Nantes,Quentin Merlin,quentin-merlin,Q. Merlin,M,26,173,1164,M,1102502,EUR,1021507200,D,29,29,False,,54.0,47.0,6.0,4.0,17.0,20.0,31.0,39.0,2.0,5.0,1.0,6.0,,,90.0,73.0,7.2,12.0,0.075,0.0,0.155079,2,,5.0,1.0,4.0,1.0,,,,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,Quentin Merlin,1.0,1.0,3.0,,,,,,,,,,,,,,,,
10389972,home,Nantes,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,92,178,6604,M,892624,EUR,839808000,M,8,8,False,,36.0,30.0,5.0,2.0,19.0,21.0,11.0,15.0,1.0,4.0,1.0,4.0,,,90.0,51.0,6.9,8.0,0.1357,0.1991,0.0247667,3,,,,8.0,2.0,,1.0,,1.0,3.0,1.0,,,3.0,,,,Samuel,2.0,,2.0,Moutoussamy,1.0,,,,,,,,,,,,,,
10389972,home,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,,74.0,62.0,12.0,9.0,23.0,26.0,39.0,48.0,,4.0,,2.0,,,89.0,81.0,6.9,12.0,0.0,0.0,0.090397,0,,,,4.0,3.0,,,,1.0,3.0,3.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
10389972,home,Nantes,Ludovic Blas,ludovic-blas,L. Blas,F,10,180,1176,M,806076,EUR,883526400,M,10,10,False,,39.0,35.0,7.0,5.0,14.0,15.0,22.0,28.0,,12.0,,10.0,,,90.0,75.0,7.2,16.0,0.9306,0.9912,0.542022,5,,4.0,1.0,10.0,,1.0,11.0,6.0,2.0,2.0,,1.0,,,4.0,2.0,,,1.0,3.0,4.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10389972,home,Nantes,Ignatius Ganago,ignatius-ganago,I. Ganago,F,37,176,477,M,890329,EUR,919123200,M,14,14,False,,16.0,13.0,1.0,1.0,2.0,2.0,12.0,16.0,1.0,3.0,,4.0,,,67.0,25.0,7.5,7.0,0.3148,0.8964,0.145451,2,,2.0,1.0,3.0,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,,
10389972,home,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,M,27,27,False,,28.0,25.0,3.0,3.0,9.0,9.0,16.0,23.0,,1.0,,4.0,,,84.0,43.0,6.7,13.0,0.9736,0.991,0.0281724,2,,4.0,,2.0,,1.0,2.0,1.0,1.0,,,4.0,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,,
10389972,home,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,False,,14.0,7.0,1.0,,2.0,4.0,5.0,10.0,1.0,1.0,,4.0,,,84.0,22.0,7.0,12.0,0.1566,0.3818,0.00412965,1,,,,7.0,,2.0,1.0,,,,,2.0,1.0,3.0,,,,,,,1.0,,1.0,,,,,1.0,,mostafamohamed11,,,,,,,
10389972,home,Nantes,Moussa Sissoko,moussa-sissoko,M. Sissoko,M,17,187,1081,M,27014,EUR,619228800,M,17,17,True,,8.0,6.0,1.0,1.0,4.0,4.0,2.0,4.0,,1.0,,1.0,,,23.0,11.0,7.4,3.0,0.2866,0.4393,0.00032336,1,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,
10389972,home,Nantes,Sébastien Corchia,sebastien-corchia,S. Corchia,D,14,176,100,M,47549,EUR,657417600,D,24,24,True,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,9.0,2.0,6.6,,0.0,0.0,0.0136136,0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10389972,home,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,True,,3.0,1.0,,,1.0,2.0,,1.0,1.0,1.0,,,,,9.0,3.0,6.5,2.0,0.0,0.0,5.64e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389972,home,Nantes,Evann Guessand,evann-guessand,E. Guessand,F,29,185,5228,M,930245,EUR,993945600,F,7,7,True,,1.0,1.0,,,,,1.0,1.0,,2.0,,,,,9.0,3.0,6.9,,0.0,0.0,0.0187041,0,,,,1.0,,,2.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
10389972,home,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,F,11,11,True,,,,,,,,,,1.0,1.0,,,,,1.0,2.0,,1.0,0.1711,0.0,0.0,1,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
10389972,home,Nantes,Denis Petrić,denis-petric,D. Petrić,G,,186,72,M,20705,EUR,580435200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389972,home,Nantes,Rémy Descamps,remy-descamps,R. Descamps,G,40,194,488,M,788180,EUR,835660800,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389972,home,Nantes,Abdoul Kader Bamba,abdoul-kader-bamba,K. Bamba,M,32,176,177,M,938270,EUR,769824000,F,55,55,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389972,home,Nantes,Mohamed Achi,mohamed-achi,M. Achi,M,7,181,105,M,1172764,EUR,1011139200,M,19,19,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,Mohamed Achi,,,,,,,,,,,,,,,,,,,
10389972,away,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,,16.0,13.0,4.0,1.0,13.0,14.0,,2.0,,,2.0,3.0,2.0,1.0,90.0,23.0,6.4,3.0,0.0,0.0,6.144e-05,0,-0.1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,,,
