match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_totalContest,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,captain,stat_blockedScoringAttempt,stat_goals,stat_accurateCross,player_sofascoreId,stat_totalOffside,stat_errorLeadToAGoal,stat_lastManTackle,stat_errorLeadToAShot
12436619,home,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2856,M,171919,EUR,739929600,G,1,1,False,45.0,29.0,28.0,12.0,0.0,21.0,25.0,8.0,20.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,51.0,6.6,16.0,0.00495921,0,-0.7945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436619,home,Brentford,Michael Kayode,michael-kayode,M. Kayode,D,33,179,2419,M,1137431,EUR,1089417600,D,33,33,False,17.0,13.0,3.0,1.0,0.0,6.0,10.0,7.0,7.0,4.0,3.0,3.0,4.0,2.0,,,,,,66.0,32.0,6.4,8.0,0.00190702,0,,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12436619,home,Brentford,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,22,22,False,50.0,41.0,6.0,2.0,0.0,30.0,34.0,11.0,16.0,6.0,4.0,1.0,1.0,,,,,,,90.0,60.0,6.7,9.0,0.0029668,1,,,,2.0,2.0,,,,4.0,1.0,1.0,1.0,0.1538,0.2105,1.0,,,,,,,,,,,,,,,,,
12436619,home,Brentford,Sepp van den Berg,sepp-van-den-berg,S. van den Berg,D,4,192,2094,M,924378,EUR,1008806400,D,4,4,False,56.0,48.0,4.0,1.0,0.0,36.0,37.0,12.0,19.0,4.0,6.0,3.0,1.0,1.0,,,,,,90.0,71.0,7.0,10.0,0.00740902,1,,,,,2.0,,1.0,1.0,3.0,,,,0.1147,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
12436619,home,Brentford,Keane Lewis-Potter,keane-lewis-potter,K. Lewis-Potter,D,23,170,1089,M,972421,EUR,982800000,D,23,23,False,26.0,25.0,4.0,4.0,1.0,16.0,16.0,9.0,11.0,5.0,,3.0,1.0,1.0,,,,,,76.0,43.0,7.4,5.0,0.161668,0,,,,1.0,4.0,4.0,1.0,1.0,,,,1.0,,,1.0,,,,2.0,1.0,1.0,3.0,1.0,,,,,,,,,
12436619,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,135256,EUR,763257600,M,6,6,False,50.0,40.0,3.0,,0.0,21.0,24.0,19.0,26.0,4.0,2.0,7.0,,,,,,,,90.0,62.0,7.7,10.0,0.0288914,3,,,,,1.0,,,1.0,3.0,,1.0,1.0,0.441,0.8826,,,1.0,,3.0,,,,,True,1.0,1.0,,,,,,
12436619,home,Brentford,Yehor Yarmolyuk,yarmoliuk-yehor,Y. Yarmolyuk,M,18,180,2555,M,1031258,EUR,1078099200,M,18,18,False,38.0,36.0,6.0,5.0,0.0,19.0,19.0,18.0,20.0,3.0,1.0,2.0,3.0,2.0,,,,,,76.0,50.0,6.8,6.0,0.022853,0,,,,1.0,3.0,,3.0,1.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,1.0,,,,,
12436619,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,927083,EUR,933984000,M,19,19,False,35.0,29.0,4.0,2.0,1.0,4.0,6.0,29.0,37.0,12.0,1.0,3.0,4.0,3.0,,,,,,90.0,64.0,10.0,12.0,0.615812,4,,,,3.0,5.0,5.0,1.0,,,,2.0,4.0,0.5987,1.362,7.0,,,,1.0,8.0,1.0,4.0,2.0,,2.0,2.0,4.0,bryan_m19,,,,
12436619,home,Brentford,Mikkel Damsgaard,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,907072,EUR,962582400,M,24,24,False,49.0,39.0,3.0,1.0,0.0,14.0,19.0,25.0,34.0,4.0,,8.0,,,,,,,,87.0,66.0,6.6,19.0,0.225882,0,,,,2.0,6.0,3.0,,1.0,,,,3.0,,,,2.0,,,1.0,4.0,,1.0,,,,,,,,,,
12436619,home,Brentford,Kevin Schade,kevin-schade,K. Schade,M,7,183,3191,M,1006387,EUR,1006819200,M,7,7,False,10.0,7.0,,,0.0,3.0,4.0,5.0,7.0,5.0,1.0,2.0,1.0,1.0,,,,,,87.0,28.0,7.1,8.0,0.102689,3,,,,2.0,3.0,2.0,3.0,,3.0,1.0,1.0,,0.3453,0.0921,1.0,,2.0,,,1.0,,1.0,1.0,,,,1.0,,,,,
