match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_fouls,stat_onTargetScoringAttempt,stat_interceptionWon,stat_shotValueNormalized,stat_dispossessed,stat_wonContest,stat_totalTackle,stat_wasFouled,stat_ownGoals,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_wonTackle,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceCreated,stat_totalOffside,stat_errorLeadToAShot,player_sofascoreId,stat_goals
14994251,home,VfL Bochum 1848,Timo Horn,timo-horn,T. Horn,G,1,192,268,M,97923,EUR,737164800,G,1,1,False,True,33.0,12.0,28.0,8.0,0.0,6.0,8.0,6.0,25.0,1.0,1.0,3.0,10.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,44.0,6.5,22.0,21.382177379717,4.0,9.45,4.62,0.7293,0,0.05,-0.01,-0.12,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14994251,home,VfL Bochum 1848,Leandro Morgalla,morgalla-leandro,L. Morgalla,D,39,186,229,M,1135938,EUR,1095033600,D,39,39,False,,11.0,5.0,6.0,1.0,0.0,2.0,4.0,3.0,7.0,,,2.0,1.0,,,,,,,,60.0,21.0,5.7,8.0,46.225228740474,4.0,34.86,20.055,,0,0.05,0.01,-0.36,,1.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14994251,home,VfL Bochum 1848,Noah Loosli,noah-loosli,N. Loosli,D,20,185,74,M,789138,EUR,853977600,D,20,20,False,,21.0,18.0,3.0,,0.0,17.0,18.0,1.0,3.0,2.0,2.0,9.0,1.0,,,,,,,,90.0,41.0,6.5,5.0,84.710242924838,12.0,4.305,6.09,,1,0.01,0.02,-0.23,,,1.0,,,1.0,1.0,2.0,0.23,,,,,,,,,,,,,,,,,,,,
14994251,home,VfL Bochum 1848,Ibrahima Sissoko,ibrahima-sissoko,I. Sissoko,M,28,193,1218,M,829093,EUR,877910400,D,6,6,False,,27.0,17.0,4.0,,0.0,11.0,16.0,6.0,11.0,1.0,7.0,5.0,7.0,,,,,,,,90.0,44.0,6.4,13.0,169.94973500301,16.0,39.795,14.91,,0,-0.03,0.12,-0.26,,,4.0,,3.0,2.0,,,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,
14994251,home,VfL Bochum 1848,Philipp Strompf,philipp-strompf,P. Strompf,D,3,193,75,M,886316,EUR,893289600,D,3,3,False,,10.0,9.0,2.0,1.0,0.0,8.0,8.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,,,,,,,46.0,18.0,4.9,2.0,39.052220173727,4.0,11.55,10.185,,1,0.02,0.04,-0.66,,1.0,2.0,,,1.0,1.0,1.0,-0.01,,,,,1.0,1.0,,,,,,,,,,,,,,
14994251,home,VfL Bochum 1848,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173,159,M,254125,EUR,808963200,D,32,32,False,,19.0,13.0,4.0,,0.0,8.0,11.0,5.0,8.0,,5.0,2.0,2.0,,,,,,,,90.0,46.0,6.4,13.0,21.09512469288,2.0,16.695,17.955,,1,0.1,0.08,-0.36,,,3.0,3.0,,,,2.0,-0.13,,,4.0,1.0,,1.0,,,7.0,1.0,1.0,2.0,,,,,,,,
14994251,home,VfL Bochum 1848,Farid Alfa-Ruprecht,alfa-ruprecht-farid,F. Alfa-Ruprecht,M,29,181,511,M,1402920,EUR,1143504000,M,29,29,False,,10.0,5.0,,,0.0,3.0,6.0,2.0,4.0,3.0,3.0,,3.0,4.0,,,,,,,60.0,18.0,6.4,11.0,35.081140737217,4.0,22.155,21.735,,1,-0.08,0.18,-0.18,,,2.0,1.0,,1.0,,,-0.12,,,,,,,Farid Alfa-Ruprecht,,2.0,,1.0,,1.0,,,,,,,
14994251,home,VfL Bochum 1848,Cajetan Lenz,cajetan-lenz,C. Lenz,M,34,190,106,M,2077300,EUR,1150416000,M,34,34,False,,7.0,6.0,,,0.0,2.0,2.0,4.0,5.0,,,,2.0,2.0,,,,,,,45.0,11.0,6.4,3.0,27.915613307935,4.0,17.22,7.98,,1,0.03,0.05,-0.02,,2.0,2.0,,,,,,-0.09,,,,,,2.0,,,,,,,,1.0,1.0,,,,,
14994251,home,VfL Bochum 1848,Mats Pannewig,mats-pannewig,M. Pannewig,M,24,195,74,M,1197157,EUR,1098921600,M,24,24,False,,20.0,13.0,2.0,1.0,0.0,4.0,7.0,9.0,13.0,3.0,6.0,5.0,4.0,1.0,,,,,,,90.0,38.0,6.6,11.0,25.314972828481,4.0,17.325,10.92,,1,0.06,0.06,-0.01,,5.0,7.0,,1.0,,,,-0.08,1.0,,2.0,1.0,,2.0,,,1.0,,1.0,2.0,,,,1.0,,,,
14994251,home,VfL Bochum 1848,Kjell Wätjen,kjell-watjen,K. Wätjen,M,8,183,951,M,1428576,EUR,1140048000,M,8,8,False,,17.0,13.0,,,0.0,4.0,6.0,9.0,11.0,1.0,6.0,,6.0,3.0,,,,,,,76.0,31.0,6.5,9.0,143.95296834264,12.0,103.74,26.775,,3,-0.03,0.46,-0.14,,3.0,7.0,1.0,2.0,2.0,1.0,,-0.52,,1.0,3.0,1.0,,,,,1.0,,1.0,2.0,,1.0,,,,,,
14994251,home,VfL Bochum 1848,Francis Onyeka,onyeka-francis,F. Onyeka,M,21,186,1024,M,1414916,EUR,1177804800,F,21,21,False,,7.0,7.0,1.0,1.0,0.0,4.0,4.0,3.0,3.0,,1.0,,2.0,1.0,,,,,,,45.0,18.0,6.4,2.0,26.706363785962,2.0,-0.42,7.455,,3,0.1,0.01,0.0,,2.0,4.0,,,1.0,,1.0,-0.06,1.0,,1.0,,,1.0,,,,,2.0,1.0,1.0,1.0,,,,,,
14994251,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,233,M,833213,EUR,911692800,D,4,4,True,,15.0,11.0,4.0,1.0,0.0,11.0,12.0,,3.0,,1.0,2.0,2.0,,,,,,,,45.0,21.0,6.6,4.0,21.063895712029,3.0,-9.975,-1.68,,0,-0.05,-0.01,0.27,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,
