match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_firstName,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_clearanceOffLine,stat_outfielderBlock,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_totalCross,stat_wonContest,stat_bigChanceCreated,stat_accurateCross,stat_dispossessed,stat_totalOffside,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_lastManTackle,stat_bigChanceMissed,stat_blockedScoringAttempt,player_lastName,player_sofascoreId,stat_shotOffTarget,stat_ownGoals,stat_goals,stat_penaltyWon,stat_penaltyMiss,stat_goalAssist,stat_hitWoodwork
11453047,home,Al-Riyadh,Andre Gray,andre-gray,A. Gray,F,45,178.0,272,M,73951,EUR,677894400,F,9,9,False,12.0,5.0,,,3.0,4.0,3.0,10.0,3.0,3.0,5.0,5.0,3.0,,,,,,,,90.0,28.0,7.0,15.0,1.0,1,,2.0,1.0,,5.0,1.0,,,,,,2.0,1.0,1.0,1.0,1.0,3.0,,,1.0,,1.0,,,,,,,,,,
11453047,home,Al-Riyadh,Fahad Al-Reshedi,fahad-al-reshedi,F. Al-Reshedi,M,80,173.0,10,M,818573,EUR,676339200,M,80,80,True,6.0,5.0,1.0,1.0,4.0,5.0,1.0,2.0,,,,1.0,1.0,2.0,,,,,,,45.0,10.0,6.5,3.0,,0,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
11453047,home,Al-Riyadh,Saleh Al Abbas,saleh-al-abbas,S. A. Abbas,F,14,177.0,52,M,989766,EUR,797904000,F,14,14,True,4.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,17.0,6.0,6.5,2.0,,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11453047,home,Al-Riyadh,Mohammed Al Aqal,mohammed-al-aqal,M. A. Aqal,M,90,182.0,24,M,1127133,EUR,949881600,M,7,7,True,2.0,1.0,,,,,1.0,2.0,,,,,,,,,,,,,1.0,2.0,,1.0,,0,Mohammed Al Aqal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453047,home,Al-Riyadh,Rakan Najjar,rakan-najjar,R. Najjar,G,1,187.0,31,M,869271,EUR,801792000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453047,home,Al-Riyadh,Dino Arslanagić,dino-arslanagic,D. Arslanagić,D,,191.0,53,M,94280,EUR,735609600,D,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453047,home,Al-Riyadh,Mohamed Al Oqil,mohamed-al-oqil,M. A. Oqil,M,18,177.0,5,M,1521957,EUR,870134400,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mohamed Al Oqil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453047,home,Al-Riyadh,Ali Al-Zaqan,ali-al-zaqan,A. Al-Zaqan,M,26,176.0,10,M,830121,EUR,688953600,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453047,home,Al-Riyadh,Bader Al Mutairi,bader-al-mutairi,B. A. Mutairi,F,28,,11,M,1521955,EUR,1071792000,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Bader Al Mutairi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453047,home,Al-Riyadh,Moayad Al Houti,moayad-al-houti,M. A. Houti,F,,,3,M,1548396,EUR,1096761600,M,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453047,away,Al-Hilal,Bono,bono,Bono,G,37,195.0,54623,M,360938,EUR,670809600,G,37,37,False,15.0,13.0,5.0,3.0,12.0,13.0,1.0,2.0,,,,,2.0,6.0,1.0,1.0,,,3.0,2.0,90.0,27.0,7.0,3.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,BonoY,,,,,,,
11453047,away,Al-Hilal,Saud Abdulhamid,abdulhamid-saud,S. Abdulhamid,D,23,178.0,8457,M,966849,EUR,932256000,D,66,66,False,60.0,50.0,5.0,2.0,14.0,19.0,39.0,46.0,,,3.0,2.0,1.0,3.0,,,,,,,77.0,82.0,7.2,16.0,4.0,0,,1.0,1.0,,2.0,1.0,,,,,1.0,5.0,1.0,,3.0,2.0,,,,,,,,,s.abdulhamed66,,,,,,,
11453047,away,Al-Hilal,Kalidou Koulibaly,kalidou-koulibaly,K. Koulibaly,D,3,187.0,26133,M,126071,EUR,677376000,D,3,3,False,63.0,56.0,7.0,4.0,30.0,32.0,26.0,31.0,2.0,4.0,3.0,5.0,,5.0,,,,,,,90.0,74.0,7.1,10.0,,4,,,,1.0,2.0,,,1.0,1.0,,1.0,,,,,,,,,1.0,,1.0,,,kkoulibaly26,3.0,,,,,,
11453047,away,Al-Hilal,Ali Albulayhi,ali-albulayhi,A. Albulayhi,D,3,182.0,1057,M,1138857,EUR,627609600,D,5,5,False,69.0,64.0,1.0,1.0,23.0,24.0,41.0,45.0,2.0,3.0,2.0,3.0,,6.0,,,,,,,90.0,76.0,6.5,5.0,,1,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,
11453047,away,Al-Hilal,Renan Lodi,renan-lodi,R. Lodi,D,16,173.0,4256,M,851150,EUR,891993600,D,6,6,False,68.0,61.0,6.0,3.0,21.0,23.0,43.0,52.0,2.0,1.0,4.0,3.0,,3.0,,,,,,,90.0,86.0,7.1,12.0,1.0,1,,,,2.0,1.0,,,,2.0,,1.0,7.0,,1.0,3.0,,2.0,,1.0,,,,1.0,,renan_lodi,,,,,,,
11453047,away,Al-Hilal,Michael,michael,Michael,M,96,166.0,9025,M,878084,EUR,826588800,M,96,96,False,29.0,23.0,1.0,,3.0,3.0,24.0,32.0,,,12.0,5.0,,3.0,,,,,,,90.0,60.0,7.5,22.0,3.0,1,,4.0,1.0,3.0,3.0,1.0,,,2.0,,2.0,6.0,1.0,1.0,4.0,7.0,2.0,,,1.0,,,,,Michael19,,,1.0,,,,
11453047,away,Al-Hilal,Mohamed Kanno,mohamed-kanno,M. Kanno,M,28,191.0,1575,M,828524,EUR,780192000,M,28,28,False,66.0,57.0,5.0,2.0,19.0,21.0,38.0,46.0,,3.0,1.0,3.0,,4.0,,,,,,,59.0,71.0,7.0,11.0,,1,,,2.0,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,
11453047,away,Al-Hilal,Salman Al-Faraj,salman-al-faraj,S. Al-Faraj,M,7,180.0,489,M,148858,EUR,617932800,M,7,7,False,49.0,42.0,6.0,5.0,15.0,15.0,29.0,37.0,,1.0,2.0,1.0,,2.0,,,,,,,59.0,55.0,7.0,9.0,2.0,0,,,1.0,,,,,,,,1.0,3.0,,,2.0,1.0,,True,,,,,,,,,,,,,,
11453047,away,Al-Hilal,Malcom,malcom,Malcom,M,10,171.0,13905,M,551772,EUR,856915200,M,77,77,False,46.0,41.0,3.0,2.0,5.0,5.0,38.0,47.0,1.0,,1.0,2.0,,3.0,,,,,,,89.0,60.0,8.1,10.0,4.0,2,,,,,,2.0,,,,,,6.0,,,2.0,,,,,1.0,,,1.0,,malcomoliveira_97,,,,1.0,,,
11453047,away,Al-Hilal,Abdullah Al-Hamdan,abdullah-al-hamdan,A. Al-Hamdan,F,9,185.0,1411,M,915991,EUR,937094400,F,14,14,False,21.0,17.0,,,2.0,2.0,16.0,21.0,1.0,1.0,4.0,3.0,,,,,,,,,60.0,28.0,7.3,6.0,1.0,1,,,,,,2.0,,,,,1.0,2.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,,,
11453047,away,Al-Hilal,Aleksandar Mitrović,aleksandar-mitrovic,A. Mitrović,F,9,189.0,24095,M,192144,EUR,779673600,F,9,9,False,14.0,11.0,1.0,1.0,3.0,3.0,8.0,11.0,2.0,2.0,4.0,3.0,1.0,1.0,,,,,,,90.0,27.0,7.2,6.0,,7,,,,,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,,3.0,,2.0,,,AleksMitrović,4.0,,1.0,1.0,1.0,,
11453047,away,Al-Hilal,Sergej Milinković-Savić,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191.0,13384,M,331447,EUR,793843200,M,22,22,True,28.0,25.0,,,9.0,9.0,16.0,20.0,,,2.0,1.0,,3.0,,,,,,,31.0,34.0,6.7,6.0,,1,,1.0,,1.0,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,sms,1.0,,,,,,
11453047,away,Al-Hilal,Rúben Neves,ruben-neves,R. Neves,M,8,181.0,15472,M,280955,EUR,858211200,M,8,8,True,38.0,36.0,2.0,2.0,15.0,15.0,22.0,25.0,1.0,,1.0,1.0,1.0,6.0,,,,,,,31.0,45.0,8.2,4.0,1.0,2,,,,1.0,,,,,1.0,,,2.0,,,1.0,,,,,1.0,,,,,rubenneves,1.0,,1.0,,,1.0,
11453047,away,Al-Hilal,Saleh Al-Shehri,saleh-al-shehri,S. Al-Shehri,F,11,184.0,1112,M,818779,EUR,752112000,F,11,11,True,6.0,3.0,,,,,3.0,6.0,1.0,2.0,5.0,2.0,,,,,,,,,30.0,11.0,7.0,5.0,1.0,1,,,,,,,,,,,2.0,,,,,2.0,,,,,,,,,,1.0,,,,,,1.0
11453047,away,Al-Hilal,Yasir Al-Shahrani,yasir-al-shahrani,Y. Al-Shahrani,D,12,171.0,762,M,160923,EUR,706752000,D,12,12,True,14.0,14.0,,,7.0,7.0,7.0,7.0,1.0,,3.0,,,,,,,,,,13.0,19.0,6.5,,,0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
11453047,away,Al-Hilal,Nasser Al-Dawsari,nasser-al-dawsari,N. Al-Dawsari,M,16,178.0,1153,M,872607,EUR,914025600,M,16,16,True,4.0,4.0,1.0,1.0,,,4.0,4.0,,,,1.0,,2.0,,,,,,,1.0,7.0,,1.0,,0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453047,away,Al-Hilal,Mohammed Al-Owais,mohammed-al-owais,M. Al-Owais,G,33,185.0,753,M,791416,EUR,687052800,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453047,away,Al-Hilal,Mohammed Al-Burayk,mohammed-al-burayk,M. Al-Burayk,D,2,173.0,281,M,804096,EUR,716515200,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453047,away,Al-Hilal,Mohammed Jahfali,mohammed-jahfali,M. Jahfali,D,70,185.0,103,M,791561,EUR,656726400,D,70,70,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453047,away,Al-Hilal,Mohammed Al-Qahtani,al-qahtani-mohammed,M. Al-Qahtani,M,15,167.0,790,M,1134261,EUR,1027382400,M,56,56,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mohammed Al-Qahtani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
