match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_outfielderBlock,stat_goodHighClaim,stat_goalAssist,stat_goals
10913369,home,Al-Shabab,Santi Mina,santi-mina,S. Mina,F,,182.0,384,,306498,EUR,818294400,F,77,77,False,18.0,12.0,,,5.0,5.0,7.0,13.0,2.0,1.0,1.0,,,75.0,20.0,6.5,6.0,1,,,2.0,3.0,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,
10913369,home,Al-Shabab,Saeed Al-Rabiei,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600,D,25,25,True,17.0,15.0,4.0,2.0,7.0,8.0,8.0,9.0,2.0,,1.0,,,45.0,24.0,6.4,4.0,1,,,1.0,2.0,,2.0,1.0,2.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,
10913369,home,Al-Shabab,Hattan Bahebri,hattan-bahebri,H. Bahbri,M,11,168.0,92,M,803052,EUR,711244800,M,11,11,True,10.0,6.0,,,1.0,1.0,7.0,12.0,2.0,1.0,,,,29.0,19.0,6.8,7.0,0,3.0,2.0,2.0,4.0,,,,,,2.0,2.0,,2.0,,,,,,1.0,,,,,,,,,,,
10913369,home,Al-Shabab,Turki Al-Ammar,turki-al-ammar,T. Al-Ammar,M,7,170.0,151,M,965177,EUR,938044800,M,7,7,True,14.0,13.0,3.0,3.0,4.0,5.0,9.0,9.0,1.0,,2.0,,,15.0,19.0,7.2,1.0,0,,,,2.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,1.0,,,
10913369,home,Al-Shabab,Ahmed Abdu,ahmed-abdu,A. Abdu,F,71,183.0,6,M,1392248,EUR,839462400,F,71,71,True,5.0,4.0,,,1.0,1.0,3.0,4.0,4.0,1.0,,,,15.0,6.0,6.5,1.0,1,,,,,,,,,,,,,,,,,1.0,,3.0,Ahmed Abdu,,,,,,,,,,
10913369,home,Al-Shabab,Riyadh Sharahili,riyadh-sharahili,R. Sharahili,M,26,185.0,28,M,818624,EUR,735955200,M,89,89,True,10.0,10.0,1.0,1.0,5.0,5.0,5.0,5.0,,,,,,8.0,13.0,6.9,,0,,,,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
10913369,home,Al-Shabab,Hussein Shaian,hussain-abdoh-al-shaian,H. Shaian,G,,190.0,4,M,791429,EUR,611884800,G,35,35,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913369,home,Al-Shabab,Khaled Al-Ghamdi,khaled-al-ghamdi,K. Al-Ghamdi,D,,166.0,2,,804259,EUR,575510400,D,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913369,home,Al-Shabab,Nader Al Sharari,nader-abdullah-al-sharari,N. A. Sharari,D,4,184.0,534,M,923040,EUR,831513600,D,88,88,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913369,home,Al-Shabab,Majed Omar Kanabah,majed-omar-kanabah,M. O. Kanabah,M,12,172.0,36,M,828444,EUR,730771200,M,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913369,away,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,14.0,11.0,6.0,3.0,11.0,12.0,,2.0,,,4.0,1.0,1.0,90.0,20.0,7.1,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10913369,away,Al-Taawoun,Abdulmalik Al Oyayari,al-oyayari-abdulmalik,A. A. Oyayari,D,15,175.0,54,M,1210456,EUR,1071014400,D,15,15,False,28.0,25.0,2.0,1.0,14.0,14.0,12.0,15.0,8.0,4.0,2.0,,,68.0,50.0,7.2,6.0,0,1.0,1.0,1.0,8.0,2.0,,,,1.0,6.0,6.0,,,,1.0,,,1.0,,,,2.0,,,,1.0,,,1.0,
10913369,away,Al-Taawoun,Naldo,naldo,Naldo,D,5,188.0,74,M,243719,EUR,588470400,D,4,4,False,48.0,42.0,2.0,,34.0,40.0,8.0,8.0,1.0,,3.0,,,90.0,52.0,7.2,6.0,0,,,1.0,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,True,,1.0,,,
10913369,away,Al-Taawoun,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,14,14,False,50.0,48.0,5.0,4.0,32.0,32.0,16.0,18.0,1.0,,2.0,,,90.0,55.0,7.1,2.0,0,,,1.0,1.0,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,
10913369,away,Al-Taawoun,Saad Yaslam Balobaid,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168.0,155,M,1066588,EUR,948931200,D,31,31,False,31.0,26.0,1.0,1.0,15.0,17.0,11.0,16.0,3.0,1.0,6.0,,,90.0,46.0,7.0,9.0,0,2.0,,1.0,4.0,,1.0,,2.0,2.0,2.0,2.0,,,,,,,1.0,1.0,Saad Yaslam Balobaid,,,,,,,,,,
10913369,away,Al-Taawoun,Flávio,flavio,Flávio,M,8,177.0,261,M,839521,EUR,823910400,M,24,24,False,54.0,49.0,3.0,2.0,28.0,29.0,21.0,25.0,6.0,1.0,8.0,,,90.0,68.0,7.4,9.0,1,,,,5.0,1.0,1.0,,1.0,,4.0,3.0,,2.0,,,,,1.0,2.0,,,1.0,1.0,,,,1.0,,,1.0
10913369,away,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,88.0,79.0,15.0,13.0,43.0,46.0,36.0,42.0,2.0,1.0,9.0,,,90.0,97.0,7.5,9.0,0,,,1.0,4.0,,,,1.0,3.0,,,,,,1.0,,,3.0,1.0,,,,,,,,1.0,,,
10913369,away,Al-Taawoun,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,10,10,False,50.0,47.0,5.0,4.0,16.0,16.0,32.0,37.0,3.0,,5.0,,,75.0,72.0,7.1,11.0,2,3.0,1.0,1.0,5.0,,4.0,2.0,,,1.0,1.0,,3.0,,1.0,1.0,,1.0,3.0,,,,2.0,,,,,,1.0,
10913369,away,Al-Taawoun,Alejandro Romero,kaku,Kaku,M,10,171.0,1012,M,788936,EUR,789782400,F,17,17,False,43.0,36.0,2.0,2.0,13.0,14.0,24.0,33.0,8.0,2.0,10.0,,,75.0,57.0,7.3,15.0,0,4.0,1.0,,4.0,2.0,3.0,2.0,,,1.0,1.0,,2.0,,1.0,,,1.0,2.0,,,1.0,,,,1.0,,,,
10913369,away,Al-Taawoun,Léandre Tawamba,leandre-tawamba,L. Tawamba,F,,189.0,255,M,315224,EUR,630115200,F,3,3,False,22.0,17.0,1.0,1.0,4.0,5.0,13.0,17.0,2.0,,,,,69.0,31.0,8.0,8.0,1,,,,3.0,,,,1.0,,1.0,,,3.0,1.0,2.0,,,2.0,2.0,,,,1.0,,,,,,1.0,1.0
10913369,away,Al-Taawoun,Saad Fahad Al Nasser,saad-fahad-al-nasser,S. F. A. Nasser,D,96,172.0,581,M,1118494,EUR,978912000,F,9,9,False,26.0,21.0,,,5.0,6.0,16.0,21.0,5.0,1.0,2.0,,,89.0,38.0,7.4,8.0,2,1.0,,,3.0,,2.0,1.0,,2.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,2.0,1.0,,,,,,,1.0
10913369,away,Al-Taawoun,Mohamed Al-Ghamdi,mohamed-al-ghamdi,M. Al-Ghamdi,D,16,180.0,7,M,1013848,EUR,760320000,D,6,6,True,16.0,11.0,2.0,,8.0,10.0,3.0,6.0,1.0,,,,,22.0,25.0,6.8,6.0,0,,,,3.0,,2.0,2.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,
10913369,away,Al-Taawoun,Abdullah Radif,abdullah-radif,A. H. Radif,F,21,185.0,510,M,1101759,EUR,1043107200,F,49,49,True,2.0,2.0,,,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,,21.0,9.0,6.5,3.0,1,,,,1.0,1.0,2.0,1.0,,1.0,,,,1.0,,,,1.0,,,Abdullah Radif,,,,,,,,,,
10913369,away,Al-Taawoun,Sumaihan Al-Nabit,sumaihan-al-nabit,S. Al-Nabit,M,88,174.0,111,M,893167,EUR,827884800,M,8,8,True,7.0,6.0,1.0,1.0,2.0,2.0,4.0,5.0,3.0,1.0,,,,15.0,14.0,6.4,4.0,1,,,,3.0,,2.0,,,,1.0,1.0,,1.0,,,,,2.0,,,,,,1.0,,,,,,
10913369,away,Al-Taawoun,Turki Al Mutairi,turki-al-mutairi,T. Al-Mutairi,F,9,,12,M,1019325,EUR,991267200,F,99,99,True,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,1.0,,,15.0,6.0,6.5,2.0,0,,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,1.0,Turki,Al Mutairi,,,,,,,,,
10913369,away,Al-Taawoun,Abdulrahman Almughais,abdulrahman-almughais,A. Almughais,M,,165.0,5,M,1445509,EUR,1038528000,M,13,13,True,4.0,4.0,,,3.0,3.0,1.0,1.0,1.0,,,,,1.0,6.0,,1.0,0,,,,,,,,,,,,,1.0,,,,,,1.0,Abdulrahman Almughais,,,,,,,,,,
10913369,away,Al-Taawoun,Raghed Al-Najjar,raghid-najjar,R. Al-Najjar,G,36,188.0,830,M,925920,EUR,843177600,G,36,36,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913369,away,Al-Taawoun,Ziyad Al-Sahafi,ziyad-al-sahafi,Z. Al-Sahafi,D,21,182.0,36,M,831259,EUR,782352000,D,44,44,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913369,away,Al-Taawoun,Awn Al Saluli,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400,D,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10913369,away,Al-Taawoun,Faisal Darwish,faisal-darwish,F. D. Faraj,M,,176.0,3,M,791560,EUR,678499200,D,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
