match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalTackle,stat_wonTackle,stat_totalOffside,player_lastName,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_keyPass,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_blockedScoringAttempt,captain,stat_goalAssist,stat_bigChanceCreated,stat_goals
10825444,home,South Shields,Lewis Alessandra,lewis-alessandra,L. Alessandra,F,,175.0,7,M,31382,EUR,602899200,F,9,9,False,22.0,19.0,2.0,1.0,9.0,10.0,10.0,12.0,1.0,5.0,,,,,72.0,32.0,6.5,9.0,0,,4.0,,9.0,1.0,3.0,,,2.0,3.0,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,
10825444,home,South Shields,Jordan Hunter,jordan-hunter,J. Hunter,D,15,182.0,12,M,964107,EUR,944438400,D,16,16,True,3.0,3.0,,,2.0,2.0,2.0,2.0,,,,,,,18.0,5.0,6.4,,0,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,
10825444,home,South Shields,Rob Briggs,rob-briggs,R. Briggs,D,,178.0,4,M,245761,EUR,693964800,M,14,14,True,9.0,5.0,1.0,1.0,3.0,3.0,2.0,6.0,,,,,,,12.0,11.0,6.5,4.0,0,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
10825444,home,South Shields,Callum Dobson,callum-dobson,C. Dobson,G,13,191.0,1,M,1429731,EUR,1046390400,G,13,13,True,,,,,,,,,,,,,,,,,,,0,Callum Dobson,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825444,home,South Shields,Alfie Marriott,alfie-marriott,A. Marriott,G,41,187.0,14,M,1429732,EUR,1080259200,D,18,18,True,,,,,,,,,,,,,,,,,,,0,Alfie Marriott,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825444,home,South Shields,Josh Doherty,josh-doherty,J. Doherty,D,,179.0,3,M,191944,EUR,826848000,D,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825444,home,South Shields,Callum Ross,callum-ross,C. Ross,M,17,188.0,6,M,881652,EUR,779587200,M,17,17,True,,,,,,,,,,,,,,,,,,,0,Callum,,,,,,,,,,,,,,,Ross,,,,,,,,,,,,
10825444,home,South Shields,Joao Gomes,joao-gomes,J. Gomes,F,,175.0,4,M,1426378,EUR,1035936000,F,15,15,True,,,,,,,,,,,,,,,,,,,0,Joao Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825444,home,South Shields,Sam Hodgson,sam-hodgson,S. Hodgson,F,19,178.0,2,M,240294,EUR,1003276800,F,19,19,True,,,,,,,,,,,,,,,,,,,0,Sam,,,,,,,,,,,,,,,Hodgson,,,,,,,,,,,,
10825444,away,Forest Green Rovers,Lewis Thomas,lewis-thomas,L. Thomas,G,32,185.0,23,M,920617,EUR,874713600,G,24,24,False,44.0,35.0,13.0,5.0,33.0,35.0,2.0,9.0,,5.0,1.0,2.0,2.0,,90.0,51.0,7.3,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825444,away,Forest Green Rovers,Dominic Bernard,dominic-bernard,D. Bernard,D,3,180.0,10,M,960237,EUR,859593600,D,3,3,False,61.0,53.0,8.0,4.0,24.0,26.0,29.0,35.0,1.0,4.0,,,,,90.0,69.0,6.7,9.0,0,,,,3.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,
10825444,away,Forest Green Rovers,Oliver Casey,oliver-casey,O. Casey,D,4,188.0,39,M,1009707,EUR,977184000,D,5,5,False,84.0,69.0,13.0,8.0,49.0,59.0,20.0,25.0,5.0,2.0,,,,,90.0,94.0,7.7,15.0,0,,,9.0,1.0,11.0,,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10825444,away,Forest Green Rovers,Baily Cargill,baily-cargill,B. Cargill,D,6,192.0,18,M,369020,EUR,813542400,D,6,6,False,81.0,52.0,15.0,1.0,32.0,39.0,20.0,43.0,1.0,2.0,,,,,90.0,93.0,6.6,31.0,1,,2.0,5.0,3.0,7.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,1.0,,,,
10825444,away,Forest Green Rovers,Corey O'Keeffe,corey-okeeffe,C. O'Keeffe,M,7,184.0,57,M,856713,EUR,897004800,M,2,2,False,44.0,36.0,4.0,1.0,15.0,18.0,25.0,31.0,1.0,9.0,,,,,90.0,77.0,8.3,17.0,1,Corey,,2.0,5.0,11.0,3.0,1.0,,1.0,3.0,1.0,,7.0,5.0,,O'Keeffe,2.0,1.0,,4.0,5.0,4.0,1.0,,,1.0,1.0,
10825444,away,Forest Green Rovers,Regan Hendry,regan-hendry,R. Hendry,M,24,176.0,27,M,847122,EUR,885340800,M,8,8,False,54.0,44.0,12.0,9.0,16.0,17.0,28.0,39.0,1.0,6.0,,,,,89.0,68.0,7.0,14.0,2,,,,3.0,3.0,1.0,,,1.0,1.0,1.0,1.0,2.0,1.0,,,,,2.0,,2.0,,1.0,,,,,
10825444,away,Forest Green Rovers,Harvey Bunker,harvey-bunker,H. Bunker,M,16,183.0,21,M,1005716,EUR,1050364800,M,27,27,False,64.0,54.0,7.0,3.0,31.0,34.0,23.0,31.0,,7.0,,,,,90.0,74.0,7.0,12.0,1,,3.0,5.0,5.0,7.0,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,
10825444,away,Forest Green Rovers,Harry Boyes,harry-boyes,H. Boyes,M,33,180.0,41,M,1121917,EUR,1004659200,M,11,11,False,20.0,15.0,1.0,1.0,4.0,6.0,12.0,18.0,,2.0,,,,,90.0,42.0,6.8,14.0,1,Harry Boyes,,,3.0,2.0,3.0,,,,3.0,,,2.0,2.0,,,,,,2.0,4.0,1.0,,1.0,,,,
10825444,away,Forest Green Rovers,Armani Little,armani-little,A. Little,M,8,175.0,29,M,920373,EUR,860198400,F,10,10,False,40.0,29.0,8.0,4.0,8.0,10.0,21.0,33.0,,6.0,,,,,90.0,57.0,7.0,19.0,1,,1.0,,6.0,5.0,3.0,,1.0,,2.0,,1.0,4.0,3.0,,,1.0,1.0,1.0,1.0,3.0,,1.0,,,,,
10825444,away,Forest Green Rovers,Connor Wickham,connor-wickham,C. Wickham,F,,189.0,42,,50485,EUR,733536000,F,21,21,False,26.0,16.0,4.0,2.0,6.0,6.0,10.0,21.0,1.0,2.0,,,,,90.0,36.0,8.4,12.0,2,,2.0,1.0,4.0,4.0,1.0,2.0,,,,1.0,1.0,2.0,1.0,1.0,,,,,,1.0,,,,,,,2.0
10825444,away,Forest Green Rovers,Jamille Matt,jamille-matt,J. Matt,F,9,185.0,86,M,143995,EUR,624844800,F,14,14,False,9.0,7.0,,,3.0,3.0,4.0,6.0,,3.0,,,,,59.0,15.0,6.8,5.0,1,,,2.0,3.0,4.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,,1.0,,True,,,
10825444,away,Forest Green Rovers,Josh March,josh-march,J. March,F,24,175.0,68,M,1014626,EUR,858643200,F,28,28,True,3.0,2.0,,,2.0,2.0,,1.0,,,,,,,31.0,9.0,6.6,3.0,1,Josh,5.0,,6.0,2.0,1.0,,,,1.0,1.0,,1.0,1.0,,March,,,1.0,,,,,,,,,
10825444,away,Forest Green Rovers,Kyle McAllister,kyle-mcallister,K. McAllister,M,7,175.0,57,M,869132,EUR,916876800,M,17,17,True,1.0,1.0,,,1.0,1.0,,,,2.0,,,,,1.0,2.0,,1.0,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,
10825444,away,Forest Green Rovers,Luke McGee,luke-mcgee,L. McGee,G,1,188.0,20,M,769785,EUR,810000000,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825444,away,Forest Green Rovers,Sean Robertson,sean-robertson,S. Robertson,D,19,,13,M,1020670,EUR,991785600,M,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825444,away,Forest Green Rovers,Christian Marques,christian-marques,C. Marques,D,4,187.0,124,M,988964,EUR,1042588800,D,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825444,away,Forest Green Rovers,Myles Peart-Harris,myles-peart-harris,M. Peart-Harris,M,44,187.0,210,M,980649,EUR,1032307200,M,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825444,away,Forest Green Rovers,Sean O'Brien,sean-obrien,S. O'Brien,F,20,180.0,4,M,1137391,EUR,1002931200,F,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10825444,away,Forest Green Rovers,Bryan Fiabema,bryan-fiabema,B. Fiabema,F,9,183.0,498,M,988833,EUR,1045353600,F,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
