match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_outfielderBlock,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_hitWoodwork,stat_challengeLost,stat_blockedScoringAttempt,stat_bigChanceMissed,captain,stat_bigChanceCreated,stat_lastManTackle
14288795,home,CF Estrela Amadora,Renan Ribeiro,renan-ribeiro,R. Ribeiro,G,40,193,156,M,82598,EUR,638150400,G,40,40,False,26.0,15.0,15.0,5.0,0.0,14.0,18.0,1.0,8.0,1.0,5.0,4.0,7.0,1.0,90.0,36.0,7.8,11.0,0.00094581,33.688590067551,5.0,0.105,4.41,0.3929,0,1.0987,0.01,-0.02,-0.02,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288795,home,CF Estrela Amadora,Jefferson Encada,encada-jefferson,J. Encada,D,17,188,308,M,851283,EUR,892771200,D,17,17,False,26.0,21.0,2.0,1.0,0.0,12.0,16.0,9.0,10.0,4.0,3.0,,,,72.0,46.0,7.1,8.0,0.00835352,88.721781204994,11.0,40.32,15.12,,0,,0.09,0.13,0.3,,3.0,2.0,3.0,4.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288795,home,CF Estrela Amadora,Luan Patrick,luan-patrick,Luan Patrick,D,30,190,249,M,1002565,EUR,1011484800,D,30,30,False,61.0,48.0,10.0,4.0,0.0,40.0,43.0,8.0,18.0,5.0,5.0,,,,90.0,73.0,6.8,14.0,0.00491541,106.8249706556,12.0,55.125,19.95,,1,,0.01,0.04,-0.02,,,,2.0,2.0,,,2.0,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0071,21.121330355828,1.0,-0.1,,,,,,,,,,,,,,,
14288795,home,CF Estrela Amadora,Bernardo Schappo,schappo-bernardo,B. Schappo,D,14,191,188,M,1017590,EUR,922060800,D,14,14,False,64.0,54.0,14.0,10.0,0.0,33.0,35.0,21.0,29.0,6.0,4.0,,,,90.0,79.0,7.9,11.0,0.0117598,124.63002891223,17.0,72.345,16.485,,0,,0.09,0.22,0.39,,,1.0,2.0,6.0,1.0,1.0,1.0,,,4.0,,2.0,,,1.0,,,17.359401631393,1.0,,1.0,,,,,,,,,,,,,,
14288795,home,CF Estrela Amadora,Sidny Lopes Cabral,sidny-lopes-cabral,S. L. Cabral,D,15,176,1269,M,1117723,EUR,1032307200,D,55,55,False,21.0,17.0,2.0,1.0,0.0,10.0,12.0,7.0,9.0,1.0,2.0,,,,84.0,50.0,6.8,15.0,0.0411886,159.06290760753,14.0,114.345,25.935,,1,,0.02,0.23,-0.01,,9.0,,3.0,2.0,1.0,,2.0,Sidny Lopes Cabral,,,,,,2.0,,,0.0229,58.980007807011,3.0,-0.06,,2.0,1.0,1.0,1.0,1.0,0.0092,3.0,,,,,,,
14288795,home,CF Estrela Amadora,Oumar Ngom,ngom-oumar,O. Ngom,M,79,184,780,M,1175854,EUR,1078790400,M,6,6,False,40.0,34.0,1.0,1.0,0.0,21.0,23.0,13.0,17.0,,10.0,,,,90.0,51.0,6.6,8.0,0.00611567,107.57362400938,11.0,51.03,16.275,,2,,-0.07,0.21,-0.03,,,1.0,5.0,4.0,2.0,1.0,3.0,,,,2.0,2.0,,,2.0,,0.1507,16.292179995323,1.0,-0.21,,,1.0,,,,,,1.0,,,,,,
14288795,home,CF Estrela Amadora,Paulo Moreira,paulo-daniel-valente-moreira,P. Moreira,M,19,176,52,M,1090646,EUR,950745600,M,19,19,False,41.0,39.0,6.0,5.0,0.0,23.0,23.0,16.0,18.0,2.0,2.0,,,,90.0,59.0,7.6,6.0,0.0169741,130.98966534165,14.0,74.235,18.585,,0,,0.15,0.09,0.37,,,,6.0,9.0,3.0,2.0,3.0,Paulo,Moreira,1.0,,,,1.0,4.0,,,20.059275385716,1.0,,1.0,,1.0,3.0,1.0,,,,,,,,,,
14288795,home,CF Estrela Amadora,Abraham Marcus,abraham-marcus,A. Marcus,M,99,178,255,M,1090543,EUR,946771200,M,99,99,False,24.0,16.0,2.0,1.0,0.0,4.0,6.0,12.0,18.0,3.0,8.0,,,,90.0,52.0,7.4,18.0,0.0689354,132.11740978209,16.0,73.5,20.79,,1,,0.04,0.29,0.21,,4.0,3.0,7.0,10.0,2.0,1.0,,Abraham Marcus,,4.0,,,,3.0,3.0,1.0,0.0152,50.429287420252,3.0,0.01,,1.0,2.0,2.0,1.0,,,2.0,,1.0,1.0,,,,
14288795,home,CF Estrela Amadora,Alex Sola,alex-sola,A. Sola,M,63,173,71,M,2037671,EUR,1071360000,M,63,63,False,7.0,5.0,,,0.0,3.0,3.0,2.0,4.0,1.0,3.0,,,,45.0,18.0,6.5,6.0,0.00129039,17.476023291389,3.0,1.89,5.355,,1,,-0.15,0.13,0.24,,,1.0,3.0,2.0,1.0,,1.0,Alex Sola,,,,,,2.0,1.0,,0.1595,,,-0.33,1.0,,,1.0,,,,,,,1.0,1.0,,,
14288795,home,CF Estrela Amadora,Jovane Cabral,jovane-cabral,J. Cabral,F,11,176,1128,M,845802,EUR,897782400,M,11,11,False,29.0,26.0,2.0,1.0,0.0,4.0,5.0,22.0,24.0,,2.0,,,,80.0,46.0,7.3,7.0,0.051181,94.204096036705,14.0,-2.205,10.185,,3,,0.33,0.15,0.0,,,,2.0,6.0,,,,,,,2.0,,,1.0,4.0,,0.2247,17.664753771962,2.0,-0.34,,,2.0,2.0,2.0,1.0,0.0302,1.0,,,,,,,
