match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,captain,stat_aerialLost,stat_totalClearance,stat_outfielderBlock,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_fouls,stat_shotOffTarget,stat_totalOffside,stat_keyPass,player_sofascoreId,stat_hitWoodwork,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented,stat_errorLeadToAShot
12764086,home,Lazio,Christos Mandas,christos-mandas,C. Mandas,G,29,189,1753,M,913762,EUR,1000684800,G,35,35,False,15.0,15.0,2.0,2.0,0.0,14.0,14.0,1.0,1.0,8.0,1.0,1.0,1.0,90.0,21.0,6.9,0.00077188,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764086,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1140,M,267619,EUR,719280000,D,77,77,False,38.0,36.0,1.0,,0.0,11.0,11.0,25.0,28.0,1.0,,,,90.0,54.0,7.5,0.0154814,2,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,0.0471,0.0709,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764086,home,Lazio,Patric,patric,Patric,D,4,184,503,M,217784,EUR,735004800,D,4,4,False,101.0,99.0,7.0,6.0,0.0,32.0,32.0,67.0,70.0,7.0,,,,90.0,113.0,7.9,0.0560354,0,1.0,1.0,1.0,5.0,,,1.0,,4.0,,,,,True,1.0,1.0,1.0,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,
12764086,home,Lazio,Samuel Gigot,samuel-gigot,S. Gigot,D,2,187,801,M,339231,EUR,750384000,D,2,2,False,72.0,70.0,2.0,1.0,0.0,18.0,18.0,53.0,55.0,6.0,,,,90.0,86.0,7.5,0.0952196,0,1.0,,4.0,5.0,1.0,,4.0,2.0,4.0,,,,,,1.0,1.0,,,3.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
12764086,home,Lazio,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178,1353,M,826186,EUR,920764800,D,3,3,False,29.0,24.0,1.0,,0.0,5.0,5.0,20.0,32.0,3.0,,,,45.0,50.0,6.5,0.0299071,1,8.0,1.0,6.0,3.0,2.0,,1.0,,16.0,0.0237,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,
12764086,home,Lazio,Loum Tchaouna,loum-tchaouna,L. Tchaouna,F,17,180,1359,M,1004505,EUR,1062979200,M,20,20,False,32.0,28.0,5.0,5.0,0.0,3.0,3.0,25.0,30.0,1.0,,,,45.0,43.0,6.6,0.35109,4,1.0,,5.0,1.0,1.0,,,,8.0,0.0843,,,,,1.0,,,,1.0,,2.0,,2.0,,,3.0,1.0,1.0,1.0,2.0,,,,,,,,
12764086,home,Lazio,Matías Vecino,matias-vecino,M. Vecino,M,15,187,1428,M,158615,EUR,682992000,M,5,5,False,53.0,48.0,3.0,2.0,0.0,9.0,9.0,39.0,44.0,8.0,,,,61.0,64.0,7.4,0.0571303,0,,1.0,6.0,7.0,,,2.0,1.0,6.0,,,,,,,,,,5.0,3.0,,,2.0,,,,4.0,,,2.0,,,,,,,,
12764086,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7161,M,852404,EUR,924048000,M,8,8,False,90.0,84.0,9.0,8.0,0.0,9.0,9.0,78.0,85.0,8.0,,,,90.0,108.0,8.3,0.583511,1,4.0,2.0,4.0,5.0,1.0,,2.0,2.0,11.0,0.0383,,,,,1.0,1.0,,,,,1.0,3.0,1.0,2.0,1.0,,,1.0,,4.0,MatteoGuendouzi,1.0,,,,,,
12764086,home,Lazio,Pedro,pedro,Pedro,F,9,167,5291,M,35428,EUR,554428800,M,9,9,False,41.0,34.0,2.0,1.0,0.0,6.0,6.0,28.0,41.0,2.0,,,,79.0,60.0,7.2,0.0627213,2,6.0,,2.0,3.0,1.0,1.0,,1.0,16.0,0.1532,0.0338,,,,,,,,2.0,1.0,,,,1.0,,1.0,,,,,Pedro,,,,,,,
12764086,home,Lazio,Boulaye Dia,dia-boulaye,B. Dia,F,19,180,10936,M,960080,EUR,848102400,F,19,19,False,14.0,12.0,2.0,1.0,0.0,,,12.0,14.0,,,,,45.0,23.0,6.7,0.0207905,2,,1.0,5.0,2.0,1.0,2.0,,,5.0,0.2358,0.4955,,,,2.0,1.0,,,,,2.0,,1.0,1.0,1.0,,1.0,,,1.0,boulaye_dia,,1.0,,,,,
12764086,home,Lazio,Tijjani Noslin,tijjani-noslin,T. Noslin,F,14,177,1222,M,1069244,EUR,931305600,F,14,14,False,20.0,17.0,,,0.0,3.0,4.0,14.0,17.0,3.0,,,,90.0,36.0,7.2,0.157037,2,1.0,1.0,10.0,6.0,5.0,1.0,,,8.0,0.1983,0.0606,,,,7.0,,,,3.0,2.0,1.0,,,,2.0,,,1.0,,2.0,,,,,,,,
12764086,home,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173,750,M,273405,EUR,754531200,M,29,29,True,20.0,19.0,1.0,1.0,0.0,3.0,3.0,16.0,21.0,4.0,,,,45.0,42.0,6.9,0.00869175,2,4.0,,2.0,1.0,1.0,,1.0,,7.0,0.0906,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,
12764086,home,Lazio,Gustav Isaksen,gustav-isaksen,G. Isaksen,M,18,181,3347,M,976381,EUR,987638400,F,18,18,True,27.0,24.0,1.0,1.0,0.0,1.0,1.0,24.0,30.0,2.0,,,,45.0,40.0,7.3,0.30427,0,4.0,,2.0,2.0,1.0,,,1.0,9.0,,,,,,1.0,1.0,,,,,3.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,
12764086,home,Lazio,Valentín Castellanos,valentin-castellanos,V. Castellanos,F,11,179,10718,M,877013,EUR,907372800,F,11,11,True,11.0,7.0,,,0.0,2.0,2.0,5.0,12.0,1.0,,,,45.0,19.0,6.9,0.164359,2,3.0,1.0,3.0,1.0,1.0,,,,9.0,0.0998,,,,,2.0,,,,,,1.0,,,,,,,2.0,1.0,1.0,tatycastellanos11,,,,,,,
12764086,home,Lazio,Nicolò Rovella,nicolo-rovella,N. Rovella,M,6,179,2973,M,937324,EUR,1007424000,M,6,6,True,39.0,37.0,2.0,2.0,0.0,5.0,6.0,32.0,36.0,5.0,,,,29.0,47.0,6.9,0.0618534,1,3.0,,2.0,,,,1.0,,6.0,0.0326,,,,,,1.0,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,
12764086,home,Lazio,Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,M,10,176,4726,M,293581,EUR,803260800,M,10,10,True,8.0,7.0,1.0,1.0,0.0,2.0,2.0,5.0,11.0,1.0,,,,11.0,17.0,7.2,0.00857311,1,5.0,,,2.0,,,,1.0,7.0,0.1041,,,,,,,,,1.0,1.0,1.0,,,,,,,1.0,,2.0,,,,,,,,
12764086,home,Lazio,Alessio Furlanetto,alessio-furlanetto,A. Furlanetto,G,55,191,177,M,984095,EUR,1013040000,G,55,55,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764086,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1836,M,308182,EUR,763862400,G,94,94,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764086,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1926,M,227864,EUR,789868800,D,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764086,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183,1786,M,965828,EUR,967507200,D,34,34,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764086,home,Lazio,Alessandro Milani,alessandro-milani,A. Milani,D,78,178,682,M,1154853,EUR,1118707200,D,58,58,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Alessandro Milani,,,,,,,,,,,,,,,,,,,,,,,,,,
12764086,home,Lazio,Fisayo Dele-Bashiru,dele-bashiru-oluwafisayo,F. Dele-Bashiru,M,7,186,3768,M,910121,EUR,981417600,M,7,7,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
