match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,captain,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_goals,stat_clearanceOffLine,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed
11067451,home,Coritiba,Gabriel Vasconcelos,gabriel-vasconcelos,G. Vasconcelos,G,1,193,501,M,147467,EUR,717552000,G,1,1,False,33.0,21.0,20.0,8.0,15.0,19.0,6.0,14.0,1.0,1.0,2.0,9.0,2.0,4.0,4.0,2.0,90.0,47.0,7.2,12.0,0.00240348,0,-0.2839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067451,home,Coritiba,Natanael,natanael,Natanael,D,2,172,1029,M,1046805,EUR,1010188800,D,16,16,False,35.0,25.0,2.0,1.0,12.0,17.0,14.0,22.0,1.0,4.0,3.0,6.0,,,,,90.0,61.0,6.5,15.0,0.0269565,0,,4.0,1.0,3.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,
11067451,home,Coritiba,Thalisson Gabriel,thalisson-gabriel,Thalisson Gabriel,D,6,190,175,M,1109577,EUR,1011484800,D,14,14,False,47.0,37.0,7.0,1.0,25.0,30.0,12.0,18.0,1.0,1.0,6.0,8.0,,,,,90.0,58.0,6.5,12.0,0.00717473,0,,1.0,,1.0,1.0,,,,,,,,,,,Thalisson,Gabriel,1.0,,,,,,,,,,,,,,,
11067451,home,Coritiba,Henrique,henrique,Henrique,D,,185,55,,37288,EUR,529632000,D,3,3,False,46.0,41.0,3.0,1.0,34.0,37.0,7.0,9.0,3.0,4.0,9.0,8.0,,,,,90.0,65.0,7.1,6.0,0.184201,1,,,,,3.0,2.0,,,1.0,1.0,,1.0,,1.0,,,,2.0,True,1.0,1.0,0.0523,0.0801,,,,,,,,,,
11067451,home,Coritiba,Victor Luis,victor-luis,V. Luis,D,12,180,1056,M,252781,EUR,740793600,D,26,26,False,48.0,39.0,6.0,2.0,20.0,24.0,21.0,27.0,,1.0,,7.0,,,,,90.0,64.0,6.3,12.0,0.041274,2,,3.0,2.0,,3.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,0.0601,,2.0,,,,,,,,,
11067451,home,Coritiba,Andreas Samaris,andreas-samaris,A. Samaris,M,,189,311,,108398,EUR,613699200,M,22,22,False,17.0,16.0,1.0,,11.0,11.0,5.0,6.0,,,1.0,4.0,,,,,45.0,22.0,6.1,3.0,0.00557956,0,,,,,5.0,1.0,,,2.0,,,1.0,,3.0,,,,,,,,,,,1.0,,,,,,,,
11067451,home,Coritiba,Robson,robson,Robson,F,11,179,708,M,850987,EUR,675561600,M,30,30,False,20.0,18.0,3.0,2.0,5.0,6.0,13.0,16.0,2.0,5.0,,4.0,,,,,68.0,32.0,7.0,4.0,0.033783,4,,2.0,,3.0,4.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,,,,,2.0,,0.2794,0.019,,,2.0,,,,,,,
11067451,home,Coritiba,Matheus Bianqui,matheus-bianqui,M. Bianqui,M,17,187,122,M,981746,EUR,886204800,M,17,17,False,20.0,14.0,,,6.0,6.0,8.0,14.0,3.0,9.0,2.0,4.0,,,,,67.0,32.0,6.6,8.0,0.0206864,1,,,,1.0,5.0,2.0,,,,2.0,1.0,1.0,4.0,1.0,,,,,,,,0.0178,,1.0,1.0,,1.0,,,,,,
11067451,home,Coritiba,Marcelino Moreno,marcelino-moreno,M. Moreno,M,10,175,936,M,848472,EUR,804038400,M,10,10,False,28.0,20.0,1.0,,7.0,7.0,16.0,29.0,,7.0,1.0,7.0,,,,,90.0,63.0,6.8,22.0,0.147205,0,,8.0,3.0,1.0,10.0,1.0,8.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,,1.0,,,,,,,3.0,,,,,,,,
11067451,home,Coritiba,Sebastian Gomez,sebastian-gomez,S. Gomez,M,19,172,521,M,925142,EUR,833760000,M,19,19,False,18.0,13.0,,,5.0,6.0,8.0,12.0,1.0,4.0,,3.0,,,,,80.0,39.0,6.4,10.0,0.00817397,2,,,,,4.0,,3.0,,,1.0,1.0,1.0,2.0,1.0,,,,1.0,,,,0.0806,,,,2.0,,,,,,,
11067451,home,Coritiba,Islam Slimani,islam-slimani,I. Slimani,F,19,188,7438,M,238708,EUR,582595200,F,9,9,False,23.0,16.0,,,4.0,5.0,12.0,18.0,1.0,3.0,3.0,,,,,,88.0,37.0,6.6,12.0,0.0267718,1,,,,1.0,5.0,,2.0,1.0,,,,1.0,1.0,,1.0,,,,,,,0.0725,,1.0,3.0,,1.0,islamslimani09,,,,,
11067451,home,Coritiba,Bruno Gomes,bruno-gomes,B. Gomes,D,15,175,903,M,995071,EUR,986342400,M,6,6,True,25.0,22.0,3.0,1.0,7.0,7.0,15.0,19.0,,5.0,,,,,,,45.0,38.0,6.7,8.0,0.0630121,0,,1.0,,,2.0,1.0,3.0,2.0,,,,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,
11067451,home,Coritiba,Andrey,andrey,Andrey,M,5,176,251,M,822513,EUR,887500800,M,7,7,True,20.0,18.0,,,7.0,7.0,11.0,13.0,,5.0,3.0,2.0,,,,,23.0,29.0,7.0,2.0,0.00406761,0,,,,,1.0,,1.0,1.0,,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
