match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_onTargetScoringAttempt,stat_wasFouled,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,player_sofascoreId,captain,stat_goals,stat_totalOffside,stat_ownGoals,stat_errorLeadToAGoal,stat_hitWoodwork
10408544,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,31.0,23.0,4.0,3.0,9.0,9.0,14.0,24.0,1.0,2.0,1.0,2.0,,,,,87.0,47.0,8.5,13.0,0.6606,0.1961,0.0195204,4,,2.0,,,,1.0,1.0,,,,,2.0,1.0,,2.0,,2.0,2.0,,,1.0,,,1.0,2.0,i.aspas10,True,2.0,,,,
10408544,home,Celta Vigo,Óscar Rodríguez,oscar-rodriguez,Ó. Rodríguez,M,14,174,618,M,794948,EUR,898992000,M,5,5,True,5.0,3.0,,,2.0,2.0,1.0,4.0,,1.0,,,,,,,19.0,10.0,6.6,4.0,0.0149,0.0,0.0001672,1,,1.0,,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,
10408544,home,Celta Vigo,Franco Cervi,franco-cervi,F. Cervi,M,11,165,1013,M,557008,EUR,769910400,M,11,11,True,10.0,8.0,2.0,,2.0,3.0,6.0,7.0,,2.0,,2.0,,,,,18.0,15.0,6.1,3.0,0.9663,0.0,0.00778739,1,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,
10408544,home,Celta Vigo,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193,4810,M,876599,EUR,949795200,F,18,18,True,5.0,3.0,,,,,3.0,5.0,,4.0,1.0,,,,,,18.0,15.0,6.4,7.0,0.0,0.0,0.00058132,0,,4.0,1.0,,,1.0,,1.0,2.0,,,,2.0,,,,3.0,,,,1.0,,,,,,,,,,,
10408544,home,Celta Vigo,Augusto Solari,augusto-solari,A. Solari,M,23,176,135,M,291279,EUR,694396800,M,21,21,True,,,,,,,,,,,,,,,,,12.0,1.0,6.5,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408544,home,Celta Vigo,Gonçalo Paciência,goncalo-paciencia,G. Paciência,F,39,184,1137,M,138890,EUR,775699200,F,9,9,True,2.0,2.0,,,,,2.0,2.0,,1.0,,1.0,,,,,9.0,3.0,6.4,1.0,0.0,0.0,0.00086633,0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
10408544,home,Celta Vigo,Coke Carrillo,coke-carrillo,C. Carrillo,G,1,188,47,M,1114427,EUR,1010361600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408544,home,Celta Vigo,Diego Alves,diego-alves,D. Alves,G,,187,633,,27828,EUR,488419200,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408544,home,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187,207,M,1069703,EUR,981849600,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408544,home,Celta Vigo,Javi Domínguez,javi-dominguez,J. Domínguez,D,5,195,27,M,1084772,EUR,985564800,D,39,39,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408544,home,Celta Vigo,Hugo Sotelo,hugo-sotelo,H. Sotelo,M,22,180,632,M,1120669,EUR,1071792000,M,37,37,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,Hugo Sotelo,,,,,,,,,,,,,
10408544,home,Celta Vigo,Williot Swedberg,williot-swedberg,W. Swedberg,M,19,185,4221,M,1126779,EUR,1075593600,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408544,away,Rayo Vallecano,Stole Dimitrievski,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,1,1,False,14.0,11.0,5.0,2.0,11.0,12.0,,2.0,,,,8.0,,3.0,4.0,,90.0,27.0,6.6,4.0,0.0,0.0,6.594e-05,0,-2.0287,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10408544,away,Rayo Vallecano,Iván Balliu,ivan-balliu,I. Balliu,D,20,175,688,M,152446,EUR,694224000,D,20,20,False,36.0,28.0,,,16.0,18.0,14.0,20.0,,2.0,,2.0,,,,,67.0,58.0,6.5,13.0,0.0,0.0,0.20303,0,,2.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,2.0,2.0,2.0,2.0,,,1.0,1.0,,,,,,,,,,
10408544,away,Rayo Vallecano,Florian Lejeune,florian-lejeune,F. Lejeune,D,24,190,1047,M,88528,EUR,674697600,D,19,19,False,65.0,55.0,10.0,3.0,33.0,34.0,22.0,34.0,,2.0,3.0,,,,,,90.0,82.0,6.8,14.0,0.0726,0.2424,0.00661207,2,,3.0,,,,3.0,2.0,,,2.0,2.0,1.0,,,3.0,,1.0,,,,,,,,1.0,,,,1.0,,,
10408544,away,Rayo Vallecano,Alejandro Catena,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,5,5,False,62.0,53.0,13.0,9.0,40.0,42.0,13.0,20.0,1.0,2.0,3.0,2.0,,,,,90.0,75.0,6.9,10.0,0.3473,0.0,0.00623399,2,,3.0,,,2.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,
10408544,away,Rayo Vallecano,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,851271,EUR,934588800,D,3,3,False,36.0,30.0,,,19.0,20.0,12.0,19.0,,1.0,2.0,12.0,,,,,90.0,68.0,7.0,9.0,0.0,0.0,0.0538208,0,,5.0,3.0,3.0,1.0,1.0,1.0,,1.0,5.0,,,1.0,,3.0,1.0,1.0,,,,,,,,,frangarci11,,,,,,
10408544,away,Rayo Vallecano,Pathé Ismaël Ciss,ismaila-ciss,P. I. Ciss,M,6,183,4735,M,913679,EUR,763776000,M,21,21,False,34.0,31.0,1.0,,19.0,20.0,12.0,14.0,1.0,4.0,1.0,2.0,,,,,59.0,40.0,6.0,3.0,0.0,0.0,0.00439834,0,,1.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,
10408544,away,Rayo Vallecano,Santi Comesaña,santi-comesana,S. Comesaña,M,14,187,1066,M,843678,EUR,844473600,M,6,6,False,35.0,30.0,,,14.0,15.0,16.0,20.0,,6.0,,6.0,,,,,59.0,47.0,6.5,8.0,0.0,0.0,0.038527,0,,5.0,1.0,1.0,,3.0,1.0,,2.0,1.0,2.0,,1.0,,,,1.0,1.0,,,2.0,,,,,,,,,,,
10408544,away,Rayo Vallecano,Isi Palazón,isi-palazon,I. Palazón,M,7,169,2151,M,899982,EUR,788486400,M,7,7,False,26.0,14.0,1.0,1.0,5.0,5.0,12.0,26.0,2.0,9.0,1.0,4.0,,,,,82.0,48.0,6.7,18.0,0.0827,0.0,0.567943,2,,6.0,2.0,1.0,1.0,,,2.0,4.0,,1.0,,3.0,,5.0,3.0,1.0,2.0,,,1.0,,,,2.0,,,,,,,
10408544,away,Rayo Vallecano,Óscar Trejo,oscar-trejo,Ó. Trejo,M,8,177,550,M,21949,EUR,578016000,M,8,8,False,38.0,34.0,3.0,3.0,13.0,13.0,21.0,27.0,1.0,11.0,,4.0,,,,,90.0,55.0,5.7,14.0,0.0,0.0,0.0213097,0,,6.0,5.0,3.0,,1.0,1.0,1.0,2.0,1.0,4.0,,1.0,,2.0,,3.0,3.0,,,2.0,,,,,,True,,1.0,,1.0,
10408544,away,Rayo Vallecano,Álvaro García,alvaro-garcia,Á. García,M,18,168,1132,M,345111,EUR,720144000,M,18,18,False,23.0,16.0,5.0,2.0,6.0,9.0,11.0,19.0,,2.0,,9.0,,,,,90.0,37.0,6.4,14.0,0.2556,0.0418,0.20515,3,,2.0,1.0,,,,,2.0,1.0,,,1.0,,,5.0,1.0,2.0,1.0,,,,,1.0,,1.0,,,,1.0,,,
10408544,away,Rayo Vallecano,Raúl de Tomás,raul-de-tomas,R. de Tomás,F,9,181,959,M,138387,EUR,782352000,F,25,25,False,7.0,5.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,3.0,,3.0,,,,,67.0,18.0,7.0,6.0,0.2774,0.0482,0.00657114,2,,5.0,2.0,2.0,,,,,,,,1.0,3.0,,,,2.0,,,,2.0,,,1.0,1.0,,,,2.0,,,1.0
10408544,away,Rayo Vallecano,Óscar Valentín,oscar-valentin,Ó. Valentín,M,23,177,443,M,900008,EUR,777340800,M,23,23,True,17.0,15.0,,,6.0,6.0,9.0,11.0,,4.0,,5.0,,,,,31.0,21.0,6.3,3.0,0.0,0.0,0.00706039,0,,3.0,3.0,2.0,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,
10408544,away,Rayo Vallecano,Sergio Camello,sergio-camello,S. Camello,F,10,177,1019,M,910024,EUR,981763200,F,34,34,True,8.0,8.0,,,1.0,1.0,7.0,7.0,,,,,,,,,31.0,12.0,6.6,2.0,0.0259,0.0,0.00639234,1,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
10408544,away,Rayo Vallecano,Salvi Sánchez,salvi-sanchez,S. Sánchez,M,25,175,62,M,811493,EUR,670291200,M,14,14,True,8.0,3.0,,,,4.0,4.0,7.0,,2.0,,2.0,,,,,23.0,20.0,6.4,11.0,0.0,0.0,0.0805532,0,,1.0,2.0,,,,,,,,,,1.0,,3.0,1.0,,1.0,,,,,,,,,,,,,,
10408544,away,Rayo Vallecano,Radamel Falcao,radamel-falcao,R. Falcao,F,9,177,11646,M,25682,EUR,508377600,F,9,9,True,5.0,4.0,,,3.0,3.0,1.0,2.0,1.0,5.0,,,,,,,23.0,8.0,6.3,3.0,0.0,0.0,0.00214518,0,,1.0,1.0,,,,,,2.0,,1.0,,1.0,,,,1.0,,,,,,,,,Falcao,,,,,,
10408544,away,Rayo Vallecano,José Pozo,jose-pozo,J. Pozo,M,14,170,128,M,608370,EUR,826848000,M,22,22,True,2.0,2.0,,,,,2.0,2.0,1.0,1.0,,,,,,,8.0,4.0,6.5,,0.0,0.0,0.00085621,0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10408544,away,Rayo Vallecano,Diego López,diego-lopez,D. López,G,26,196,199,,4697,EUR,373593600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408544,away,Rayo Vallecano,Mario Suárez,mario-suarez,M. Suárez,D,,185,38,,14046,EUR,541123200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408544,away,Rayo Vallecano,Josep Chavarría,josep-chavarria,J. Chavarría,D,3,174,630,M,1010421,EUR,892166400,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408544,away,Rayo Vallecano,Mario Hernández,mario-hernandez,M. Hernández,D,,177,20,M,900671,EUR,917222400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408544,away,Rayo Vallecano,Abdul Mumin,abdul-mumin,A. Mumin,D,16,188,1245,M,846147,EUR,897091200,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408544,away,Rayo Vallecano,Andrés Martín,andres-martin,A. Martín,M,11,178,944,M,922939,EUR,931651200,F,12,12,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408544,away,Rayo Vallecano,Unai López,unai-lopez,U. López,M,17,169,518,M,588566,EUR,815011200,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
