match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_totalTackle,stat_wonTackle,captain,stat_challengeLost,stat_onTargetScoringAttempt,stat_keyPass,stat_goals,player_sofascoreId,stat_errorLeadToAGoal,stat_goalAssist
10438207,home,Chaves,Paulo Vítor,,,paulo-vitor,P. Vítor,G,1,195,133,M,861003,EUR,596073600,G,1,1,False,28.0,23.0,9.0,4.0,20.0,20.0,3.0,8.0,1.0,9.0,2.0,3.0,90.0,39.0,7.0,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10438207,home,Chaves,João Correia,,,joao-correia,J. Correia,M,77,175,850,M,804272,EUR,841881600,D,77,77,False,30.0,26.0,3.0,1.0,16.0,20.0,11.0,18.0,7.0,5.0,,,90.0,73.0,7.0,17.0,1,8.0,1.0,3.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,,,,,,,,,,,,,,
10438207,home,Chaves,Steven Vitória,,,steven-vitoria,S. Vitória,D,,195,115,M,59574,EUR,537321600,D,19,19,False,58.0,52.0,5.0,2.0,40.0,44.0,12.0,14.0,3.0,2.0,,,90.0,71.0,7.3,6.0,4,,,,5.0,1.0,6.0,,,,,2.0,,4.0,2.0,1.0,1.0,,,,,,,,,,
10438207,home,Chaves,Nélson Monte,,,nelson-monte,N. Monte,D,4,187,67,M,831014,EUR,807062400,D,3,3,False,68.0,61.0,8.0,5.0,37.0,41.0,24.0,27.0,5.0,4.0,,,90.0,79.0,6.8,9.0,0,,,1.0,1.0,3.0,1.0,2.0,,,,2.0,,,1.0,,,,,,,,,,,,
10438207,home,Chaves,Bruno Langa,,,bruno-langa,B. Langa,D,24,178,2435,M,987490,EUR,878256000,D,5,5,False,43.0,26.0,4.0,,11.0,16.0,15.0,31.0,1.0,3.0,,,90.0,70.0,6.2,26.0,0,4.0,,2.0,1.0,6.0,2.0,,3.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,
10438207,home,Chaves,João Teixeira,,,joao-teixeira,J. Teixeira,M,97,178,78,M,138899,EUR,760492800,M,10,10,False,28.0,25.0,2.0,2.0,9.0,10.0,19.0,24.0,1.0,1.0,,,71.0,53.0,6.7,10.0,3,6.0,3.0,1.0,,8.0,6.0,,5.0,2.0,1.0,,1.0,1.0,,3.0,3.0,1.0,1.0,True,1.0,1.0,5.0,,,,
10438207,home,Chaves,Kevin Lenini,,,kevin-pina,K. Lenini,M,6,181,413,M,906838,EUR,854323200,M,6,6,False,15.0,12.0,3.0,2.0,6.0,7.0,6.0,8.0,1.0,3.0,,,45.0,22.0,6.3,5.0,1,,,1.0,,3.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
10438207,home,Chaves,João Mendes,,,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,M,8,8,False,18.0,17.0,3.0,3.0,4.0,4.0,13.0,16.0,,3.0,,,67.0,33.0,6.6,8.0,2,2.0,,,,2.0,3.0,2.0,,,1.0,1.0,2.0,1.0,,2.0,,1.0,,,,,,,,,
10438207,home,Chaves,Bernardo Sousa,,,bernardo-sousa,B. Sousa,F,77,178,72,M,1087371,EUR,954115200,F,73,73,False,12.0,9.0,,,2.0,4.0,7.0,9.0,,1.0,,,67.0,22.0,6.6,7.0,1,1.0,,,,3.0,3.0,1.0,2.0,1.0,,,1.0,1.0,,2.0,,,,,1.0,,1.0,,,,
10438207,home,Chaves,Héctor Hernández,,,hector-hernandez,H. Hernández,F,23,180,2876,M,352448,EUR,811036800,F,23,23,False,10.0,8.0,,,3.0,4.0,5.0,6.0,,3.0,,,87.0,21.0,7.1,8.0,2,,,4.0,1.0,8.0,2.0,3.0,1.0,,,,2.0,1.0,1.0,1.0,,,,,,1.0,2.0,1.0,,,
10438207,home,Chaves,João Batxi,,,joao-batxi,J. Batxi,M,11,174,204,M,988241,EUR,893980800,F,11,11,False,18.0,13.0,,,4.0,5.0,9.0,15.0,,2.0,,,87.0,29.0,6.7,11.0,0,2.0,,1.0,,3.0,5.0,,3.0,1.0,,,2.0,,,3.0,,1.0,,,,,1.0,,,,
10438207,home,Chaves,Guima,,,ricardo-guimaraes-guima,Guima,M,30,181,615,M,370710,EUR,816307200,M,21,21,True,31.0,27.0,1.0,1.0,10.0,10.0,17.0,21.0,1.0,2.0,,,45.0,41.0,6.9,6.0,0,,,1.0,,3.0,6.0,,2.0,1.0,,1.0,1.0,,,4.0,1.0,1.0,,,,,2.0,,,,
